"Name","Height","Weight","Position","Season"
"Richard Park",71,190,"R",2012
"Rick Nash",76,211,"L",2012
"Riley Nash",73,190,"C",2012
"Riley Sheahan",75,214,"C",2012
"Rob Klinkhammer",75,214,"L",2012
"Rob Scuderi",73,216,"D",2012
"Robert Bortuzzo",76,216,"D",2012
"Robyn Regehr",75,222,"D",2012
"Rod Pelley",72,205,"C",2012
"Roman Hamrlik",74,206,"D",2012
"Roman Horak",72,170,"C",2012
"Roman Josi",73,201,"D",2012
"Roman Polak",74,235,"D",2012
"Ron Hainsey",75,205,"D",2012
"Rostislav Klesla",75,215,"D",2012
"Rostislav Olesz",74,215,"L",2012
"Ruslan Fedotenko",73,200,"L",2012
"Ryan Callahan",70,187,"R",2012
"Ryan Carter",73,205,"L",2012
"Ryan Ellis",70,180,"D",2012
"Ryan Garbutt",72,195,"C",2012
"Ryan Getzlaf",76,223,"C",2012
"Ryan Hamilton",74,219,"L",2012
"Ryan Johansen",75,218,"C",2012
"Ryan Jones",73,208,"L",2012
"Ryan Kesler",74,202,"C",2012
"Ryan Malone",76,224,"L",2012
"Ryan McDonagh",73,215,"D",2012
"Ryan Nugent-Hopkins",72,191,"C",2012
"Ryan O'Byrne",77,234,"D",2012
"Ryan O'Marra",74,220,"C",2012
"Ryan O'Reilly",73,216,"C",2012
"Ryan Reaves",73,225,"R",2012
"Ryan Russell",70,178,"L",2012
"Ryan Shannon",69,175,"R",2012
"Ryan Smyth",74,191,"L",2012
"Ryan Suter",74,202,"D",2012
"Ryan Thang",72,194,"L",2012
"Ryan White",72,200,"C",2012
"Ryan Whitney",76,209,"D",2012
"Ryan Wilson",73,210,"D",2012
"Ryane Clowe",75,225,"L",2012
"Saku Koivu",70,181,"C",2012
"Sam Gagner",71,200,"C",2012
"Sami Lepisto",73,193,"D",2012
"Sami Salo",75,215,"D",2012
"Samuel Pahlsson",72,202,"C",2012
"Scott Glennie",73,200,"R",2012
"Scott Gomez",71,200,"C",2012
"Scott Hannan",73,215,"D",2012
"Scott Hartnell",74,215,"L",2012
"Scott Nichol",68,179,"C",2012
"Scott Parse",71,189,"L",2012
"Scottie Upshall",72,200,"R",2012
"Sean Avery",70,195,"L",2012
"Sean Bergenheim",71,201,"L",2012
"Sean Collins",73,205,"D",2012
"Sean Couturier",75,211,"C",2012
"Sean O'Donnell",74,238,"D",2012
"Sergei Gonchar",74,210,"D",2012
"Sergei Kostitsyn",72,196,"L",2012
"Shane Doan",73,223,"R",2012
"Shane O'Brien",75,230,"D",2012
"Shawn Horcoff",73,210,"C",2012
"Shawn Matthias",76,231,"L",2012
"Shawn Thornton",74,217,"L",2012
"Shea Weber",76,230,"D",2012
"Sheldon Brookbank",73,202,"D",2012
"Sheldon Souray",76,231,"D",2012
"Sidney Crosby",71,200,"C",2012
"Simon Despres",76,218,"D",2012
"Simon Gagne",73,195,"L",2012
"Slava Voynov",72,194,"D",2012
"Spencer Machacek",73,200,"R",2012
"Stefan Elliott",73,190,"D",2012
"Stephane Da Costa",71,180,"C",2012
"Stephane Robidas",71,190,"D",2012
"Stephane Veilleux",73,200,"L",2012
"Stephen Gionta",67,177,"R",2012
"Stephen Weiss",71,190,"C",2012
"Steve Bernier",75,224,"R",2012
"Steve Downie",71,191,"R",2012
"Steve Eminger",74,207,"D",2012
"Steve MacIntyre",77,250,"L",2012
"Steve Montador",72,210,"D",2012
"Steve Ott",72,193,"C",2012
"Steve Staios",73,200,"D",2012
"Steve Sullivan",69,165,"L",2012
"Steven Kampfer",71,195,"D",2012
"Steven Stamkos",73,194,"C",2012
"Steven Zalewski",72,195,"C",2012
"Stu Bickel",76,207,"D",2012
"Sven Baertschi",71,192,"L",2012
"T.J. Oshie",71,195,"R",2012
"Tanner Glass",73,213,"L",2012
"Taylor Chorney",72,193,"D",2012
"Taylor Hall",73,205,"L",2012
"Taylor Pyatt",76,230,"L",2012
"Teddy Purcell",74,195,"L",2012
"Teemu Hartikainen",73,214,"C",2012
"Teemu Laakso",73,215,"D",2012
"Teemu Selanne",72,209,"R",2012
"Theo Peckham",74,246,"D",2012
"Thomas Vanek",74,214,"L",2012
"Tim Brent",72,188,"C",2012
"Tim Connolly",73,190,"C",2012
"Tim Erixon",74,200,"D",2012
"Tim Gleason",72,217,"D",2012
"Tim Jackman",74,225,"R",2012
"Tim Kennedy",70,175,"L",2012
"Tim Sestito",71,195,"L",2012
"Tim Stapleton",69,180,"C",2012
"Tim Wallace",73,207,"R",2012
"TJ Brennan",73,216,"D",2012
"TJ Brodie",73,182,"D",2012
"TJ Galiardi",74,185,"L",2012
"Toby Enstrom",70,180,"D",2012
"Toby Petersen",70,195,"C",2012
"Todd Bertuzzi",75,229,"R",2012
"Tom Gilbert",74,210,"D",2012
"Tom Kostopoulos",72,197,"R",2012
"Tom Pyatt",71,185,"L",2012
"Tom Sestito",77,228,"L",2012
"Tom Wandell",73,200,"C",2012
"Tomas Fleischmann",73,192,"L",2012
"Tomas Holmstrom",72,200,"L",2012
"Tomas Kaberle",73,212,"D",2012
"Tomas Kopecky",75,210,"R",2012
"Tomas Kubalik",74,212,"R",2012
"Tomas Kundratek",74,201,"D",2012
"Tomas Plekanec",71,193,"C",2012
"Tomas Vincour",74,204,"C",2012
"Tommy Wingels",72,200,"C",2012
"Toni Lydman",74,213,"D",2012
"Torey Krug",69,186,"D",2012
"Torrey Mitchell",71,186,"C",2012
"Travis Hamonic",74,205,"D",2012
"Travis Moen",74,215,"L",2012
"Travis Turnbull",72,193,"C",2012
"Travis Zajac",74,185,"C",2012
"Trent Hunter",75,217,"R",2012
"Trent Whitfield",71,209,"C",2012
"Trevor Daley",71,195,"D",2012
"Trevor Gillies",75,231,"L",2012
"Trevor Lewis",73,205,"C",2012
"Trevor Smith",73,195,"C",2012
"Troy Brouwer",75,215,"R",2012
"Tuomo Ruutu",72,200,"L",2012
"Ty Wishart",76,225,"D",2012
"Tyler Bozak",73,199,"C",2012
"Tyler Cuma",73,194,"D",2012
"Tyler Ennis",69,161,"L",2012
"Tyler Kennedy",71,185,"C",2012
"Tyler Myers",80,229,"D",2012
"Tyler Seguin",73,201,"C",2012
"Tyson Barrie",70,190,"D",2012
"Tyson Strachan",75,210,"D",2012
"Valtteri Filppula",72,196,"C",2012
"Vernon Fiddler",71,205,"C",2012
"Victor Hedman",78,223,"D",2012
"Victor Oreskovich",75,215,"R",2012
"Viktor Stalberg",75,209,"L",2012
"Ville Leino",73,182,"L",2012
"Vincent Lecavalier",76,215,"C",2012
"Vinny Prospal",74,191,"L",2012
"Vladimir Sobotka",70,184,"L",2012
"Vladimir Zharkov",73,205,"R",2012
"Warren Peters",72,195,"C",2012
"Wayne Simmonds",74,185,"R",2012
"Willie Mitchell",75,210,"D",2012
"Wojtek Wolski",75,215,"L",2012
"Yannick Weber",71,200,"D",2012
"Zac Dalpe",74,194,"C",2012
"Zac Rinaldo",70,192,"C",2012
"Zach Bogosian",75,221,"D",2012
"Zach Boychuk",70,185,"L",2012
"Zach Hamill",71,180,"C",2012
"Zach Parise",71,195,"L",2012
"Zack Kassian",75,209,"R",2012
"Zack Smith",74,208,"L",2012
"Zack Stortini",74,219,"R",2012
"Zbynek Michalek",74,210,"D",2012
"Zdeno Chara",81,250,"D",2012
"Zenon Konopka",72,213,"C",2012
