"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
562,"20152016","Canisius",6,"Atlantic Hockey","Away","Win","RIT",3,"Atlantic Hockey"
563,"20152016","Robert Morris",5,"Atlantic Hockey","Home","Win","Bentley",1,"Atlantic Hockey"
563,"20152016","Bentley",1,"Atlantic Hockey","Away","Loss","Robert Morris",5,"Atlantic Hockey"
564,"20152016","Michigan State",2,"Big Ten","Home","Loss","Michigan",9,"Big Ten"
564,"20152016","Michigan",9,"Big Ten","Away","Win","Michigan State",2,"Big Ten"
565,"20152016","Penn State",3,"Big Ten","Home","Win","Minnesota",2,"Big Ten"
565,"20152016","Minnesota",2,"Big Ten","Away","Loss","Penn State",3,"Big Ten"
566,"20152016","Wisconsin",0,"Big Ten","Home","Loss","Ohio State",2,"Big Ten"
566,"20152016","Ohio State",2,"Big Ten","Away","Win","Wisconsin",0,"Big Ten"
567,"20152016","Princeton",4,"ECAC","Home","Tie","Union",4,"ECAC"
567,"20152016","Union",4,"ECAC","Away","Tie","Princeton",4,"ECAC"
568,"20152016","Boston College",7,"Hockey East","Home","Win","Providence",3,"Hockey East"
568,"20152016","Providence",3,"Hockey East","Away","Loss","Boston College",7,"Hockey East"
569,"20152016","New Hampshire",0,"Hockey East","Home","Loss","Massachusetts-Lowell",1,"Hockey East"
569,"20152016","Massachusetts-Lowell",1,"Hockey East","Away","Win","New Hampshire",0,"Hockey East"
570,"20152016","Miami",1,"NCHC","Home","Tie","Minnesota-Duluth",1,"NCHC"
570,"20152016","Minnesota-Duluth",1,"NCHC","Away","Tie","Miami",1,"NCHC"
571,"20152016","St. Cloud State",2,"NCHC","Home","Win","Colorado College",1,"NCHC"
571,"20152016","Colorado College",1,"NCHC","Away","Loss","St. Cloud State",2,"NCHC"
572,"20152016","Nebraska-Omaha",0,"NCHC","Home","Loss","Denver",3,"NCHC"
572,"20152016","Denver",3,"NCHC","Away","Win","Nebraska-Omaha",0,"NCHC"
573,"20152016","Lake Superior",1,"WCHA","Home","Loss","Bowling Green",3,"WCHA"
573,"20152016","Bowling Green",3,"WCHA","Away","Win","Lake Superior",1,"WCHA"
574,"20152016","Minnesota State",1,"WCHA","Home","Loss","Northern Michigan",3,"WCHA"
574,"20152016","Northern Michigan",3,"WCHA","Away","Win","Minnesota State",1,"WCHA"
575,"20152016","Alaska-Anchorage",3,"WCHA","Home","Loss","Bemidji State",6,"WCHA"
575,"20152016","Bemidji State",6,"WCHA","Away","Win","Alaska-Anchorage",3,"WCHA"
576,"20152016","Alabama-Huntsville",3,"WCHA","Home","Loss","Alaska",6,"WCHA"
576,"20152016","Alaska",6,"WCHA","Away","Win","Alabama-Huntsville",3,"WCHA"
577,"20152016","Cornell",3,"ECAC","Home","Win","Merrimack",0,"Hockey East"
577,"20152016","Merrimack",0,"Hockey East","Away","Loss","Cornell",3,"ECAC"
578,"20152016","Maine",3,"Hockey East","Home","Win","Colgate",1,"ECAC"
578,"20152016","Colgate",1,"ECAC","Away","Loss","Maine",3,"Hockey East"
579,"20152016","Notre Dame",7,"Hockey East","Home","Win","Western Michigan",1,"NCHC"
579,"20152016","Western Michigan",1,"NCHC","Away","Loss","Notre Dame",7,"Hockey East"
580,"20152016","St. Lawrence",0,"ECAC","Home","Loss","Northeastern",3,"Hockey East"
580,"20152016","Northeastern",3,"Hockey East","Away","Win","St. Lawrence",0,"ECAC"
581,"20152016","Vermont",1,"Hockey East","Home","Win","Dartmouth",0,"ECAC"
581,"20152016","Dartmouth",0,"ECAC","Away","Loss","Vermont",1,"Hockey East"
582,"20152016","Arizona State",0,"Independent","Home","Loss","Yale",4,"ECAC"
582,"20152016","Yale",4,"ECAC","Away","Win","Arizona State",0,"Independent"
583,"20152016","Michigan Tech",4,"WCHA","Neutral","Win","Connecticut",2,"Hockey East"
583,"20152016","Connecticut",2,"Hockey East","Neutral","Loss","Michigan Tech",4,"WCHA"
584,"20152016","Air Force",5,"Atlantic Hockey","Home","Win","American International",1,"Atlantic Hockey"
584,"20152016","American International",1,"Atlantic Hockey","Away","Loss","Air Force",5,"Atlantic Hockey"
585,"20152016","Niagara",2,"Atlantic Hockey","Home","Loss","Mercyhurst",3,"Atlantic Hockey"
585,"20152016","Mercyhurst",3,"Atlantic Hockey","Away","Win","Niagara",2,"Atlantic Hockey"
586,"20152016","RIT",4,"Atlantic Hockey","Home","Win","Canisius",3,"Atlantic Hockey"
586,"20152016","Canisius",3,"Atlantic Hockey","Away","Loss","RIT",4,"Atlantic Hockey"
587,"20152016","Robert Morris",5,"Atlantic Hockey","Home","Win","Bentley",0,"Atlantic Hockey"
587,"20152016","Bentley",0,"Atlantic Hockey","Away","Loss","Robert Morris",5,"Atlantic Hockey"
588,"20152016","Sacred Heart",4,"Atlantic Hockey","Home","Win","Army",1,"Atlantic Hockey"
588,"20152016","Army",1,"Atlantic Hockey","Away","Loss","Sacred Heart",4,"Atlantic Hockey"
589,"20152016","Penn State",1,"Big Ten","Home","Loss","Minnesota",7,"Big Ten"
589,"20152016","Minnesota",7,"Big Ten","Away","Win","Penn State",1,"Big Ten"
590,"20152016","Michigan",6,"Big Ten","Home","Win","Michigan State",3,"Big Ten"
590,"20152016","Michigan State",3,"Big Ten","Away","Loss","Michigan",6,"Big Ten"
591,"20152016","Wisconsin",4,"Big Ten","Home","Tie","Ohio State",4,"Big Ten"
591,"20152016","Ohio State",4,"Big Ten","Away","Tie","Wisconsin",4,"Big Ten"
592,"20152016","Harvard",4,"ECAC","Neutral","Loss","Quinnipiac",5,"ECAC"
592,"20152016","Quinnipiac",5,"ECAC","Neutral","Win","Harvard",4,"ECAC"
593,"20152016","Boston University",7,"Hockey East","Home","Win","Massachusetts",2,"Hockey East"
593,"20152016","Massachusetts",2,"Hockey East","Away","Loss","Boston University",7,"Hockey East"
594,"20152016","Providence",4,"Hockey East","Home","Tie","Boston College",4,"Hockey East"
594,"20152016","Boston College",4,"Hockey East","Away","Tie","Providence",4,"Hockey East"
595,"20152016","Miami",2,"NCHC","Home","Loss","Minnesota-Duluth",5,"NCHC"
595,"20152016","Minnesota-Duluth",5,"NCHC","Away","Win","Miami",2,"NCHC"
596,"20152016","St. Cloud State",2,"NCHC","Home","Loss","Colorado College",5,"NCHC"
596,"20152016","Colorado College",5,"NCHC","Away","Win","St. Cloud State",2,"NCHC"
597,"20152016","Nebraska-Omaha",3,"NCHC","Home","Loss","Denver",4,"NCHC"
597,"20152016","Denver",4,"NCHC","Away","Win","Nebraska-Omaha",3,"NCHC"
598,"20152016","Lake Superior",1,"WCHA","Home","Win","Bowling Green",0,"WCHA"
598,"20152016","Bowling Green",0,"WCHA","Away","Loss","Lake Superior",1,"WCHA"
599,"20152016","Minnesota State",3,"WCHA","Home","Win","Northern Michigan",1,"WCHA"
599,"20152016","Northern Michigan",1,"WCHA","Away","Loss","Minnesota State",3,"WCHA"
600,"20152016","Alaska-Anchorage",1,"WCHA","Home","Loss","Bemidji State",5,"WCHA"
600,"20152016","Bemidji State",5,"WCHA","Away","Win","Alaska-Anchorage",1,"WCHA"
601,"20152016","Alabama-Huntsville",3,"WCHA","Home","Win","Alaska",1,"WCHA"
601,"20152016","Alaska",1,"WCHA","Away","Loss","Alabama-Huntsville",3,"WCHA"
602,"20152016","Cornell",5,"ECAC","Home","Win","Merrimack",2,"Hockey East"
602,"20152016","Merrimack",2,"Hockey East","Away","Loss","Cornell",5,"ECAC"
603,"20152016","Maine",1,"Hockey East","Home","Loss","Colgate",5,"ECAC"
603,"20152016","Colgate",5,"ECAC","Away","Win","Maine",1,"Hockey East"
604,"20152016","St. Lawrence",2,"ECAC","Home","Loss","Northeastern",4,"Hockey East"
604,"20152016","Northeastern",4,"Hockey East","Away","Win","St. Lawrence",2,"ECAC"
605,"20152016","Western Michigan",3,"NCHC","Home","Tie","Notre Dame",3,"Hockey East"
605,"20152016","Notre Dame",3,"Hockey East","Away","Tie","Western Michigan",3,"NCHC"
606,"20152016","Dartmouth",5,"ECAC","Home","Win","Holy Cross",2,"Atlantic Hockey"
606,"20152016","Holy Cross",2,"Atlantic Hockey","Away","Loss","Dartmouth",5,"ECAC"
607,"20152016","Arizona State",0,"Independent","Home","Loss","Connecticut",3,"Hockey East"
607,"20152016","Connecticut",3,"Hockey East","Away","Win","Arizona State",0,"Independent"
608,"20152016","Yale",1,"ECAC","Neutral","Tie","Michigan Tech",1,"WCHA"
608,"20152016","Michigan Tech",1,"WCHA","Neutral","Tie","Yale",1,"ECAC"
609,"20152016","Clarkson",3,"ECAC","Home","Win","St. Lawrence",1,"ECAC"
609,"20152016","St. Lawrence",1,"ECAC","Away","Loss","Clarkson",3,"ECAC"
610,"20152016","Canisius",3,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
610,"20152016","Niagara",1,"Atlantic Hockey","Away","Loss","Canisius",3,"Atlantic Hockey"
611,"20152016","Army",0,"Atlantic Hockey","Home","Loss","Air Force",1,"Atlantic Hockey"
611,"20152016","Air Force",1,"Atlantic Hockey","Away","Win","Army",0,"Atlantic Hockey"
612,"20152016","Bentley",2,"Atlantic Hockey","Home","Loss","RIT",3,"Atlantic Hockey"
612,"20152016","RIT",3,"Atlantic Hockey","Away","Win","Bentley",2,"Atlantic Hockey"
613,"20152016","Holy Cross",4,"Atlantic Hockey","Home","Loss","Robert Morris",5,"Atlantic Hockey"
613,"20152016","Robert Morris",5,"Atlantic Hockey","Away","Win","Holy Cross",4,"Atlantic Hockey"
614,"20152016","Mercyhurst",2,"Atlantic Hockey","Home","Win","Sacred Heart",1,"Atlantic Hockey"
614,"20152016","Sacred Heart",1,"Atlantic Hockey","Away","Loss","Mercyhurst",2,"Atlantic Hockey"
615,"20152016","Ohio State",5,"Big Ten","Home","Tie","Michigan",5,"Big Ten"
615,"20152016","Michigan",5,"Big Ten","Away","Tie","Ohio State",5,"Big Ten"
616,"20152016","Penn State",4,"Big Ten","Home","Win","Wisconsin",3,"Big Ten"
616,"20152016","Wisconsin",3,"Big Ten","Away","Loss","Penn State",4,"Big Ten"
617,"20152016","Minnesota",5,"Big Ten","Home","Win","Michigan State",2,"Big Ten"
617,"20152016","Michigan State",2,"Big Ten","Away","Loss","Minnesota",5,"Big Ten"
618,"20152016","Dartmouth",5,"ECAC","Home","Win","Clarkson",2,"ECAC"
618,"20152016","Clarkson",2,"ECAC","Away","Loss","Dartmouth",5,"ECAC"
619,"20152016","Harvard",3,"ECAC","Home","Win","St. Lawrence",2,"ECAC"
619,"20152016","St. Lawrence",2,"ECAC","Away","Loss","Harvard",3,"ECAC"
620,"20152016","Rensselaer",1,"ECAC","Home","Win","Cornell",0,"ECAC"
620,"20152016","Cornell",0,"ECAC","Away","Loss","Rensselaer",1,"ECAC"
621,"20152016","Union",2,"ECAC","Home","Loss","Colgate",4,"ECAC"
621,"20152016","Colgate",4,"ECAC","Away","Win","Union",2,"ECAC"
622,"20152016","Yale",3,"ECAC","Home","Win","Brown",2,"ECAC"
622,"20152016","Brown",2,"ECAC","Away","Loss","Yale",3,"ECAC"
623,"20152016","Boston College",5,"Hockey East","Home","Win","Boston University",3,"Hockey East"
623,"20152016","Boston University",3,"Hockey East","Away","Loss","Boston College",5,"Hockey East"
624,"20152016","Maine",0,"Hockey East","Home","Loss","Connecticut",1,"Hockey East"
624,"20152016","Connecticut",1,"Hockey East","Away","Win","Maine",0,"Hockey East"
625,"20152016","Notre Dame",7,"Hockey East","Home","Win","Merrimack",2,"Hockey East"
625,"20152016","Merrimack",2,"Hockey East","Away","Loss","Notre Dame",7,"Hockey East"
626,"20152016","Northeastern",4,"Hockey East","Home","Win","New Hampshire",2,"Hockey East"
626,"20152016","New Hampshire",2,"Hockey East","Away","Loss","Northeastern",4,"Hockey East"
627,"20152016","Massachusetts",1,"Hockey East","Home","Loss","Massachusetts-Lowell",4,"Hockey East"
627,"20152016","Massachusetts-Lowell",4,"Hockey East","Away","Win","Massachusetts",1,"Hockey East"
628,"20152016","Vermont",1,"Hockey East","Home","Loss","Providence",3,"Hockey East"
628,"20152016","Providence",3,"Hockey East","Away","Win","Vermont",1,"Hockey East"
629,"20152016","Denver",5,"NCHC","Home","Win","Western Michigan",3,"NCHC"
629,"20152016","Western Michigan",3,"NCHC","Away","Loss","Denver",5,"NCHC"
630,"20152016","Minnesota-Duluth",1,"NCHC","Home","Loss","St. Cloud State",3,"NCHC"
630,"20152016","St. Cloud State",3,"NCHC","Away","Win","Minnesota-Duluth",1,"NCHC"
631,"20152016","North Dakota",3,"NCHC","Home","Loss","Nebraska-Omaha",4,"NCHC"
631,"20152016","Nebraska-Omaha",4,"NCHC","Away","Win","North Dakota",3,"NCHC"
632,"20152016","Ferris State",3,"WCHA","Home","Tie","Alabama-Huntsville",3,"WCHA"
632,"20152016","Alabama-Huntsville",3,"WCHA","Away","Tie","Ferris State",3,"WCHA"
633,"20152016","Michigan Tech",2,"WCHA","Home","Tie","Minnesota State",2,"WCHA"
633,"20152016","Minnesota State",2,"WCHA","Away","Tie","Michigan Tech",2,"WCHA"
634,"20152016","Northern Michigan",2,"WCHA","Home","Loss","Alaska",3,"WCHA"
634,"20152016","Alaska",3,"WCHA","Away","Win","Northern Michigan",2,"WCHA"
635,"20152016","Bemidji State",5,"WCHA","Home","Win","Arizona State",0,"Independent"
635,"20152016","Arizona State",0,"Independent","Away","Loss","Bemidji State",5,"WCHA"
636,"20152016","Army",1,"Atlantic Hockey","Home","Tie","Air Force",1,"Atlantic Hockey"
636,"20152016","Air Force",1,"Atlantic Hockey","Away","Tie","Army",1,"Atlantic Hockey"
637,"20152016","Bentley",3,"Atlantic Hockey","Home","Loss","RIT",6,"Atlantic Hockey"
637,"20152016","RIT",6,"Atlantic Hockey","Away","Win","Bentley",3,"Atlantic Hockey"
638,"20152016","Canisius",3,"Atlantic Hockey","Home","Tie","Niagara",3,"Atlantic Hockey"
638,"20152016","Niagara",3,"Atlantic Hockey","Away","Tie","Canisius",3,"Atlantic Hockey"
639,"20152016","Holy Cross",5,"Atlantic Hockey","Home","Win","Robert Morris",2,"Atlantic Hockey"
639,"20152016","Robert Morris",2,"Atlantic Hockey","Away","Loss","Holy Cross",5,"Atlantic Hockey"
640,"20152016","Mercyhurst",4,"Atlantic Hockey","Home","Loss","Sacred Heart",6,"Atlantic Hockey"
640,"20152016","Sacred Heart",6,"Atlantic Hockey","Away","Win","Mercyhurst",4,"Atlantic Hockey"
641,"20152016","Penn State",4,"Big Ten","Home","Win","Wisconsin",1,"Big Ten"
641,"20152016","Wisconsin",1,"Big Ten","Away","Loss","Penn State",4,"Big Ten"
642,"20152016","Minnesota",3,"Big Ten","Home","Win","Michigan State",1,"Big Ten"
642,"20152016","Michigan State",1,"Big Ten","Away","Loss","Minnesota",3,"Big Ten"
643,"20152016","Brown",1,"ECAC","Home","Loss","Yale",2,"ECAC"
643,"20152016","Yale",2,"ECAC","Away","Win","Brown",1,"ECAC"
644,"20152016","Dartmouth",4,"ECAC","Home","Win","St. Lawrence",2,"ECAC"
644,"20152016","St. Lawrence",2,"ECAC","Away","Loss","Dartmouth",4,"ECAC"
645,"20152016","Harvard",1,"ECAC","Home","Loss","Clarkson",5,"ECAC"
645,"20152016","Clarkson",5,"ECAC","Away","Win","Harvard",1,"ECAC"
646,"20152016","Rensselaer",2,"ECAC","Home","Tie","Colgate",2,"ECAC"
646,"20152016","Colgate",2,"ECAC","Away","Tie","Rensselaer",2,"ECAC"
647,"20152016","Union",3,"ECAC","Home","Tie","Cornell",3,"ECAC"
647,"20152016","Cornell",3,"ECAC","Away","Tie","Union",3,"ECAC"
648,"20152016","Boston University",1,"Hockey East","Home","Tie","Boston College",1,"Hockey East"
648,"20152016","Boston College",1,"Hockey East","Away","Tie","Boston University",1,"Hockey East"
649,"20152016","Maine",1,"Hockey East","Home","Tie","Connecticut",1,"Hockey East"
649,"20152016","Connecticut",1,"Hockey East","Away","Tie","Maine",1,"Hockey East"
650,"20152016","Notre Dame",5,"Hockey East","Home","Win","Merrimack",1,"Hockey East"
650,"20152016","Merrimack",1,"Hockey East","Away","Loss","Notre Dame",5,"Hockey East"
651,"20152016","Massachusetts-Lowell",5,"Hockey East","Home","Win","Massachusetts",0,"Hockey East"
651,"20152016","Massachusetts",0,"Hockey East","Away","Loss","Massachusetts-Lowell",5,"Hockey East"
652,"20152016","New Hampshire",2,"Hockey East","Home","Loss","Northeastern",6,"Hockey East"
652,"20152016","Northeastern",6,"Hockey East","Away","Win","New Hampshire",2,"Hockey East"
653,"20152016","Vermont",3,"Hockey East","Home","Loss","Providence",6,"Hockey East"
653,"20152016","Providence",6,"Hockey East","Away","Win","Vermont",3,"Hockey East"
654,"20152016","Denver",2,"NCHC","Home","Tie","Western Michigan",2,"NCHC"
654,"20152016","Western Michigan",2,"NCHC","Away","Tie","Denver",2,"NCHC"
655,"20152016","Minnesota-Duluth",1,"NCHC","Home","Tie","St. Cloud State",1,"NCHC"
655,"20152016","St. Cloud State",1,"NCHC","Away","Tie","Minnesota-Duluth",1,"NCHC"
656,"20152016","North Dakota",5,"NCHC","Home","Win","Nebraska-Omaha",1,"NCHC"
656,"20152016","Nebraska-Omaha",1,"NCHC","Away","Loss","North Dakota",5,"NCHC"
657,"20152016","Ferris State",4,"WCHA","Home","Win","Alabama-Huntsville",1,"WCHA"
657,"20152016","Alabama-Huntsville",1,"WCHA","Away","Loss","Ferris State",4,"WCHA"
658,"20152016","Lake Superior",4,"WCHA","Home","Win","Alaska-Anchorage",2,"WCHA"
658,"20152016","Alaska-Anchorage",2,"WCHA","Away","Loss","Lake Superior",4,"WCHA"
659,"20152016","Michigan Tech",3,"WCHA","Home","Win","Minnesota State",1,"WCHA"
659,"20152016","Minnesota State",1,"WCHA","Away","Loss","Michigan Tech",3,"WCHA"
660,"20152016","Northern Michigan",5,"WCHA","Home","Win","Alaska",3,"WCHA"
660,"20152016","Alaska",3,"WCHA","Away","Loss","Northern Michigan",5,"WCHA"
661,"20152016","Bemidji State",2,"WCHA","Home","Win","Arizona State",0,"Independent"
661,"20152016","Arizona State",0,"Independent","Away","Loss","Bemidji State",2,"WCHA"
662,"20152016","Miami",2,"NCHC","Home","Win","Bowling Green",1,"WCHA"
662,"20152016","Bowling Green",1,"WCHA","Away","Loss","Miami",2,"NCHC"
663,"20152016","Michigan",8,"Big Ten","Home","Win","Ohio State",6,"Big Ten"
663,"20152016","Ohio State",6,"Big Ten","Away","Loss","Michigan",8,"Big Ten"
664,"20152016","Lake Superior",1,"WCHA","Home","Loss","Alaska-Anchorage",3,"WCHA"
664,"20152016","Alaska-Anchorage",3,"WCHA","Away","Win","Lake Superior",1,"WCHA"
665,"20152016","Maine",3,"Hockey East","Home","Tie","Quinnipiac",3,"ECAC"
665,"20152016","Quinnipiac",3,"ECAC","Away","Tie","Maine",3,"Hockey East"
666,"20152016","Quinnipiac",2,"ECAC","Home","Tie","Rensselaer",2,"ECAC"
666,"20152016","Rensselaer",2,"ECAC","Away","Tie","Quinnipiac",2,"ECAC"
667,"20152016","Bowling Green",6,"WCHA","Home","Win","Alaska-Anchorage",2,"WCHA"
667,"20152016","Alaska-Anchorage",2,"WCHA","Away","Loss","Bowling Green",6,"WCHA"
668,"20152016","Air Force",3,"Atlantic Hockey","Home","Win","Niagara",0,"Atlantic Hockey"
668,"20152016","Niagara",0,"Atlantic Hockey","Away","Loss","Air Force",3,"Atlantic Hockey"
669,"20152016","Bentley",6,"Atlantic Hockey","Home","Win","American International",1,"Atlantic Hockey"
669,"20152016","American International",1,"Atlantic Hockey","Away","Loss","Bentley",6,"Atlantic Hockey"
670,"20152016","Holy Cross",2,"Atlantic Hockey","Home","Tie","Canisius",2,"Atlantic Hockey"
670,"20152016","Canisius",2,"Atlantic Hockey","Away","Tie","Holy Cross",2,"Atlantic Hockey"
671,"20152016","Robert Morris",2,"Atlantic Hockey","Home","Tie","Mercyhurst",2,"Atlantic Hockey"
671,"20152016","Mercyhurst",2,"Atlantic Hockey","Away","Tie","Robert Morris",2,"Atlantic Hockey"
672,"20152016","Sacred Heart",1,"Atlantic Hockey","Home","Loss","RIT",3,"Atlantic Hockey"
672,"20152016","RIT",3,"Atlantic Hockey","Away","Win","Sacred Heart",1,"Atlantic Hockey"
673,"20152016","Ohio State",2,"Big Ten","Home","Loss","Penn State",3,"Big Ten"
673,"20152016","Penn State",3,"Big Ten","Away","Win","Ohio State",2,"Big Ten"
674,"20152016","Wisconsin",0,"Big Ten","Home","Loss","Minnesota",4,"Big Ten"
674,"20152016","Minnesota",4,"Big Ten","Away","Win","Wisconsin",0,"Big Ten"
675,"20152016","Clarkson",2,"ECAC","Home","Tie","Yale",2,"ECAC"
675,"20152016","Yale",2,"ECAC","Away","Tie","Clarkson",2,"ECAC"
676,"20152016","Colgate",2,"ECAC","Home","Loss","Harvard",4,"ECAC"
676,"20152016","Harvard",4,"ECAC","Away","Win","Colgate",2,"ECAC"
677,"20152016","Cornell",0,"ECAC","Home","Loss","Dartmouth",3,"ECAC"
677,"20152016","Dartmouth",3,"ECAC","Away","Win","Cornell",0,"ECAC"
678,"20152016","St. Lawrence",6,"ECAC","Home","Win","Brown",2,"ECAC"
678,"20152016","Brown",2,"ECAC","Away","Loss","St. Lawrence",6,"ECAC"
679,"20152016","Merrimack",2,"Hockey East","Home","Loss","Northeastern",5,"Hockey East"
679,"20152016","Northeastern",5,"Hockey East","Away","Win","Merrimack",2,"Hockey East"
680,"20152016","Maine",2,"Hockey East","Home","Loss","Boston University",5,"Hockey East"
680,"20152016","Boston University",5,"Hockey East","Away","Win","Maine",2,"Hockey East"
681,"20152016","Providence",4,"Hockey East","Home","Win","Massachusetts-Lowell",2,"Hockey East"
681,"20152016","Massachusetts-Lowell",2,"Hockey East","Away","Loss","Providence",4,"Hockey East"
682,"20152016","Connecticut",2,"Hockey East","Home","Loss","Vermont",4,"Hockey East"
682,"20152016","Vermont",4,"Hockey East","Away","Win","Connecticut",2,"Hockey East"
683,"20152016","Massachusetts",0,"Hockey East","Home","Loss","Boston College",8,"Hockey East"
683,"20152016","Boston College",8,"Hockey East","Away","Win","Massachusetts",0,"Hockey East"
684,"20152016","New Hampshire",1,"Hockey East","Home","Loss","Notre Dame",5,"Hockey East"
684,"20152016","Notre Dame",5,"Hockey East","Away","Win","New Hampshire",1,"Hockey East"
685,"20152016","Denver",3,"NCHC","Home","Win","Minnesota-Duluth",2,"NCHC"
685,"20152016","Minnesota-Duluth",2,"NCHC","Away","Loss","Denver",3,"NCHC"
686,"20152016","St. Cloud State",8,"NCHC","Home","Win","Western Michigan",2,"NCHC"
686,"20152016","Western Michigan",2,"NCHC","Away","Loss","St. Cloud State",8,"NCHC"
687,"20152016","North Dakota",5,"NCHC","Home","Tie","Colorado College",5,"NCHC"
687,"20152016","Colorado College",5,"NCHC","Away","Tie","North Dakota",5,"NCHC"
688,"20152016","Nebraska-Omaha",1,"NCHC","Home","Loss","Miami",3,"NCHC"
688,"20152016","Miami",3,"NCHC","Away","Win","Nebraska-Omaha",1,"NCHC"
689,"20152016","Bowling Green",6,"WCHA","Home","Win","Alaska-Anchorage",2,"WCHA"
689,"20152016","Alaska-Anchorage",2,"WCHA","Away","Loss","Bowling Green",6,"WCHA"
690,"20152016","Bemidji State",2,"WCHA","Home","Loss","Ferris State",3,"WCHA"
690,"20152016","Ferris State",3,"WCHA","Away","Win","Bemidji State",2,"WCHA"
691,"20152016","Minnesota State",8,"WCHA","Home","Win","Lake Superior",0,"WCHA"
691,"20152016","Lake Superior",0,"WCHA","Away","Loss","Minnesota State",8,"WCHA"
692,"20152016","Air Force",3,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
692,"20152016","Niagara",1,"Atlantic Hockey","Away","Loss","Air Force",3,"Atlantic Hockey"
693,"20152016","American International",5,"Atlantic Hockey","Home","Tie","Bentley",5,"Atlantic Hockey"
693,"20152016","Bentley",5,"Atlantic Hockey","Away","Tie","American International",5,"Atlantic Hockey"
694,"20152016","Holy Cross",1,"Atlantic Hockey","Home","Loss","Canisius",2,"Atlantic Hockey"
694,"20152016","Canisius",2,"Atlantic Hockey","Away","Win","Holy Cross",1,"Atlantic Hockey"
695,"20152016","Robert Morris",6,"Atlantic Hockey","Home","Win","Mercyhurst",1,"Atlantic Hockey"
695,"20152016","Mercyhurst",1,"Atlantic Hockey","Away","Loss","Robert Morris",6,"Atlantic Hockey"
696,"20152016","Ohio State",5,"Big Ten","Home","Win","Penn State",1,"Big Ten"
696,"20152016","Penn State",1,"Big Ten","Away","Loss","Ohio State",5,"Big Ten"
697,"20152016","Wisconsin",2,"Big Ten","Home","Loss","Minnesota",9,"Big Ten"
697,"20152016","Minnesota",9,"Big Ten","Away","Win","Wisconsin",2,"Big Ten"
698,"20152016","Clarkson",5,"ECAC","Home","Win","Brown",0,"ECAC"
698,"20152016","Brown",0,"ECAC","Away","Loss","Clarkson",5,"ECAC"
699,"20152016","Colgate",2,"ECAC","Home","Loss","Dartmouth",3,"ECAC"
699,"20152016","Dartmouth",3,"ECAC","Away","Win","Colgate",2,"ECAC"
700,"20152016","Cornell",2,"ECAC","Home","Loss","Harvard",6,"ECAC"
700,"20152016","Harvard",6,"ECAC","Away","Win","Cornell",2,"ECAC"
701,"20152016","St. Lawrence",2,"ECAC","Home","Loss","Yale",3,"ECAC"
701,"20152016","Yale",3,"ECAC","Away","Win","St. Lawrence",2,"ECAC"
702,"20152016","Boston College",3,"Hockey East","Home","Tie","Connecticut",3,"Hockey East"
702,"20152016","Connecticut",3,"Hockey East","Away","Tie","Boston College",3,"Hockey East"
703,"20152016","Boston University",6,"Hockey East","Home","Win","Maine",1,"Hockey East"
703,"20152016","Maine",1,"Hockey East","Away","Loss","Boston University",6,"Hockey East"
704,"20152016","Northeastern",4,"Hockey East","Home","Win","Merrimack",1,"Hockey East"
704,"20152016","Merrimack",1,"Hockey East","Away","Loss","Northeastern",4,"Hockey East"
705,"20152016","Massachusetts",4,"Hockey East","Home","Loss","Vermont",6,"Hockey East"
705,"20152016","Vermont",6,"Hockey East","Away","Win","Massachusetts",4,"Hockey East"
706,"20152016","Massachusetts-Lowell",3,"Hockey East","Home","Win","Providence",1,"Hockey East"
706,"20152016","Providence",1,"Hockey East","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
707,"20152016","New Hampshire",2,"Hockey East","Home","Loss","Notre Dame",3,"Hockey East"
707,"20152016","Notre Dame",3,"Hockey East","Away","Win","New Hampshire",2,"Hockey East"
708,"20152016","Denver",2,"NCHC","Home","Win","Minnesota-Duluth",1,"NCHC"
708,"20152016","Minnesota-Duluth",1,"NCHC","Away","Loss","Denver",2,"NCHC"
709,"20152016","St. Cloud State",7,"NCHC","Home","Win","Western Michigan",3,"NCHC"
709,"20152016","Western Michigan",3,"NCHC","Away","Loss","St. Cloud State",7,"NCHC"
710,"20152016","North Dakota",5,"NCHC","Home","Win","Colorado College",1,"NCHC"
710,"20152016","Colorado College",1,"NCHC","Away","Loss","North Dakota",5,"NCHC"
711,"20152016","Nebraska-Omaha",3,"NCHC","Home","Loss","Miami",7,"NCHC"
711,"20152016","Miami",7,"NCHC","Away","Win","Nebraska-Omaha",3,"NCHC"
712,"20152016","Bemidji State",1,"WCHA","Home","Tie","Ferris State",1,"WCHA"
712,"20152016","Ferris State",1,"WCHA","Away","Tie","Bemidji State",1,"WCHA"
713,"20152016","Minnesota State",5,"WCHA","Home","Win","Lake Superior",1,"WCHA"
713,"20152016","Lake Superior",1,"WCHA","Away","Loss","Minnesota State",5,"WCHA"
714,"20152016","Rensselaer",5,"ECAC","Neutral","Win","Union",2,"ECAC"
714,"20152016","Union",2,"ECAC","Neutral","Loss","Rensselaer",5,"ECAC"
