"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
52,"20152016","Denver",4,"NCHC","Home","Win","Michigan State",2,"Big Ten"
52,"20152016","Michigan State",2,"Big Ten","Away","Loss","Denver",4,"NCHC"
53,"20152016","Merrimack",7,"Hockey East","Home","Win","Clarkson",1,"ECAC"
53,"20152016","Clarkson",1,"ECAC","Away","Loss","Merrimack",7,"Hockey East"
54,"20152016","Northern Michigan",6,"WCHA","Home","Win","Lake Superior",3,"WCHA"
54,"20152016","Lake Superior",3,"WCHA","Away","Loss","Northern Michigan",6,"WCHA"
55,"20152016","Northeastern",2,"Hockey East","Home","Loss","Bentley",3,"Atlantic Hockey"
55,"20152016","Bentley",3,"Atlantic Hockey","Away","Win","Northeastern",2,"Hockey East"
56,"20152016","Ohio State",2,"Big Ten","Home","Loss","Miami",3,"NCHC"
56,"20152016","Miami",3,"NCHC","Away","Win","Ohio State",2,"Big Ten"
57,"20152016","Providence",4,"Hockey East","Home","Win","Holy Cross",1,"Atlantic Hockey"
57,"20152016","Holy Cross",1,"Atlantic Hockey","Away","Loss","Providence",4,"Hockey East"
58,"20152016","Penn State",4,"Big Ten","Home","Loss","Notre Dame",7,"Hockey East"
58,"20152016","Notre Dame",7,"Hockey East","Away","Win","Penn State",4,"Big Ten"
59,"20152016","St. Cloud State",4,"NCHC","Home","Win","Minnesota State",0,"WCHA"
59,"20152016","Minnesota State",0,"WCHA","Away","Loss","St. Cloud State",4,"NCHC"
60,"20152016","Union",1,"ECAC","Home","Tie","Maine",1,"Hockey East"
60,"20152016","Maine",1,"Hockey East","Away","Tie","Union",1,"ECAC"
61,"20152016","Connecticut",5,"Hockey East","Home","Win","Arizona State",1,"Independent"
61,"20152016","Arizona State",1,"Independent","Away","Loss","Connecticut",5,"Hockey East"
62,"20152016","Michigan",6,"Big Ten","Home","Win","Mercyhurst",4,"Atlantic Hockey"
62,"20152016","Mercyhurst",4,"Atlantic Hockey","Away","Loss","Michigan",6,"Big Ten"
63,"20152016","Massachusetts",5,"Hockey East","Home","Win","Sacred Heart",2,"Atlantic Hockey"
63,"20152016","Sacred Heart",2,"Atlantic Hockey","Away","Loss","Massachusetts",5,"Hockey East"
64,"20152016","Massachusetts-Lowell",3,"Hockey East","Home","Win","Colorado College",2,"NCHC"
64,"20152016","Colorado College",2,"NCHC","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
65,"20152016","Minnesota",1,"Big Ten","Home","Loss","Minnesota-Duluth",3,"NCHC"
65,"20152016","Minnesota-Duluth",3,"NCHC","Away","Win","Minnesota",1,"Big Ten"
66,"20152016","New Hampshire",2,"Hockey East","Home","Loss","St. Lawrence",3,"ECAC"
66,"20152016","St. Lawrence",3,"ECAC","Away","Win","New Hampshire",2,"Hockey East"
67,"20152016","Vermont",3,"Hockey East","Home","Loss","Nebraska-Omaha",4,"NCHC"
67,"20152016","Nebraska-Omaha",4,"NCHC","Away","Win","Vermont",3,"Hockey East"
68,"20152016","Alaska-Anchorage",4,"WCHA","Neutral","Win","Rensselaer",3,"ECAC"
68,"20152016","Rensselaer",3,"ECAC","Neutral","Loss","Alaska-Anchorage",4,"WCHA"
69,"20152016","Alaska",7,"WCHA","Home","Win","American International",2,"Atlantic Hockey"
69,"20152016","American International",2,"Atlantic Hockey","Away","Loss","Alaska",7,"WCHA"
70,"20152016","Robert Morris",3,"Atlantic Hockey","Home","Tie","Air Force",3,"Atlantic Hockey"
70,"20152016","Air Force",3,"Atlantic Hockey","Away","Tie","Robert Morris",3,"Atlantic Hockey"
71,"20152016","Ferris State",3,"WCHA","Home","Win","Michigan Tech",2,"WCHA"
71,"20152016","Michigan Tech",2,"WCHA","Away","Loss","Ferris State",3,"WCHA"
72,"20152016","Bentley",4,"Atlantic Hockey","Home","Win","Northeastern",1,"Hockey East"
72,"20152016","Northeastern",1,"Hockey East","Away","Loss","Bentley",4,"Atlantic Hockey"
73,"20152016","Boston University",4,"Hockey East","Home","Win","Wisconsin",1,"Big Ten"
73,"20152016","Wisconsin",1,"Big Ten","Away","Loss","Boston University",4,"Hockey East"
74,"20152016","Denver",3,"NCHC","Home","Win","Michigan State",0,"Big Ten"
74,"20152016","Michigan State",0,"Big Ten","Away","Loss","Denver",3,"NCHC"
75,"20152016","Lake Superior",4,"WCHA","Home","Win","Northern Michigan",0,"WCHA"
75,"20152016","Northern Michigan",0,"WCHA","Away","Loss","Lake Superior",4,"WCHA"
76,"20152016","Merrimack",3,"Hockey East","Home","Win","St. Lawrence",1,"ECAC"
76,"20152016","St. Lawrence",1,"ECAC","Away","Loss","Merrimack",3,"Hockey East"
77,"20152016","Miami",3,"NCHC","Home","Win","Ohio State",1,"Big Ten"
77,"20152016","Ohio State",1,"Big Ten","Away","Loss","Miami",3,"NCHC"
78,"20152016","Penn State",5,"Big Ten","Home","Win","Notre Dame",3,"Hockey East"
78,"20152016","Notre Dame",3,"Hockey East","Away","Loss","Penn State",5,"Big Ten"
79,"20152016","RIT",2,"Atlantic Hockey","Home","Tie","Bowling Green",2,"WCHA"
79,"20152016","Bowling Green",2,"WCHA","Away","Tie","RIT",2,"Atlantic Hockey"
80,"20152016","St. Cloud State",3,"NCHC","Home","Win","Minnesota State",0,"WCHA"
80,"20152016","Minnesota State",0,"WCHA","Away","Loss","St. Cloud State",3,"NCHC"
81,"20152016","Sacred Heart",3,"Atlantic Hockey","Home","Win","Arizona State",0,"Independent"
81,"20152016","Arizona State",0,"Independent","Away","Loss","Sacred Heart",3,"Atlantic Hockey"
82,"20152016","Union",2,"ECAC","Home","Win","Maine",0,"Hockey East"
82,"20152016","Maine",0,"Hockey East","Away","Loss","Union",2,"ECAC"
83,"20152016","Minnesota-Duluth",3,"NCHC","Home","Win","Minnesota",0,"Big Ten"
83,"20152016","Minnesota",0,"Big Ten","Away","Loss","Minnesota-Duluth",3,"NCHC"
84,"20152016","Massachusetts-Lowell",2,"Hockey East","Home","Win","Colorado College",1,"NCHC"
84,"20152016","Colorado College",1,"NCHC","Away","Loss","Massachusetts-Lowell",2,"Hockey East"
85,"20152016","North Dakota",5,"NCHC","Home","Win","Bemidji State",2,"WCHA"
85,"20152016","Bemidji State",2,"WCHA","Away","Loss","North Dakota",5,"NCHC"
86,"20152016","New Hampshire",3,"Hockey East","Home","Loss","Clarkson",4,"ECAC"
86,"20152016","Clarkson",4,"ECAC","Away","Win","New Hampshire",3,"Hockey East"
87,"20152016","Vermont",1,"Hockey East","Home","Loss","Nebraska-Omaha",3,"NCHC"
87,"20152016","Nebraska-Omaha",3,"NCHC","Away","Win","Vermont",1,"Hockey East"
88,"20152016","Alaska-Anchorage",6,"WCHA","Neutral","Win","American International",2,"Atlantic Hockey"
88,"20152016","American International",2,"Atlantic Hockey","Neutral","Loss","Alaska-Anchorage",6,"WCHA"
89,"20152016","Alaska",4,"WCHA","Home","Win","Rensselaer",2,"ECAC"
89,"20152016","Rensselaer",2,"ECAC","Away","Loss","Alaska",4,"WCHA"
90,"20152016","Michigan",3,"Big Ten","Home","Win","Mercyhurst",2,"Atlantic Hockey"
90,"20152016","Mercyhurst",2,"Atlantic Hockey","Away","Loss","Michigan",3,"Big Ten"
91,"20152016","Quinnipiac",4,"ECAC","Home","Win","Maine",0,"Hockey East"
91,"20152016","Maine",0,"Hockey East","Away","Loss","Quinnipiac",4,"ECAC"
92,"20152016","Michigan State",2,"Big Ten","Home","Loss","Lake Superior",4,"WCHA"
92,"20152016","Lake Superior",4,"WCHA","Away","Win","Michigan State",2,"Big Ten"
93,"20152016","Canisius",4,"Atlantic Hockey","Home","Win","Holy Cross",3,"Atlantic Hockey"
93,"20152016","Holy Cross",3,"Atlantic Hockey","Away","Loss","Canisius",4,"Atlantic Hockey"
94,"20152016","Mercyhurst",4,"Atlantic Hockey","Home","Win","Army",2,"Atlantic Hockey"
94,"20152016","Army",2,"Atlantic Hockey","Away","Loss","Mercyhurst",4,"Atlantic Hockey"
95,"20152016","Niagara",3,"Atlantic Hockey","Home","Tie","Robert Morris",3,"Atlantic Hockey"
95,"20152016","Robert Morris",3,"Atlantic Hockey","Away","Tie","Niagara",3,"Atlantic Hockey"
96,"20152016","Merrimack",1,"Hockey East","Home","Tie","Massachusetts-Lowell",1,"Hockey East"
96,"20152016","Massachusetts-Lowell",1,"Hockey East","Away","Tie","Merrimack",1,"Hockey East"
97,"20152016","Massachusetts",6,"Hockey East","Home","Tie","New Hampshire",6,"Hockey East"
97,"20152016","New Hampshire",6,"Hockey East","Away","Tie","Massachusetts",6,"Hockey East"
98,"20152016","Bemidji State",2,"WCHA","Home","Loss","Minnesota State",3,"WCHA"
98,"20152016","Minnesota State",3,"WCHA","Away","Win","Bemidji State",2,"WCHA"
99,"20152016","Northern Michigan",4,"WCHA","Home","Win","Michigan Tech",1,"WCHA"
99,"20152016","Michigan Tech",1,"WCHA","Away","Loss","Northern Michigan",4,"WCHA"
100,"20152016","Alabama-Huntsville",3,"WCHA","Home","Tie","Alaska-Anchorage",3,"WCHA"
100,"20152016","Alaska-Anchorage",3,"WCHA","Away","Tie","Alabama-Huntsville",3,"WCHA"
101,"20152016","Colorado College",0,"NCHC","Home","Loss","Boston College",3,"Hockey East"
101,"20152016","Boston College",3,"Hockey East","Away","Win","Colorado College",0,"NCHC"
102,"20152016","Clarkson",4,"ECAC","Home","Win","Western Michigan",2,"NCHC"
102,"20152016","Western Michigan",2,"NCHC","Away","Loss","Clarkson",4,"ECAC"
103,"20152016","Colgate",5,"ECAC","Home","Win","RIT",2,"Atlantic Hockey"
103,"20152016","RIT",2,"Atlantic Hockey","Away","Loss","Colgate",5,"ECAC"
104,"20152016","Ferris State",5,"WCHA","Home","Tie","Wisconsin",5,"Big Ten"
104,"20152016","Wisconsin",5,"Big Ten","Away","Tie","Ferris State",5,"WCHA"
105,"20152016","Michigan State",2,"Big Ten","Home","Win","Lake Superior",0,"WCHA"
105,"20152016","Lake Superior",0,"WCHA","Away","Loss","Michigan State",2,"Big Ten"
106,"20152016","Notre Dame",3,"Hockey East","Home","Tie","Minnesota-Duluth",3,"NCHC"
106,"20152016","Minnesota-Duluth",3,"NCHC","Away","Tie","Notre Dame",3,"Hockey East"
107,"20152016","Providence",2,"Hockey East","Home","Win","Ohio State",1,"Big Ten"
107,"20152016","Ohio State",1,"Big Ten","Away","Loss","Providence",2,"Hockey East"
108,"20152016","Penn State",8,"Big Ten","Home","Win","American International",3,"Atlantic Hockey"
108,"20152016","American International",3,"Atlantic Hockey","Away","Loss","Penn State",8,"Big Ten"
109,"20152016","Quinnipiac",5,"ECAC","Home","Win","St. Cloud State",2,"NCHC"
109,"20152016","St. Cloud State",2,"NCHC","Away","Loss","Quinnipiac",5,"ECAC"
110,"20152016","St. Lawrence",0,"ECAC","Home","Loss","Miami",1,"NCHC"
110,"20152016","Miami",1,"NCHC","Away","Win","St. Lawrence",0,"ECAC"
111,"20152016","Union",5,"ECAC","Home","Tie","Michigan",5,"Big Ten"
111,"20152016","Michigan",5,"Big Ten","Away","Tie","Union",5,"ECAC"
112,"20152016","Minnesota",4,"Big Ten","Home","Win","Northeastern",0,"Hockey East"
112,"20152016","Northeastern",0,"Hockey East","Away","Loss","Minnesota",4,"Big Ten"
113,"20152016","Nebraska-Omaha",4,"NCHC","Home","Win","Air Force",2,"Atlantic Hockey"
113,"20152016","Air Force",2,"Atlantic Hockey","Away","Loss","Nebraska-Omaha",4,"NCHC"
114,"20152016","Vermont",0,"Hockey East","Home","Loss","North Dakota",2,"NCHC"
114,"20152016","North Dakota",2,"NCHC","Away","Win","Vermont",0,"Hockey East"
115,"20152016","Canisius",1,"Atlantic Hockey","Home","Loss","Holy Cross",4,"Atlantic Hockey"
115,"20152016","Holy Cross",4,"Atlantic Hockey","Away","Win","Canisius",1,"Atlantic Hockey"
116,"20152016","Mercyhurst",5,"Atlantic Hockey","Home","Win","Army",2,"Atlantic Hockey"
116,"20152016","Army",2,"Atlantic Hockey","Away","Loss","Mercyhurst",5,"Atlantic Hockey"
117,"20152016","Niagara",2,"Atlantic Hockey","Home","Loss","Robert Morris",8,"Atlantic Hockey"
117,"20152016","Robert Morris",8,"Atlantic Hockey","Away","Win","Niagara",2,"Atlantic Hockey"
118,"20152016","Boston University",4,"Hockey East","Home","Win","Connecticut",2,"Hockey East"
118,"20152016","Connecticut",2,"Hockey East","Away","Loss","Boston University",4,"Hockey East"
119,"20152016","Massachusetts-Lowell",1,"Hockey East","Home","Tie","Merrimack",1,"Hockey East"
119,"20152016","Merrimack",1,"Hockey East","Away","Tie","Massachusetts-Lowell",1,"Hockey East"
120,"20152016","Bemidji State",2,"WCHA","Home","Loss","Minnesota State",3,"WCHA"
120,"20152016","Minnesota State",3,"WCHA","Away","Win","Bemidji State",2,"WCHA"
121,"20152016","Michigan Tech",3,"WCHA","Home","Win","Northern Michigan",1,"WCHA"
121,"20152016","Northern Michigan",1,"WCHA","Away","Loss","Michigan Tech",3,"WCHA"
122,"20152016","Alabama-Huntsville",2,"WCHA","Home","Loss","Alaska-Anchorage",3,"WCHA"
122,"20152016","Alaska-Anchorage",3,"WCHA","Away","Win","Alabama-Huntsville",2,"WCHA"
123,"20152016","Colorado College",0,"NCHC","Home","Loss","Boston College",5,"Hockey East"
123,"20152016","Boston College",5,"Hockey East","Away","Win","Colorado College",0,"NCHC"
124,"20152016","Clarkson",6,"ECAC","Home","Win","Western Michigan",2,"NCHC"
124,"20152016","Western Michigan",2,"NCHC","Away","Loss","Clarkson",6,"ECAC"
125,"20152016","Ferris State",2,"WCHA","Home","Win","Wisconsin",1,"Big Ten"
125,"20152016","Wisconsin",1,"Big Ten","Away","Loss","Ferris State",2,"WCHA"
126,"20152016","Notre Dame",3,"Hockey East","Home","Tie","Minnesota-Duluth",3,"NCHC"
126,"20152016","Minnesota-Duluth",3,"NCHC","Away","Tie","Notre Dame",3,"Hockey East"
127,"20152016","Providence",6,"Hockey East","Home","Win","Ohio State",4,"Big Ten"
127,"20152016","Ohio State",4,"Big Ten","Away","Loss","Providence",6,"Hockey East"
128,"20152016","Penn State",5,"Big Ten","Home","Win","American International",3,"Atlantic Hockey"
128,"20152016","American International",3,"Atlantic Hockey","Away","Loss","Penn State",5,"Big Ten"
129,"20152016","Quinnipiac",4,"ECAC","Home","Win","St. Cloud State",1,"NCHC"
129,"20152016","St. Cloud State",1,"NCHC","Away","Loss","Quinnipiac",4,"ECAC"
130,"20152016","RIT",3,"Atlantic Hockey","Home","Loss","Colgate",4,"ECAC"
130,"20152016","Colgate",4,"ECAC","Away","Win","RIT",3,"Atlantic Hockey"
131,"20152016","Rensselaer",2,"ECAC","Home","Loss","Michigan",5,"Big Ten"
131,"20152016","Michigan",5,"Big Ten","Away","Win","Rensselaer",2,"ECAC"
132,"20152016","St. Lawrence",5,"ECAC","Home","Win","Miami",3,"NCHC"
132,"20152016","Miami",3,"NCHC","Away","Loss","St. Lawrence",5,"ECAC"
133,"20152016","Union",2,"ECAC","Home","Loss","New Hampshire",5,"Hockey East"
133,"20152016","New Hampshire",5,"Hockey East","Away","Win","Union",2,"ECAC"
134,"20152016","Minnesota",4,"Big Ten","Home","Win","Northeastern",3,"Hockey East"
134,"20152016","Northeastern",3,"Hockey East","Away","Loss","Minnesota",4,"Big Ten"
135,"20152016","Nebraska-Omaha",4,"NCHC","Home","Win","Air Force",1,"Atlantic Hockey"
135,"20152016","Air Force",1,"Atlantic Hockey","Away","Loss","Nebraska-Omaha",4,"NCHC"
136,"20152016","Vermont",2,"Hockey East","Home","Loss","North Dakota",5,"NCHC"
136,"20152016","North Dakota",5,"NCHC","Away","Win","Vermont",2,"Hockey East"
137,"20152016","American International",1,"Atlantic Hockey","Home","Loss","Sacred Heart",4,"Atlantic Hockey"
137,"20152016","Sacred Heart",4,"Atlantic Hockey","Away","Win","American International",1,"Atlantic Hockey"
138,"20152016","Connecticut",5,"Hockey East","Home","Win","Boston University",2,"Hockey East"
138,"20152016","Boston University",2,"Hockey East","Away","Loss","Connecticut",5,"Hockey East"
139,"20152016","Northeastern",2,"Hockey East","Home","Loss","Vermont",3,"Hockey East"
139,"20152016","Vermont",3,"Hockey East","Away","Win","Northeastern",2,"Hockey East"
140,"20152016","Penn State",2,"Big Ten","Home","Tie","St. Lawrence",2,"ECAC"
140,"20152016","St. Lawrence",2,"ECAC","Away","Tie","Penn State",2,"Big Ten"
141,"20152016","American International",2,"Atlantic Hockey","Home","Loss","RIT",4,"Atlantic Hockey"
141,"20152016","RIT",4,"Atlantic Hockey","Away","Win","American International",2,"Atlantic Hockey"
142,"20152016","Sacred Heart",0,"Atlantic Hockey","Home","Loss","Canisius",3,"Atlantic Hockey"
142,"20152016","Canisius",3,"Atlantic Hockey","Away","Win","Sacred Heart",0,"Atlantic Hockey"
143,"20152016","Union",1,"ECAC","Home","Loss","Rensselaer",5,"ECAC"
143,"20152016","Rensselaer",5,"ECAC","Away","Win","Union",1,"ECAC"
144,"20152016","Merrimack",4,"Hockey East","Home","Win","Boston University",3,"Hockey East"
144,"20152016","Boston University",3,"Hockey East","Away","Loss","Merrimack",4,"Hockey East"
145,"20152016","Colorado College",2,"NCHC","Home","Loss","North Dakota",5,"NCHC"
145,"20152016","North Dakota",5,"NCHC","Away","Win","Colorado College",2,"NCHC"
146,"20152016","St. Cloud State",3,"NCHC","Home","Win","Miami",0,"NCHC"
146,"20152016","Miami",0,"NCHC","Away","Loss","St. Cloud State",3,"NCHC"
147,"20152016","Western Michigan",4,"NCHC","Home","Win","Nebraska-Omaha",2,"NCHC"
147,"20152016","Nebraska-Omaha",2,"NCHC","Away","Loss","Western Michigan",4,"NCHC"
148,"20152016","Lake Superior",4,"WCHA","Home","Loss","Alabama-Huntsville",5,"WCHA"
148,"20152016","Alabama-Huntsville",5,"WCHA","Away","Win","Lake Superior",4,"WCHA"
149,"20152016","Minnesota State",5,"WCHA","Home","Win","Alaska",2,"WCHA"
149,"20152016","Alaska",2,"WCHA","Away","Loss","Minnesota State",5,"WCHA"
150,"20152016","Michigan Tech",5,"WCHA","Home","Win","Ferris State",4,"WCHA"
150,"20152016","Ferris State",4,"WCHA","Away","Loss","Michigan Tech",5,"WCHA"
151,"20152016","Northern Michigan",0,"WCHA","Home","Tie","Bemidji State",0,"WCHA"
