"Game","Season","Team","Goals","Conference","Status","Win","Opponent","OpponentGoals","OpponentConference"
948,"20162017","Union",4,"ECAC","Away","Win","Colgate",3,"ECAC"
949,"20162017","Cornell",2,"ECAC","Home","Win","Rensselaer",0,"ECAC"
949,"20162017","Rensselaer",0,"ECAC","Away","Loss","Cornell",2,"ECAC"
950,"20162017","Dartmouth",4,"ECAC","Home","Loss","St. Lawrence",5,"ECAC"
950,"20162017","St. Lawrence",5,"ECAC","Away","Win","Dartmouth",4,"ECAC"
951,"20162017","Harvard",4,"ECAC","Home","Win","Clarkson",1,"ECAC"
951,"20162017","Clarkson",1,"ECAC","Away","Loss","Harvard",4,"ECAC"
952,"20162017","Princeton",7,"ECAC","Home","Win","Brown",2,"ECAC"
952,"20162017","Brown",2,"ECAC","Away","Loss","Princeton",7,"ECAC"
953,"20162017","Quinnipiac",3,"ECAC","Home","Win","Yale",2,"ECAC"
953,"20162017","Yale",2,"ECAC","Away","Loss","Quinnipiac",3,"ECAC"
954,"20162017","Boston University",1,"Hockey East","Home","Loss","Notre Dame",3,"Hockey East"
954,"20162017","Notre Dame",3,"Hockey East","Away","Win","Boston University",1,"Hockey East"
955,"20162017","Maine",4,"Hockey East","Home","Loss","Northeastern",5,"Hockey East"
955,"20162017","Northeastern",5,"Hockey East","Away","Win","Maine",4,"Hockey East"
956,"20162017","Massachusetts",2,"Hockey East","Home","Loss","Providence",6,"Hockey East"
956,"20162017","Providence",6,"Hockey East","Away","Win","Massachusetts",2,"Hockey East"
957,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Win","Boston College",1,"Hockey East"
957,"20162017","Boston College",1,"Hockey East","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
958,"20162017","New Hampshire",3,"Hockey East","Home","Loss","Connecticut",5,"Hockey East"
958,"20162017","Connecticut",5,"Hockey East","Away","Win","New Hampshire",3,"Hockey East"
959,"20162017","Vermont",3,"Hockey East","Home","Win","Merrimack",1,"Hockey East"
959,"20162017","Merrimack",1,"Hockey East","Away","Loss","Vermont",3,"Hockey East"
960,"20162017","Colorado College",3,"NCHC","Home","Tie","Western Michigan",3,"NCHC"
960,"20162017","Western Michigan",3,"NCHC","Away","Tie","Colorado College",3,"NCHC"
961,"20162017","Denver",4,"NCHC","Home","Win","St. Cloud State",3,"NCHC"
961,"20162017","St. Cloud State",3,"NCHC","Away","Loss","Denver",4,"NCHC"
962,"20162017","Minnesota-Duluth",3,"NCHC","Home","Tie","Miami",3,"NCHC"
962,"20162017","Miami",3,"NCHC","Away","Tie","Minnesota-Duluth",3,"NCHC"
963,"20162017","North Dakota",6,"NCHC","Home","Win","Nebraska-Omaha",4,"NCHC"
963,"20162017","Nebraska-Omaha",4,"NCHC","Away","Loss","North Dakota",6,"NCHC"
964,"20162017","Bowling Green",7,"WCHA","Home","Win","Alabama-Huntsville",0,"WCHA"
964,"20162017","Alabama-Huntsville",0,"WCHA","Away","Loss","Bowling Green",7,"WCHA"
965,"20162017","Bemidji State",2,"WCHA","Home","Win","Minnesota State",1,"WCHA"
965,"20162017","Minnesota State",1,"WCHA","Away","Loss","Bemidji State",2,"WCHA"
966,"20162017","Lake Superior",4,"WCHA","Home","Loss","Ferris State",6,"WCHA"
966,"20162017","Ferris State",6,"WCHA","Away","Win","Lake Superior",4,"WCHA"
967,"20162017","Northern Michigan",2,"WCHA","Home","Loss","Michigan Tech",3,"WCHA"
967,"20162017","Michigan Tech",3,"WCHA","Away","Win","Northern Michigan",2,"WCHA"
968,"20162017","Alaska-Anchorage",3,"WCHA","Home","Loss","Alaska",4,"WCHA"
968,"20162017","Alaska",4,"WCHA","Away","Win","Alaska-Anchorage",3,"WCHA"
969,"20162017","Air Force",2,"Atlantic Hockey","Home","Loss","Sacred Heart",3,"Atlantic Hockey"
969,"20162017","Sacred Heart",3,"Atlantic Hockey","Away","Win","Air Force",2,"Atlantic Hockey"
970,"20162017","Army",1,"Atlantic Hockey","Home","Loss","American International",2,"Atlantic Hockey"
970,"20162017","American International",2,"Atlantic Hockey","Away","Win","Army",1,"Atlantic Hockey"
971,"20162017","Bentley",2,"Atlantic Hockey","Home","Tie","Holy Cross",2,"Atlantic Hockey"
971,"20162017","Holy Cross",2,"Atlantic Hockey","Away","Tie","Bentley",2,"Atlantic Hockey"
972,"20162017","Mercyhurst",1,"Atlantic Hockey","Home","Loss","RIT",7,"Atlantic Hockey"
972,"20162017","RIT",7,"Atlantic Hockey","Away","Win","Mercyhurst",1,"Atlantic Hockey"
973,"20162017","Niagara",2,"Atlantic Hockey","Home","Loss","Robert Morris",6,"Atlantic Hockey"
973,"20162017","Robert Morris",6,"Atlantic Hockey","Away","Win","Niagara",2,"Atlantic Hockey"
974,"20162017","Michigan State",1,"Big Ten","Home","Loss","Penn State",4,"Big Ten"
974,"20162017","Penn State",4,"Big Ten","Away","Win","Michigan State",1,"Big Ten"
975,"20162017","Ohio State",0,"Big Ten","Home","Loss","Michigan",1,"Big Ten"
975,"20162017","Michigan",1,"Big Ten","Away","Win","Ohio State",0,"Big Ten"
976,"20162017","Minnesota",3,"Big Ten","Home","Win","Wisconsin",2,"Big Ten"
976,"20162017","Wisconsin",2,"Big Ten","Away","Loss","Minnesota",3,"Big Ten"
977,"20162017","Colgate",2,"ECAC","Home","Loss","Rensselaer",3,"ECAC"
977,"20162017","Rensselaer",3,"ECAC","Away","Win","Colgate",2,"ECAC"
978,"20162017","Cornell",3,"ECAC","Home","Tie","Union",3,"ECAC"
978,"20162017","Union",3,"ECAC","Away","Tie","Cornell",3,"ECAC"
979,"20162017","Dartmouth",4,"ECAC","Home","Loss","Clarkson",6,"ECAC"
979,"20162017","Clarkson",6,"ECAC","Away","Win","Dartmouth",4,"ECAC"
980,"20162017","Harvard",6,"ECAC","Home","Win","St. Lawrence",3,"ECAC"
980,"20162017","St. Lawrence",3,"ECAC","Away","Loss","Harvard",6,"ECAC"
981,"20162017","Princeton",4,"ECAC","Home","Win","Yale",1,"ECAC"
981,"20162017","Yale",1,"ECAC","Away","Loss","Princeton",4,"ECAC"
982,"20162017","Quinnipiac",4,"ECAC","Home","Win","Brown",1,"ECAC"
982,"20162017","Brown",1,"ECAC","Away","Loss","Quinnipiac",4,"ECAC"
983,"20162017","Boston University",4,"Hockey East","Home","Win","Notre Dame",1,"Hockey East"
983,"20162017","Notre Dame",1,"Hockey East","Away","Loss","Boston University",4,"Hockey East"
984,"20162017","Maine",5,"Hockey East","Home","Win","Northeastern",4,"Hockey East"
984,"20162017","Northeastern",4,"Hockey East","Away","Loss","Maine",5,"Hockey East"
985,"20162017","Providence",2,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
985,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Providence",2,"Hockey East"
986,"20162017","Connecticut",4,"Hockey East","Home","Win","New Hampshire",2,"Hockey East"
986,"20162017","New Hampshire",2,"Hockey East","Away","Loss","Connecticut",4,"Hockey East"
987,"20162017","Vermont",2,"Hockey East","Home","Loss","Merrimack",3,"Hockey East"
987,"20162017","Merrimack",3,"Hockey East","Away","Win","Vermont",2,"Hockey East"
988,"20162017","Colorado College",1,"NCHC","Home","Loss","Western Michigan",5,"NCHC"
988,"20162017","Western Michigan",5,"NCHC","Away","Win","Colorado College",1,"NCHC"
989,"20162017","Denver",7,"NCHC","Home","Win","St. Cloud State",2,"NCHC"
989,"20162017","St. Cloud State",2,"NCHC","Away","Loss","Denver",7,"NCHC"
990,"20162017","North Dakota",0,"NCHC","Home","Loss","Nebraska-Omaha",3,"NCHC"
990,"20162017","Nebraska-Omaha",3,"NCHC","Away","Win","North Dakota",0,"NCHC"
991,"20162017","Bowling Green",2,"WCHA","Home","Win","Alabama-Huntsville",0,"WCHA"
991,"20162017","Alabama-Huntsville",0,"WCHA","Away","Loss","Bowling Green",2,"WCHA"
992,"20162017","Bemidji State",1,"WCHA","Home","Loss","Minnesota State",2,"WCHA"
992,"20162017","Minnesota State",2,"WCHA","Away","Win","Bemidji State",1,"WCHA"
993,"20162017","Lake Superior",1,"WCHA","Home","Tie","Ferris State",1,"WCHA"
993,"20162017","Ferris State",1,"WCHA","Away","Tie","Lake Superior",1,"WCHA"
994,"20162017","Michigan Tech",3,"WCHA","Home","Loss","Northern Michigan",5,"WCHA"
994,"20162017","Northern Michigan",5,"WCHA","Away","Win","Michigan Tech",3,"WCHA"
995,"20162017","Alaska-Anchorage",1,"WCHA","Home","Loss","Alaska",2,"WCHA"
995,"20162017","Alaska",2,"WCHA","Away","Win","Alaska-Anchorage",1,"WCHA"
996,"20162017","Robert Morris",5,"Atlantic Hockey","Neutral","Win","Niagara",1,"Atlantic Hockey"
996,"20162017","Niagara",1,"Atlantic Hockey","Neutral","Loss","Robert Morris",5,"Atlantic Hockey"
997,"20162017","Bentley",1,"Atlantic Hockey","Home","Loss","Sacred Heart",4,"Atlantic Hockey"
997,"20162017","Sacred Heart",4,"Atlantic Hockey","Away","Win","Bentley",1,"Atlantic Hockey"
998,"20162017","Mercyhurst",4,"Atlantic Hockey","Home","Win","American International",3,"Atlantic Hockey"
998,"20162017","American International",3,"Atlantic Hockey","Away","Loss","Mercyhurst",4,"Atlantic Hockey"
999,"20162017","RIT",4,"Atlantic Hockey","Home","Loss","Niagara",5,"Atlantic Hockey"
999,"20162017","Niagara",5,"Atlantic Hockey","Away","Win","RIT",4,"Atlantic Hockey"
1000,"20162017","Ohio State",4,"Big Ten","Home","Loss","Michigan State",5,"Big Ten"
1000,"20162017","Michigan State",5,"Big Ten","Away","Win","Ohio State",4,"Big Ten"
1001,"20162017","Penn State",4,"Big Ten","Home","Loss","Wisconsin",7,"Big Ten"
1001,"20162017","Wisconsin",7,"Big Ten","Away","Win","Penn State",4,"Big Ten"
1002,"20162017","Michigan",5,"Big Ten","Home","Win","Minnesota",3,"Big Ten"
1002,"20162017","Minnesota",3,"Big Ten","Away","Loss","Michigan",5,"Big Ten"
1003,"20162017","Clarkson",7,"ECAC","Home","Win","Rensselaer",4,"ECAC"
1003,"20162017","Rensselaer",4,"ECAC","Away","Loss","Clarkson",7,"ECAC"
1004,"20162017","Princeton",2,"ECAC","Home","Loss","Colgate",3,"ECAC"
1004,"20162017","Colgate",3,"ECAC","Away","Win","Princeton",2,"ECAC"
1005,"20162017","Quinnipiac",6,"ECAC","Home","Win","Brown",1,"ECAC"
1005,"20162017","Brown",1,"ECAC","Away","Loss","Quinnipiac",6,"ECAC"
1006,"20162017","Yale",6,"ECAC","Home","Win","Dartmouth",1,"ECAC"
1006,"20162017","Dartmouth",1,"ECAC","Away","Loss","Yale",6,"ECAC"
1007,"20162017","Merrimack",4,"Hockey East","Home","Win","New Hampshire",0,"Hockey East"
1007,"20162017","New Hampshire",0,"Hockey East","Away","Loss","Merrimack",4,"Hockey East"
1008,"20162017","Northeastern",3,"Hockey East","Home","Win","Connecticut",1,"Hockey East"
1008,"20162017","Connecticut",1,"Hockey East","Away","Loss","Northeastern",3,"Hockey East"
1009,"20162017","Providence",3,"Hockey East","Home","Win","Massachusetts",0,"Hockey East"
1009,"20162017","Massachusetts",0,"Hockey East","Away","Loss","Providence",3,"Hockey East"
1010,"20162017","Vermont",5,"Hockey East","Home","Win","Maine",0,"Hockey East"
1010,"20162017","Maine",0,"Hockey East","Away","Loss","Vermont",5,"Hockey East"
1011,"20162017","Miami",2,"NCHC","Home","Loss","North Dakota",3,"NCHC"
1011,"20162017","North Dakota",3,"NCHC","Away","Win","Miami",2,"NCHC"
1012,"20162017","St. Cloud State",5,"NCHC","Home","Win","Colorado College",2,"NCHC"
1012,"20162017","Colorado College",2,"NCHC","Away","Loss","St. Cloud State",5,"NCHC"
1013,"20162017","Nebraska-Omaha",2,"NCHC","Home","Loss","Denver",4,"NCHC"
1013,"20162017","Denver",4,"NCHC","Away","Win","Nebraska-Omaha",2,"NCHC"
1014,"20162017","Western Michigan",7,"NCHC","Home","Win","Minnesota-Duluth",4,"NCHC"
1014,"20162017","Minnesota-Duluth",4,"NCHC","Away","Loss","Western Michigan",7,"NCHC"
1015,"20162017","Bowling Green",6,"WCHA","Home","Win","Ferris State",1,"WCHA"
1015,"20162017","Ferris State",1,"WCHA","Away","Loss","Bowling Green",6,"WCHA"
1016,"20162017","Bemidji State",3,"WCHA","Home","Win","Northern Michigan",0,"WCHA"
1016,"20162017","Northern Michigan",0,"WCHA","Away","Loss","Bemidji State",3,"WCHA"
1017,"20162017","Minnesota State",3,"WCHA","Home","Win","Alaska",0,"WCHA"
1017,"20162017","Alaska",0,"WCHA","Away","Loss","Minnesota State",3,"WCHA"
1018,"20162017","Michigan Tech",6,"WCHA","Home","Win","Lake Superior",4,"WCHA"
1018,"20162017","Lake Superior",4,"WCHA","Away","Loss","Michigan Tech",6,"WCHA"
1019,"20162017","Bentley",5,"Atlantic Hockey","Home","Win","Sacred Heart",2,"Atlantic Hockey"
1019,"20162017","Sacred Heart",2,"Atlantic Hockey","Away","Loss","Bentley",5,"Atlantic Hockey"
1020,"20162017","Mercyhurst",5,"Atlantic Hockey","Home","Win","American International",0,"Atlantic Hockey"
1020,"20162017","American International",0,"Atlantic Hockey","Away","Loss","Mercyhurst",5,"Atlantic Hockey"
1021,"20162017","RIT",5,"Atlantic Hockey","Home","Win","Niagara",0,"Atlantic Hockey"
1021,"20162017","Niagara",0,"Atlantic Hockey","Away","Loss","RIT",5,"Atlantic Hockey"
1022,"20162017","Ohio State",5,"Big Ten","Home","Win","Michigan State",3,"Big Ten"
1022,"20162017","Michigan State",3,"Big Ten","Away","Loss","Ohio State",5,"Big Ten"
1023,"20162017","Penn State",6,"Big Ten","Home","Win","Wisconsin",0,"Big Ten"
1023,"20162017","Wisconsin",0,"Big Ten","Away","Loss","Penn State",6,"Big Ten"
1024,"20162017","Michigan",1,"Big Ten","Home","Loss","Minnesota",4,"Big Ten"
1024,"20162017","Minnesota",4,"Big Ten","Away","Win","Michigan",1,"Big Ten"
1025,"20162017","Clarkson",4,"ECAC","Home","Win","Rensselaer",2,"ECAC"
1025,"20162017","Rensselaer",2,"ECAC","Away","Loss","Clarkson",4,"ECAC"
1026,"20162017","Princeton",4,"ECAC","Home","Win","Colgate",3,"ECAC"
1026,"20162017","Colgate",3,"ECAC","Away","Loss","Princeton",4,"ECAC"
1027,"20162017","Quinnipiac",5,"ECAC","Home","Win","Brown",1,"ECAC"
1027,"20162017","Brown",1,"ECAC","Away","Loss","Quinnipiac",5,"ECAC"
1028,"20162017","Yale",3,"ECAC","Home","Win","Dartmouth",2,"ECAC"
1028,"20162017","Dartmouth",2,"ECAC","Away","Loss","Yale",3,"ECAC"
1029,"20162017","Merrimack",0,"Hockey East","Home","Loss","New Hampshire",4,"Hockey East"
1029,"20162017","New Hampshire",4,"Hockey East","Away","Win","Merrimack",0,"Hockey East"
1030,"20162017","Northeastern",6,"Hockey East","Home","Win","Connecticut",2,"Hockey East"
1030,"20162017","Connecticut",2,"Hockey East","Away","Loss","Northeastern",6,"Hockey East"
1031,"20162017","Providence",5,"Hockey East","Home","Win","Massachusetts",1,"Hockey East"
1031,"20162017","Massachusetts",1,"Hockey East","Away","Loss","Providence",5,"Hockey East"
1032,"20162017","Vermont",5,"Hockey East","Home","Win","Maine",1,"Hockey East"
1032,"20162017","Maine",1,"Hockey East","Away","Loss","Vermont",5,"Hockey East"
1033,"20162017","Miami",2,"NCHC","Home","Loss","North Dakota",5,"NCHC"
1033,"20162017","North Dakota",5,"NCHC","Away","Win","Miami",2,"NCHC"
1034,"20162017","St. Cloud State",1,"NCHC","Home","Loss","Colorado College",2,"NCHC"
1034,"20162017","Colorado College",2,"NCHC","Away","Win","St. Cloud State",1,"NCHC"
1035,"20162017","Nebraska-Omaha",0,"NCHC","Home","Loss","Denver",3,"NCHC"
1035,"20162017","Denver",3,"NCHC","Away","Win","Nebraska-Omaha",0,"NCHC"
1036,"20162017","Western Michigan",3,"NCHC","Home","Loss","Minnesota-Duluth",6,"NCHC"
1036,"20162017","Minnesota-Duluth",6,"NCHC","Away","Win","Western Michigan",3,"NCHC"
1037,"20162017","Bowling Green",5,"WCHA","Home","Win","Ferris State",3,"WCHA"
1037,"20162017","Ferris State",3,"WCHA","Away","Loss","Bowling Green",5,"WCHA"
1038,"20162017","Bemidji State",2,"WCHA","Home","Loss","Northern Michigan",4,"WCHA"
1038,"20162017","Northern Michigan",4,"WCHA","Away","Win","Bemidji State",2,"WCHA"
1039,"20162017","Minnesota State",4,"WCHA","Home","Win","Alaska",1,"WCHA"
1039,"20162017","Alaska",1,"WCHA","Away","Loss","Minnesota State",4,"WCHA"
1040,"20162017","Michigan Tech",8,"WCHA","Home","Win","Lake Superior",0,"WCHA"
1040,"20162017","Lake Superior",0,"WCHA","Away","Loss","Michigan Tech",8,"WCHA"
1041,"20162017","Bentley",3,"Atlantic Hockey","Home","Win","Sacred Heart",2,"Atlantic Hockey"
1041,"20162017","Sacred Heart",2,"Atlantic Hockey","Away","Loss","Bentley",3,"Atlantic Hockey"
1042,"20162017","RIT",1,"Atlantic Hockey","Home","Loss","Niagara",4,"Atlantic Hockey"
1042,"20162017","Niagara",4,"Atlantic Hockey","Away","Win","RIT",1,"Atlantic Hockey"
1043,"20162017","Princeton",2,"ECAC","Home","Win","Colgate",1,"ECAC"
1043,"20162017","Colgate",1,"ECAC","Away","Loss","Princeton",2,"ECAC"
1044,"20162017","Merrimack",2,"Hockey East","Home","Loss","New Hampshire",5,"Hockey East"
1044,"20162017","New Hampshire",5,"Hockey East","Away","Win","Merrimack",2,"Hockey East"
1045,"20162017","Bemidji State",3,"WCHA","Home","Win","Northern Michigan",1,"WCHA"
1045,"20162017","Northern Michigan",1,"WCHA","Away","Loss","Bemidji State",3,"WCHA"
1046,"20162017","Air Force",4,"Atlantic Hockey","Home","Win","Bentley",0,"Atlantic Hockey"
1046,"20162017","Bentley",0,"Atlantic Hockey","Away","Loss","Air Force",4,"Atlantic Hockey"
1047,"20162017","Army",6,"Atlantic Hockey","Home","Win","Mercyhurst",4,"Atlantic Hockey"
1047,"20162017","Mercyhurst",4,"Atlantic Hockey","Away","Loss","Army",6,"Atlantic Hockey"
1048,"20162017","Canisius",3,"Atlantic Hockey","Home","Win","Niagara",0,"Atlantic Hockey"
1048,"20162017","Niagara",0,"Atlantic Hockey","Away","Loss","Canisius",3,"Atlantic Hockey"
1049,"20162017","Robert Morris",6,"Atlantic Hockey","Home","Win","Holy Cross",3,"Atlantic Hockey"
1049,"20162017","Holy Cross",3,"Atlantic Hockey","Away","Loss","Robert Morris",6,"Atlantic Hockey"
1050,"20162017","Michigan",3,"Big Ten","Home","Win","Penn State",2,"Big Ten"
1050,"20162017","Penn State",2,"Big Ten","Away","Loss","Michigan",3,"Big Ten"
1051,"20162017","Minnesota",4,"Big Ten","Home","Win","Michigan State",0,"Big Ten"
1051,"20162017","Michigan State",0,"Big Ten","Away","Loss","Minnesota",4,"Big Ten"
1052,"20162017","Wisconsin",1,"Big Ten","Home","Loss","Ohio State",5,"Big Ten"
1052,"20162017","Ohio State",5,"Big Ten","Away","Win","Wisconsin",1,"Big Ten"
1053,"20162017","Cornell",2,"ECAC","Home","Loss","Clarkson",6,"ECAC"
1053,"20162017","Clarkson",6,"ECAC","Away","Win","Cornell",2,"ECAC"
1054,"20162017","Harvard",6,"ECAC","Home","Win","Yale",4,"ECAC"
1054,"20162017","Yale",4,"ECAC","Away","Loss","Harvard",6,"ECAC"
1055,"20162017","St. Lawrence",2,"ECAC","Home","Win","Quinnipiac",0,"ECAC"
1055,"20162017","Quinnipiac",0,"ECAC","Away","Loss","St. Lawrence",2,"ECAC"
1056,"20162017","Union",4,"ECAC","Home","Win","Princeton",1,"ECAC"
1056,"20162017","Princeton",1,"ECAC","Away","Loss","Union",4,"ECAC"
1057,"20162017","Boston College",7,"Hockey East","Home","Win","Vermont",0,"Hockey East"
1057,"20162017","Vermont",0,"Hockey East","Away","Loss","Boston College",7,"Hockey East"
1058,"20162017","Boston University",3,"Hockey East","Home","Win","Northeastern",2,"Hockey East"
1058,"20162017","Northeastern",2,"Hockey East","Away","Loss","Boston University",3,"Hockey East"
1059,"20162017","Notre Dame",5,"Hockey East","Home","Win","Providence",0,"Hockey East"
1059,"20162017","Providence",0,"Hockey East","Away","Loss","Notre Dame",5,"Hockey East"
1060,"20162017","Massachusetts-Lowell",1,"Hockey East","Home","Loss","New Hampshire",3,"Hockey East"
1060,"20162017","New Hampshire",3,"Hockey East","Away","Win","Massachusetts-Lowell",1,"Hockey East"
1061,"20162017","Denver",4,"NCHC","Home","Win","Colorado College",1,"NCHC"
1061,"20162017","Colorado College",1,"NCHC","Away","Loss","Denver",4,"NCHC"
1062,"20162017","Minnesota-Duluth",5,"NCHC","Home","Win","Miami",4,"NCHC"
1062,"20162017","Miami",4,"NCHC","Away","Loss","Minnesota-Duluth",5,"NCHC"
1063,"20162017","North Dakota",5,"NCHC","Home","Win","St. Cloud State",2,"NCHC"
1063,"20162017","St. Cloud State",2,"NCHC","Away","Loss","North Dakota",5,"NCHC"
1064,"20162017","Western Michigan",1,"NCHC","Home","Loss","Nebraska-Omaha",2,"NCHC"
1064,"20162017","Nebraska-Omaha",2,"NCHC","Away","Win","Western Michigan",1,"NCHC"
1065,"20162017","Bemidji State",3,"WCHA","Home","Loss","Bowling Green",4,"WCHA"
1065,"20162017","Bowling Green",4,"WCHA","Away","Win","Bemidji State",3,"WCHA"
1066,"20162017","Michigan Tech",5,"WCHA","Home","Win","Minnesota State",1,"WCHA"
1066,"20162017","Minnesota State",1,"WCHA","Away","Loss","Michigan Tech",5,"WCHA"
1067,"20162017","Air Force",2,"Atlantic Hockey","Home","Win","Bentley",1,"Atlantic Hockey"
1067,"20162017","Bentley",1,"Atlantic Hockey","Away","Loss","Air Force",2,"Atlantic Hockey"
1068,"20162017","Army",2,"Atlantic Hockey","Home","Loss","Mercyhurst",3,"Atlantic Hockey"
1068,"20162017","Mercyhurst",3,"Atlantic Hockey","Away","Win","Army",2,"Atlantic Hockey"
1069,"20162017","Canisius",2,"Atlantic Hockey","Home","Win","Niagara",1,"Atlantic Hockey"
1069,"20162017","Niagara",1,"Atlantic Hockey","Away","Loss","Canisius",2,"Atlantic Hockey"
1070,"20162017","Robert Morris",3,"Atlantic Hockey","Home","Win","Holy Cross",2,"Atlantic Hockey"
1070,"20162017","Holy Cross",2,"Atlantic Hockey","Away","Loss","Robert Morris",3,"Atlantic Hockey"
1071,"20162017","Michigan",4,"Big Ten","Home","Win","Penn State",0,"Big Ten"
1071,"20162017","Penn State",0,"Big Ten","Away","Loss","Michigan",4,"Big Ten"
1072,"20162017","Minnesota",1,"Big Ten","Home","Tie","Michigan State",1,"Big Ten"
1072,"20162017","Michigan State",1,"Big Ten","Away","Tie","Minnesota",1,"Big Ten"
1073,"20162017","Wisconsin",1,"Big Ten","Home","Loss","Ohio State",3,"Big Ten"
1073,"20162017","Ohio State",3,"Big Ten","Away","Win","Wisconsin",1,"Big Ten"
1074,"20162017","Cornell",2,"ECAC","Home","Win","Clarkson",1,"ECAC"
1074,"20162017","Clarkson",1,"ECAC","Away","Loss","Cornell",2,"ECAC"
1075,"20162017","Harvard",4,"ECAC","Home","Win","Yale",3,"ECAC"
1075,"20162017","Yale",3,"ECAC","Away","Loss","Harvard",4,"ECAC"
1076,"20162017","St. Lawrence",2,"ECAC","Home","Loss","Quinnipiac",3,"ECAC"
1076,"20162017","Quinnipiac",3,"ECAC","Away","Win","St. Lawrence",2,"ECAC"
1077,"20162017","Union",4,"ECAC","Home","Win","Princeton",3,"ECAC"
1077,"20162017","Princeton",3,"ECAC","Away","Loss","Union",4,"ECAC"
1078,"20162017","Boston College",7,"Hockey East","Home","Win","Vermont",4,"Hockey East"
1078,"20162017","Vermont",4,"Hockey East","Away","Loss","Boston College",7,"Hockey East"
1079,"20162017","Boston University",3,"Hockey East","Home","Win","Northeastern",2,"Hockey East"
1079,"20162017","Northeastern",2,"Hockey East","Away","Loss","Boston University",3,"Hockey East"
1080,"20162017","Notre Dame",5,"Hockey East","Home","Win","Providence",2,"Hockey East"
1080,"20162017","Providence",2,"Hockey East","Away","Loss","Notre Dame",5,"Hockey East"
1081,"20162017","Massachusetts-Lowell",3,"Hockey East","Home","Win","New Hampshire",1,"Hockey East"
1081,"20162017","New Hampshire",1,"Hockey East","Away","Loss","Massachusetts-Lowell",3,"Hockey East"
1082,"20162017","Denver",4,"NCHC","Home","Win","Colorado College",0,"NCHC"
1082,"20162017","Colorado College",0,"NCHC","Away","Loss","Denver",4,"NCHC"
1083,"20162017","Minnesota-Duluth",5,"NCHC","Home","Win","Miami",3,"NCHC"
1083,"20162017","Miami",3,"NCHC","Away","Loss","Minnesota-Duluth",5,"NCHC"
1084,"20162017","North Dakota",6,"NCHC","Home","Win","St. Cloud State",5,"NCHC"
1084,"20162017","St. Cloud State",5,"NCHC","Away","Loss","North Dakota",6,"NCHC"
1085,"20162017","Western Michigan",5,"NCHC","Home","Win","Nebraska-Omaha",2,"NCHC"
1085,"20162017","Nebraska-Omaha",2,"NCHC","Away","Loss","Western Michigan",5,"NCHC"
1086,"20162017","Bemidji State",1,"WCHA","Home","Loss","Bowling Green",2,"WCHA"
1086,"20162017","Bowling Green",2,"WCHA","Away","Win","Bemidji State",1,"WCHA"
1087,"20162017","Michigan Tech",0,"WCHA","Home","Loss","Minnesota State",1,"WCHA"
1087,"20162017","Minnesota State",1,"WCHA","Away","Win","Michigan Tech",0,"WCHA"
1088,"20162017","Army",4,"Atlantic Hockey","Home","Win","Mercyhurst",3,"Atlantic Hockey"
1088,"20162017","Mercyhurst",3,"Atlantic Hockey","Away","Loss","Army",4,"Atlantic Hockey"
1089,"20162017","Cornell",2,"ECAC","Home","Win","Clarkson",1,"ECAC"
1089,"20162017","Clarkson",1,"ECAC","Away","Loss","Cornell",2,"ECAC"
1090,"20162017","St. Lawrence",2,"ECAC","Home","Loss","Quinnipiac",3,"ECAC"
1090,"20162017","Quinnipiac",3,"ECAC","Away","Win","St. Lawrence",2,"ECAC"
1091,"20162017","Massachusetts-Lowell",8,"Hockey East","Home","Win","New Hampshire",2,"Hockey East"
1091,"20162017","New Hampshire",2,"Hockey East","Away","Loss","Massachusetts-Lowell",8,"Hockey East"
1092,"20162017","Western Michigan",2,"NCHC","Home","Win","Nebraska-Omaha",1,"NCHC"
1092,"20162017","Nebraska-Omaha",1,"NCHC","Away","Loss","Western Michigan",2,"NCHC"
1093,"20162017","Michigan Tech",4,"WCHA","Home","Win","Minnesota State",1,"WCHA"
1093,"20162017","Minnesota State",1,"WCHA","Away","Loss","Michigan Tech",4,"WCHA"
1094,"20162017","Ohio State",6,"Big Ten","Neutral","Win","Michigan State",3,"Big Ten"
1094,"20162017","Michigan State",3,"Big Ten","Neutral","Loss","Ohio State",6,"Big Ten"
1095,"20162017","Penn State",4,"Big Ten","Neutral","Win","Michigan",1,"Big Ten"
1095,"20162017","Michigan",1,"Big Ten","Neutral","Loss","Penn State",4,"Big Ten"
1096,"20162017","Air Force",1,"Atlantic Hockey","Neutral","Win","Army",0,"Atlantic Hockey"
1096,"20162017","Army",0,"Atlantic Hockey","Neutral","Loss","Air Force",1,"Atlantic Hockey"
1097,"20162017","Canisius",2,"Atlantic Hockey","Neutral","Loss","Robert Morris",6,"Atlantic Hockey"
1097,"20162017","Robert Morris",6,"Atlantic Hockey","Neutral","Win","Canisius",2,"Atlantic Hockey"
1098,"20162017","Minnesota",3,"Big Ten","Neutral","Loss","Penn State",4,"Big Ten"
1098,"20162017","Penn State",4,"Big Ten","Neutral","Win","Minnesota",3,"Big Ten"
1099,"20162017","Wisconsin",2,"Big Ten","Neutral","Win","Ohio State",1,"Big Ten"
