## HomeTeam: the team playing at home;
## AwayTeam: the opponent visiting team;
## ScoreHome: the score of the home team;
## ScoreAway: the score of the visiting team;
## Date: the day in which the match was played.
HomeTeam	AwayTeam	ScoreHome	ScoreAway	Date
Philadelphia 	 Utah	90	112	2009-11-14
Orlando 	 NewJersey	88	72	2009-11-14
L.A.Lakers 	 Phoenix 	121	102	2009-11-13
Miami 	 Cleveland	104	111	2009-11-13
L.A.Clippers  	 Oklahoma	79	83	2009-11-12
Phoenix  	 NewOrleans	124	104	2009-11-12
SanAntonio 	 Dallas	92	83	2009-11-12
Houston 	 Memphis	104	79	2009-11-12
Milwaukee 	 Denver	108	102	2009-11-12
Orlando 	 Cleveland	93	102	2009-11-12
Minnesota 	 Portland	84	107	2009-11-12
Boston 	 Utah	105	86	2009-11-12
NewYork 	 Atlanta	101	114	2009-11-12
NewJersey 	 Philadelphia	79	82	2009-11-12
Detroit 	 Charlotte	98	75	2009-11-12
Toronto 	 Chicago	99	89	2009-11-12
Indiana 	 GoldenState	108	94	2009-11-12
Sacramento 	 Oklahoma	101	98	2009-11-11
Dallas 	 Houston	121	103	2009-11-11
Memphis 	 Portland	79	93	2009-11-11
Chicago 	 Denver	89	90	2009-11-11
Miami 	 Washington	90	76	2009-11-11
Charlotte 	 Orlando	81	93	2009-11-11
L.A.Clippers  	 NewOrleans	84	112	2009-11-10
GoldenState 	 Minnesota	146	105	2009-11-10
SanAntonio 	 Toronto	131	124	2009-11-10
NewYork 	 Utah	93	95	2009-11-10
Philadelphia 	 Phoenix 	115	119	2009-11-10
L.A.Lakers 	 NewOrleans	104	88	2009-11-09
Sacramento 	 GoldenState	120	107	2009-11-09
Portland 	 Minnesota	116	93	2009-11-09
Oklahoma 	 Orlando	102	74	2009-11-09
Washington 	 Phoenix 	90	102	2009-11-08
Detroit 	 Philadelphia	88	81	2009-11-08
L.A.Clippers  	 Memphis	113	110	2009-11-08
Utah 	 Sacramento	99	104	2009-11-08
Dallas 	 Toronto	129	101	2009-11-08
Milwaukee 	 NewYork	102	87	2009-11-08
Chicago 	 Charlotte	93	90	2009-11-08
NewJersey 	 Boston	76	86	2009-11-08
Atlanta 	 Denver	125	100	2009-11-08
L.A.Lakers 	 Memphis	114	98	2009-11-07
GoldenState 	 L.A.Clippers 	90	118	2009-11-07
Portland 	 SanAntonio	96	84	2009-11-07
Houston 	 Oklahoma	105	94	2009-11-07
NewOrleans 	 Toronto	90	107	2009-11-07
Minnesota 	 Milwaukee	72	87	2009-11-07
NewYork 	 Cleveland	91	100	2009-11-07
Miami 	 Denver	96	88	2009-11-07
Boston 	 Phoenix 	103	110	2009-11-07
Orlando 	 Detroit	110	103	2009-11-07
Indiana 	 Washington	102	86	2009-11-07
Charlotte 	 Atlanta	103	83	2009-11-07
Philadelphia 	 NewJersey	97	94	2009-11-07
Utah 	 SanAntonio	113	99	2009-11-06
Cleveland 	 Chicago	85	86	2009-11-06
GoldenState 	 Memphis	113	105	2009-11-05
Sacramento 	 Atlanta	105	113	2009-11-05
NewOrleans 	 Dallas	114	107	2009-11-05
Houston 	 L.A.Lakers 	102	103	2009-11-05
Minnesota 	 Boston	90	92	2009-11-05
NewYork 	 Indiana	89	101	2009-11-05
NewJersey 	 Denver	94	122	2009-11-05
Toronto 	 Detroit	110	99	2009-11-05
Orlando 	 Phoenix 	122	100	2009-11-05
Washington 	 Miami	89	93	2009-11-05
Portland 	 Atlanta	91	97	2009-11-04
Dallas 	 Utah	96	85	2009-11-04
Chicago 	 Milwaukee	83	81	2009-11-04
Oklahoma 	 L.A.Lakers 	98	101	2009-11-04
Miami 	 Phoenix 	96	104	2009-11-04
Detroit 	 Orlando	85	80	2009-11-04
Cleveland 	 Washington	102	90	2009-11-04
Philadelphia 	 Boston	74	105	2009-11-04
Indiana 	 Denver	93	111	2009-11-04
L.A.Clippers  	 Minnesota	93	90	2009-11-03
Sacramento 	 Memphis	127	116	2009-11-03
Utah 	 Houston	96	113	2009-11-03
NewYork 	 NewOrleans	117	111	2009-11-03
Charlotte 	 NewJersey	79	68	2009-11-03
L.A.Lakers 	 Atlanta	118	110	2009-11-02
Phoenix  	 Minnesota	120	112	2009-11-02
Denver 	 Memphis	133	123	2009-11-02
Oklahoma 	 Portland	74	83	2009-11-02
Miami 	 Chicago	95	87	2009-11-02
Boston 	 NewOrleans	97	87	2009-11-02
Toronto 	 Orlando	116	125	2009-11-01
L.A.Clippers  	 Dallas	84	93	2009-11-01
SanAntonio 	 Sacramento	113	94	2009-11-01
Milwaukee 	 Detroit	96	85	2009-11-01
Houston 	 Portland	111	107	2009-11-01
Cleveland 	 Charlotte	90	79	2009-11-01
NewYork 	 Philadelphia	127	141	2009-11-01
Washington 	 NewJersey	123	104	2009-11-01
L.A.Lakers 	 Dallas	80	94	2009-10-31
Phoenix  	 GoldenState	123	101	2009-10-31
Utah 	 L.A.Clippers 	111	98	2009-10-31
Indiana 	 Miami	83	96	2009-10-31
NewOrleans 	 Sacramento	97	92	2009-10-31
Detroit 	 Oklahoma	83	91	2009-10-31
NewJersey 	 Orlando	85	95	2009-10-31
Boston 	 Chicago	118	90	2009-10-31
Minnesota 	 Cleveland	87	104	2009-10-31
Memphis 	 Toronto	115	107	2009-10-31
Atlanta 	 Washington	100	89	2009-10-31
Charlotte 	 NewYork	102	100	2009-10-31
Philadelphia 	 Milwaukee	99	86	2009-10-31
Portland 	 Denver	94	97	2009-10-30
Chicago 	 SanAntonio	92	85	2009-10-30
GoldenState 	 Houston	107	108	2009-10-29
Denver 	 Utah	114	105	2009-10-29
L.A.Clippers  	 Phoenix 	107	109	2009-10-29
Memphis 	 Detroit	74	96	2009-10-29
SanAntonio 	 NewOrleans	113	96	2009-10-29
Oklahoma 	 Sacramento	102	89	2009-10-29
Minnesota 	 NewJersey	95	93	2009-10-29
Miami 	 NewYork	115	93	2009-10-29
Boston 	 Charlotte	92	59	2009-10-29
Orlando 	 Philadelphia	120	106	2009-10-29
Atlanta 	 Indiana	120	109	2009-10-29
Toronto 	 Cleveland	101	91	2009-10-29
L.A.Lakers 	 L.A.Clippers 	99	92	2009-10-28
Portland 	 Houston	96	87	2009-10-28
Dallas 	 Washington	91	102	2009-10-28
Cleveland 	 Boston	89	95	2009-10-28
