"Team","Conference","Season","RPI","GP","G","GA","Sh","Sh.","ShA","SV.","PP.","PK.","SHG","SHGA","FO.","Age","Ht","Wt","SAT","SATA","CF.","USAT","USATA","FF.","ESSAT","ESSATA","ESCF.","ESUSAT","ESUSATA","ESFF.","PPSAT","PPSATA","PPCF.","PPUSAT","PPUSATA","PPFF.","CloseSAT","CloseSATA","CloseCF.","CloseUSAT","CloseUSATA","CloseFF."
"Alaska","WCHA",20142015,0.516,34,92,81,1103,8.3,842,0.904,16.3,84.9,4,1,49.9,23.9,71.9,188.6,1955,1636,54.4,1546,1198,56.3,1497,1246,54.6,1197,927,56.4,397,31,92.8,293,20,93.6,1001,829,54.7,785,620,55.9
"Alaska-Anchorage","WCHA",20142015,0.443,34,70,107,790,8.9,1096,0.902,14.3,80.7,5,4,47.1,23.11,71.8,192.4,1347,1743,43.6,978,1358,41.9,1033,1269,44.9,748,988,43.1,264,46,85.2,187,42,81.7,608,817,42.7,433,645,40.2
"American International","Atlantic Hockey",20142015,0.395,36,87,155,906,9.6,1422,0.891,18.8,77.2,1,3,43,24,72.1,189.6,1635,2533,39.2,1279,2038,38.6,1326,2095,38.8,1051,1675,38.6,274,37,88.1,197,29,87.2,719,1234,36.8,573,986,36.8
"Army","Atlantic Hockey",20142015,0.414,34,68,108,1017,6.7,1110,0.903,11.3,77.8,2,4,49,23.8,72,189.9,1917,1963,49.4,1458,1534,48.7,1496,1533,49.4,1146,1205,48.7,367,47,88.6,261,41,86.4,925,934,49.8,715,722,49.8
"Bemidji State","WCHA",20142015,0.508,38,101,90,1091,9.3,1033,0.913,12.6,85.7,4,8,51.3,23.7,71.9,188.9,2062,2086,49.7,1583,1530,50.9,1621,1666,49.3,1247,1230,50.3,369,71,83.9,274,56,83,1060,1122,48.6,823,802,50.6
"Bentley","Atlantic Hockey",20142015,0.479,37,100,92,1138,8.8,1155,0.92,18.3,85.8,4,6,51.5,23.11,71.4,187.5,2208,2216,49.9,1715,1734,49.7,1692,1769,48.9,1315,1401,48.4,462,71,86.7,352,62,85,1210,1173,50.8,948,930,50.5
"Boston College","Hockey East",20142015,0.542,38,107,91,1190,9,1108,0.918,15.6,86.4,3,2,49.1,22.3,72.3,189.2,2200,1976,52.7,1745,1536,53.2,1707,1519,52.9,1377,1187,53.7,414,48,89.6,296,42,87.6,1012,849,54.4,800,658,54.9
"Boston University","Hockey East",20142015,0.568,41,158,95,1498,10.5,1250,0.924,26.1,82,7,5,49,22.2,72.4,185,2811,2347,54.5,2130,1792,54.3,2210,1805,55,1664,1377,54.7,526,34,93.9,403,30,93.1,1495,1164,56.2,1109,897,55.3
"Bowling Green","WCHA",20142015,0.538,39,119,93,1205,9.9,1094,0.915,15.6,89.8,3,4,49.3,23.6,72,191,2251,2040,52.5,1719,1578,52.1,1795,1616,52.6,1365,1254,52.1,372,67,84.7,283,59,82.7,1113,959,53.7,839,742,53.1
"Brown","ECAC",20142015,0.454,32,68,113,864,7.9,1098,0.897,13,76,1,4,48.6,23,72.5,186.6,1475,1988,42.6,1169,1536,43.2,1178,1598,42.4,945,1234,43.4,257,68,79.1,190,57,76.9,632,854,42.5,516,656,44
"Canisius","Atlantic Hockey",20142015,0.484,37,94,83,1052,8.9,1068,0.922,20,87.2,5,3,52,23.4,72.7,189,1993,2050,49.3,1536,1603,48.9,1615,1651,49.4,1245,1290,49.1,291,52,84.8,217,50,81.3,1099,1074,50.6,838,846,49.8
"Clarkson","ECAC",20142015,0.471,37,81,87,1085,7.5,884,0.902,14.9,87.7,1,3,51.9,23.1,71.8,189.8,1955,1593,55.1,1555,1268,55.1,1664,1302,56.1,1334,1055,55.8,250,37,87.1,190,30,86.4,1040,842,55.3,835,675,55.3
"Colgate","ECAC",20142015,0.539,38,102,82,1155,8.8,1038,0.921,16.3,85.8,2,1,53.6,23.6,71.4,187.8,2242,1929,53.8,1680,1474,53.3,1762,1492,54.1,1342,1147,53.9,411,64,86.5,282,54,83.9,1076,933,53.6,837,729,53.4
"Colorado College","NCHC",20142015,0.448,35,74,136,954,7.8,1169,0.884,20,77.9,2,7,45.4,22.8,71.8,181.4,1723,2192,44,1308,1682,43.7,1329,1744,43.2,1021,1333,43.4,355,51,87.4,256,48,84.2,795,1101,41.9,634,848,42.8
"Connecticut","Hockey East",20142015,0.474,36,66,111,974,6.8,1224,0.909,10.5,79.7,0,6,50.7,23.2,72,187.6,1796,2338,43.4,1400,1777,44.1,1371,1841,42.7,1079,1405,43.4,393,56,87.5,293,50,85.4,890,1238,41.8,700,944,42.6
"Cornell","ECAC",20142015,0.487,31,57,68,802,7.1,858,0.921,17,89.2,3,2,52.2,22.5,73.2,193.7,1618,1625,49.9,1202,1286,48.3,1250,1314,48.8,926,1046,47,311,50,86.1,229,46,83.3,844,923,47.8,638,734,46.5
"Dartmouth","ECAC",20142015,0.517,34,92,81,1048,8.8,902,0.91,14,79.2,2,3,52.8,23.4,72.4,185.5,2063,1788,53.6,1566,1346,53.8,1659,1429,53.7,1269,1079,54,326,50,86.7,232,46,83.5,1037,900,53.5,804,684,54
"Denver","NCHC",20142015,0.557,40,131,99,1252,10.5,1134,0.913,22.1,82.3,2,3,52,23.1,71.6,185.1,2366,2066,53.4,1806,1615,52.8,1881,1656,53.2,1443,1299,52.6,422,46,90.2,313,40,88.7,1080,1004,51.8,827,780,51.5
"Ferris State","WCHA",20142015,0.498,40,88,88,1250,7,1090,0.919,9.5,87.7,5,2,45.8,23.5,70.7,182.2,2285,2151,51.5,1741,1561,52.7,1785,1725,50.9,1374,1238,52.6,407,64,86.4,288,51,85,1098,1098,50,846,776,52.2
"Harvard","ECAC",20142015,0.543,37,121,92,1133,10.7,1136,0.919,20.5,85.2,2,2,48.3,22.8,72.5,192,2121,2252,48.5,1631,1675,49.3,1695,1818,48.2,1290,1368,48.5,353,48,88,279,41,87.2,962,1015,48.7,730,754,49.2
"Holy Cross","Atlantic Hockey",20142015,0.454,37,84,87,1190,7.1,1137,0.923,15.4,83.5,1,4,52.4,23.6,71.8,189.9,2170,2252,49.1,1702,1758,49.2,1727,1747,49.7,1378,1380,50,398,50,88.8,291,46,86.4,1202,1201,50,961,950,50.3
"Lake Superior","WCHA",20142015,0.437,38,60,131,942,6.4,1358,0.904,8.1,73.6,3,2,46,23.1,72.1,189.1,1830,2307,44.2,1373,1885,42.1,1438,1838,43.9,1095,1493,42.3,353,64,84.7,250,57,81.4,869,1158,42.9,654,934,41.2
"Maine","Hockey East",20142015,0.476,39,108,127,1203,9,1240,0.898,13.1,82.9,7,4,50.4,22.9,72.3,188.3,2162,2129,50.4,1697,1695,50,1656,1651,50.1,1306,1323,49.7,422,44,90.6,322,42,88.5,1052,1009,51,819,811,50.2
"Massachusetts","Hockey East",20142015,0.462,36,99,152,1051,9.4,1242,0.878,15.2,76,8,4,48.1,23.5,71.8,191.9,1901,2392,44.3,1519,1842,45.2,1441,1868,43.5,1164,1441,44.7,404,44,90.2,305,41,88.2,894,1215,42.4,726,914,44.3
"Massachusetts-Lowell","Hockey East",20142015,0.535,39,134,101,1169,11.5,1103,0.908,19.9,79.9,10,2,50.7,23.1,72,191,2230,1900,54,1690,1501,53,1799,1541,53.9,1373,1218,53,365,46,88.8,259,40,86.6,974,818,54.4,753,635,54.3
"Mercyhurst","Atlantic Hockey",20142015,0.484,39,116,122,1096,10.6,1371,0.911,18.8,77.4,3,3,43.9,23.11,71.3,182.7,2313,2683,46.3,1755,2074,45.8,1834,2201,45.5,1405,1688,45.4,412,63,86.7,295,52,85,1100,1391,44.2,851,1062,44.5
"Merrimack","Hockey East",20142015,0.504,38,81,93,1062,7.6,1227,0.924,14.8,88.2,1,6,49.9,23.7,72.9,191.4,2031,2292,47,1555,1795,46.4,1557,1673,48.2,1200,1340,47.2,434,45,90.6,322,39,89.2,986,1109,47.1,765,887,46.3
"Miami","NCHC",20142015,0.561,40,130,100,1350,9.6,1067,0.906,19.5,83.6,7,5,54.8,23.4,71.8,190.1,2482,2046,54.8,1910,1561,55,1851,1566,54.2,1417,1203,54.1,540,64,89.4,415,53,88.7,1103,872,55.8,845,676,55.6
"Michigan","Big Ten",20142015,0.526,37,143,107,1283,11.1,1103,0.903,25.6,81.3,3,4,53.1,22.3,72.5,196,2564,2157,54.3,1925,1635,54.1,2030,1756,53.6,1524,1330,53.4,457,51,90,340,49,87.4,996,856,53.8,768,657,53.9
"Michigan State","Big Ten",20142015,0.503,35,83,80,1058,7.8,1086,0.926,17.7,85.7,1,3,51.6,22.9,72.1,188.6,2076,2170,48.9,1560,1585,49.6,1690,1758,49,1266,1283,49.7,333,41,89,247,37,87,1032,1057,49.4,777,783,49.8
"Michigan Tech","WCHA",20142015,0.562,41,144,74,1421,10.1,1097,0.933,21.5,84.9,5,1,52.9,23,71.8,186.6,2772,2235,55.4,2108,1590,57,2108,1683,55.6,1606,1212,57,573,70,89.1,424,50,89.5,1418,1024,58.1,1069,745,58.9
"Minnesota","Big Ten",20142015,0.548,39,137,98,1295,10.6,1078,0.909,28,78.9,5,0,55.6,22.6,71.7,187.8,2425,2054,54.1,1809,1571,53.5,1892,1653,53.4,1402,1273,52.4,459,59,88.6,341,47,87.9,1055,921,53.4,783,724,52
"Minnesota-Duluth","NCHC",20142015,0.552,40,115,97,1291,8.9,1101,0.912,18.4,81.6,7,1,45.9,23,72.4,192.1,2434,2055,54.2,1868,1587,54.1,1914,1517,55.8,1460,1175,55.4,439,54,89,335,46,87.9,1213,1002,54.8,917,780,54
"Minnesota State","WCHA",20142015,0.583,40,145,77,1331,10.9,865,0.911,24.3,86.9,4,7,54.5,24,72.3,186.6,2639,1808,59.3,1994,1323,60.1,1895,1371,58,1435,1025,58.3,683,78,89.8,512,64,88.9,1176,816,59,892,596,59.9
"Nebraska-Omaha","NCHC",20142015,0.542,39,105,90,1093,9.6,1232,0.927,19.3,83.7,3,2,48.1,23,72.4,194,2121,2265,48.4,1612,1740,48.1,1656,1828,47.5,1263,1414,47.2,401,67,85.7,290,55,84.1,1104,1189,48.1,839,925,47.6
"New Hampshire","Hockey East",20142015,0.509,40,119,109,1276,9.3,1121,0.903,16.6,82.4,2,3,47.4,22.11,72,188.3,2317,2243,50.8,1789,1660,51.9,1801,1820,49.7,1392,1365,50.5,456,47,90.7,342,39,89.8,1067,1105,49.1,822,821,50
"Niagara","Atlantic Hockey",20142015,0.403,39,85,157,1096,7.8,1386,0.887,11.4,79.1,5,3,47.9,23.1,71.3,186.6,2118,2498,45.9,1586,1928,45.1,1690,1899,47.1,1297,1482,46.7,366,44,89.3,234,35,87,1024,1239,45.2,774,965,44.5
"North Dakota","NCHC",20142015,0.572,42,138,94,1336,10.3,1218,0.923,20.4,84,12,4,52.9,23.1,72.3,194.8,2476,2299,51.9,1865,1724,52,1926,1813,51.5,1475,1351,52.2,488,68,87.8,337,59,85.1,1123,1004,52.8,844,759,52.7
"Northeastern","Hockey East",20142015,0.516,36,107,107,1098,9.7,1092,0.902,20.7,73.8,2,6,49,23.3,71.9,194.2,2032,2103,49.1,1548,1579,49.5,1597,1577,50.3,1224,1173,51.1,379,64,85.6,274,58,82.5,1015,1018,49.9,772,729,51.4
"Northern Michigan","WCHA",20142015,0.491,38,86,100,1030,8.3,1230,0.919,18,86.5,0,5,52,24.3,72,188.7,1976,2241,46.9,1493,1797,45.4,1549,1792,46.4,1187,1432,45.3,381,40,90.5,271,38,87.7,1041,1234,45.8,790,982,44.6
"Notre Dame","Hockey East",20142015,0.499,42,126,116,1230,10.2,1337,0.913,15.3,82.7,2,4,50.7,22.4,72.6,194.7,2295,2395,48.9,1740,1885,48,1846,1945,48.7,1414,1536,47.9,384,71,84.4,275,63,81.4,1114,1152,49.2,830,911,47.7
"Ohio State","Big Ten",20142015,0.487,36,98,117,1113,8.8,1102,0.894,12.8,76.2,1,2,47.4,23.4,72,186.3,2055,2177,48.6,1576,1593,49.7,1667,1867,47.2,1273,1363,48.3,332,56,85.6,253,49,83.8,975,1171,45.4,746,840,47
"Penn State","Big Ten",20142015,0.502,37,119,113,1452,8.2,1205,0.906,21.9,80.6,4,2,50,24,72.7,198.6,2711,2231,54.9,2110,1714,55.2,2170,1769,55.1,1710,1342,56,481,57,89.4,349,51,87.3,1231,942,56.6,969,719,57.4
"Princeton","ECAC",20142015,0.416,30,39,99,739,5.3,1028,0.904,11.9,81,1,4,41.9,23,72.4,190.4,1548,1976,43.9,1147,1564,42.3,1243,1540,44.7,932,1221,43.3,271,49,84.7,184,41,81.8,698,914,43.3,515,709,42.1
"Providence","Hockey East",20142015,0.537,41,123,84,1414,8.7,1186,0.929,15.3,86.2,6,4,54.2,23.3,72.6,192.9,2576,2154,54.5,1994,1642,54.8,1969,1658,54.3,1540,1294,54.3,546,61,90,399,53,88.3,1307,1068,55,1013,833,54.9
"Quinnipiac","ECAC",20142015,0.541,39,106,89,1199,8.8,971,0.908,19.2,87.6,4,3,52.6,23.1,71.5,181.1,2371,1801,56.8,1769,1349,56.7,1858,1433,56.5,1380,1077,56.2,442,56,88.8,327,50,86.7,1241,918,57.5,907,691,56.8
"Rensselaer","ECAC",20142015,0.463,41,77,131,1035,7.4,1239,0.894,11.4,79.7,0,2,42.9,23.1,72.1,190.8,1936,2263,46.1,1507,1756,46.2,1615,1747,48,1267,1351,48.4,251,46,84.5,179,40,81.7,865,993,46.6,673,764,46.8
"RIT","Atlantic Hockey",20142015,0.487,40,121,96,1364,8.9,1118,0.914,14.1,87.9,5,1,54.5,24,72.3,192.9,2538,2259,52.9,1924,1669,53.5,2019,1730,53.9,1531,1289,54.3,424,43,90.8,314,36,89.7,1243,1028,54.7,930,775,54.5
"Robert Morris","Atlantic Hockey",20142015,0.52,37,133,90,1337,9.9,1208,0.925,21.5,86,6,5,50,23.8,72.3,189.6,2383,2503,48.8,1844,1802,50.6,1846,1959,48.5,1434,1413,50.4,474,55,89.6,353,42,89.4,1341,1342,50,1036,963,51.8
"Sacred Heart","Atlantic Hockey",20142015,0.452,38,96,113,1145,8.4,1162,0.903,10.2,82.4,6,5,49.4,23.11,71.9,187.2,2149,2157,49.9,1708,1695,50.2,1606,1559,50.7,1275,1245,50.6,473,94,83.4,373,76,83.1,992,985,50.2,802,786,50.5
"St. Cloud State","NCHC",20142015,0.536,40,109,97,1199,9.1,1118,0.913,23.7,80.3,1,2,50,23.8,71,190.3,2182,2170,50.1,1729,1664,51,1738,1765,49.6,1380,1374,50.1,392,48,89.1,306,38,89,1070,1106,49.2,845,856,49.7
"St. Lawrence","ECAC",20142015,0.523,37,113,75,1027,11,1159,0.935,16.4,87.6,7,3,50.7,23.4,72,188.2,1610,1815,47,1257,1432,46.7,1267,1373,48,988,1100,47.3,271,84,76.3,201,72,73.6,806,787,50.6,619,621,49.9
"Union","ECAC",20142015,0.507,39,122,104,1228,9.9,1150,0.91,19.7,80.3,8,3,53.4,23.3,72.2,189.3,2337,2176,51.8,1797,1706,51.3,1772,1735,50.5,1358,1360,50,472,79,85.7,357,72,83.2,1028,1053,49.4,789,829,48.8
"Vermont","Hockey East",20142015,0.533,41,110,91,1258,8.7,1119,0.919,20.1,87.5,0,2,48.7,23.6,71.2,185,2206,2063,51.7,1728,1591,52.1,1731,1574,52.4,1355,1224,52.5,421,53,88.8,325,46,87.6,1008,941,51.7,779,724,51.8
"Western Michigan","NCHC",20142015,0.512,37,98,107,1087,9,1071,0.9,20,81,2,2,51.8,23.3,72.8,199.8,2000,2031,49.6,1532,1495,50.6,1564,1502,51,1191,1118,51.6,352,41,89.6,267,34,88.7,974,874,52.7,720,649,52.6
"Wisconsin","Big Ten",20142015,0.423,35,59,129,868,6.8,1243,0.896,11.6,74.4,1,5,48.1,22.7,71.9,187.6,1653,2298,41.8,1236,1768,41.1,1313,1758,42.8,980,1371,41.7,298,54,84.7,220,42,84,764,1068,41.7,570,827,40.8
"Yale","ECAC",20142015,0.536,33,86,54,1067,8.1,887,0.939,17.8,90.1,1,0,52.7,23.3,71.7,185.5,2037,1761,53.6,1602,1320,54.8,1673,1509,52.6,1321,1134,53.8,307,33,90.3,229,27,89.5,1070,970,52.5,838,734,53.3
"Air Force","Atlantic Hockey",20152016,0.509,37,110,86,1153,9.5,946,0.909,12.1,85.5,9,4,49.3,22.5,71.6,182.5,2227,1926,53.6,1701,1404,54.8,1775,1522,53.8,1359,1111,55,402,45,89.9,302,39,88.6,1059,967,52.3,811,693,53.9
"Alabama-Huntsville","WCHA",20152016,0.432,34,73,106,789,9.3,1127,0.906,10.7,82.1,5,4,49,23.1,72.1,186.7,1660,2091,44.3,1211,1564,43.6,1233,1557,44.2,934,1190,44,380,50,88.4,236,46,83.7,812,1037,43.9,628,791,44.3
"Alaska","WCHA",20152016,0.446,36,86,117,1020,8.4,1143,0.898,16.2,78.7,6,6,49.8,22.8,71.5,186.8,1846,2135,46.4,1429,1623,46.8,1471,1622,47.6,1146,1250,47.8,331,59,84.9,243,53,82.1,974,1096,47.1,758,847,47.2
"Alaska-Anchorage","WCHA",20152016,0.448,34,81,103,836,9.7,1012,0.898,10,79.4,2,7,45,22.1,71.3,184.5,1343,1688,44.3,1001,1264,44.2,1051,1306,44.6,789,1002,44.1,240,40,85.7,170,36,82.5,668,853,43.9,488,652,42.8
"American International","Atlantic Hockey",20152016,0.401,39,80,159,931,8.6,1541,0.897,16.3,80.3,2,6,45,23.4,71.8,188.7,1699,2577,39.7,1279,2071,38.2,1434,2128,40.3,1086,1703,38.9,241,45,84.3,170,39,81.3,763,1217,38.5,575,982,36.9
"Arizona State","Independent",20152016,0.403,25,24,107,534,4.5,1012,0.894,5.4,69.4,0,4,41.3,22.9,72.1,191.2,998,1749,36.3,778,1409,35.6,806,1388,36.7,632,1103,36.4,172,38,81.9,128,33,79.5,424,758,35.9,342,589,36.7
"Army","Atlantic Hockey",20152016,0.469,38,88,89,1176,7.5,1237,0.928,17.2,81.2,2,5,48.9,22.11,71.8,187.7,2124,2270,48.3,1647,1772,48.2,1611,1741,48.1,1275,1379,48,467,46,91,336,42,88.9,1089,1161,48.4,860,921,48.3
"Bemidji State","WCHA",20152016,0.495,39,96,96,1173,8.2,998,0.904,19.9,86,4,5,51.9,22.8,71.5,187.6,2174,1985,52.3,1661,1500,52.5,1668,1567,51.6,1292,1192,52,441,59,88.2,311,50,86.1,1177,1111,51.4,913,842,52
"Bentley","Atlantic Hockey",20152016,0.461,40,106,124,1228,8.6,1372,0.91,15.4,80.1,1,3,47.2,22.11,71.5,187.2,2253,2330,49.2,1753,1881,48.2,1810,1855,49.4,1410,1533,47.9,395,38,91.2,301,34,89.9,1146,1166,49.6,895,963,48.2
"Boston College","Hockey East",20152016,0.571,41,156,82,1347,11.6,1211,0.932,21.4,87.5,11,1,55.1,21.1,72.6,188.1,2373,2141,52.6,1888,1719,52.3,1824,1658,52.4,1450,1335,52.1,471,44,91.5,367,38,90.6,1016,894,53.2,811,721,52.9
"Boston University","Hockey East",20152016,0.549,39,124,106,1342,9.2,1155,0.908,21.1,81,2,2,53.1,21.7,72.6,188.4,2564,2134,54.6,1958,1643,54.4,2064,1610,56.2,1570,1247,55.7,421,46,90.1,323,40,89,1232,973,55.9,938,753,55.5
"Bowling Green","WCHA",20152016,0.513,42,118,91,1221,9.7,1167,0.922,18.6,85.9,6,7,50.6,22.8,72,190.9,2301,2114,52.1,1742,1662,51.2,1776,1605,52.5,1349,1300,50.9,444,67,86.9,320,62,83.8,1181,1053,52.9,888,860,50.8
"Brown","ECAC",20152016,0.452,31,75,107,919,8.2,926,0.884,20,74.4,1,3,50.2,22.2,72.8,188.1,1634,1764,48.1,1281,1349,48.7,1426,1482,49,1126,1131,49.9,170,20,89.5,122,17,87.8,947,939,50.2,743,723,50.7
"Canisius","Atlantic Hockey",20152016,0.445,39,92,121,1040,8.8,1347,0.91,13.7,77.7,2,1,52.5,21.11,72.6,185.8,2041,2450,45.4,1560,2008,43.7,1568,2043,43.4,1209,1672,42,404,35,92,296,30,90.8,899,1243,42,694,1016,40.6
"Clarkson","ECAC",20152016,0.518,38,101,95,1225,8.2,1041,0.909,16.7,85.2,1,1,52.3,22.11,71.9,191.8,2223,1931,53.5,1841,1580,53.8,1818,1578,53.5,1506,1310,53.5,361,35,91.2,297,35,89.5,1154,997,53.6,966,826,53.9
"Colgate","ECAC",20152016,0.469,37,95,132,1035,9.2,1200,0.89,18.3,78.6,3,3,53.9,22.8,71.6,188.3,1914,2103,47.6,1463,1666,46.8,1546,1683,47.9,1178,1352,46.6,340,42,89,260,35,88.1,992,1135,46.6,759,919,45.2
"Colorado College","NCHC",20152016,0.442,36,71,145,939,7.6,1274,0.886,16.2,78,2,10,45.1,21.11,71,176.6,1760,2432,42,1320,1902,41,1371,1836,42.8,1058,1432,42.5,356,83,81.1,234,74,76,767,1076,41.6,608,827,42.4
"Connecticut","Hockey East",20152016,0.462,36,88,114,966,9.1,1191,0.904,19.7,81,4,4,51,22.2,72.3,182.8,1879,2259,45.4,1444,1754,45.2,1421,1763,44.6,1090,1373,44.3,420,47,89.9,320,40,88.9,806,1148,41.2,622,899,40.9
"Cornell","ECAC",20152016,0.531,34,79,82,890,8.9,1018,0.919,18.2,81.6,0,1,49.4,21.9,73.6,198,1763,1979,47.1,1309,1478,47,1455,1588,47.8,1084,1178,47.9,281,36,88.6,201,32,86.3,978,1017,49,731,763,48.9
"Dartmouth","ECAC",20152016,0.52,35,94,104,1058,8.9,1045,0.9,12.2,80.2,2,1,49.7,22.6,71.9,186.8,2036,2008,50.3,1557,1543,50.2,1709,1657,50.8,1315,1277,50.7,282,34,89.2,206,28,88,912,903,50.2,702,692,50.4
"Denver","NCHC",20152016,0.571,41,134,96,1285,10.4,1217,0.921,18.4,82.1,5,2,52.2,22.3,71.3,179.2,2538,2225,53.3,1886,1701,52.6,2031,1750,53.7,1524,1331,53.4,458,64,87.7,320,52,86,1317,1091,54.7,991,839,54.2
"Ferris State","WCHA",20152016,0.507,41,112,109,1316,8.5,1214,0.91,15.5,84,2,4,50.1,22.7,71.1,185.6,2455,2239,52.3,1883,1719,52.3,1832,1803,50.4,1423,1391,50.6,542,108,83.4,386,92,80.8,1296,1255,50.8,1012,959,51.3
"Harvard","ECAC",20152016,0.552,34,116,81,1104,10.5,994,0.919,27.4,82.7,1,3,47.6,21.9,72.3,190.8,2083,1886,52.5,1609,1413,53.2,1682,1584,51.5,1303,1194,52.2,332,27,92.5,249,23,91.5,1029,907,53.2,783,696,52.9
"Holy Cross","Atlantic Hockey",20152016,0.494,36,109,90,1167,9.3,988,0.909,15.1,82.5,3,8,52.3,22.8,72.1,188.4,2022,1827,52.5,1636,1441,53.2,1610,1494,51.9,1319,1180,52.8,387,42,90.2,295,36,89.1,1033,927,52.7,837,721,53.7
"Lake Superior","WCHA",20152016,0.464,41,74,105,1071,6.9,1330,0.921,13.7,84.2,5,5,47.1,23,71.8,189,1992,2438,45,1517,1895,44.5,1542,1907,44.7,1181,1489,44.2,373,72,83.8,268,65,80.5,1020,1279,44.4,784,993,44.1
"Maine","Hockey East",20152016,0.445,38,76,129,1228,6.2,1268,0.898,14.1,78.5,5,0,49.5,22.4,72.9,189.9,2251,2281,49.7,1729,1812,48.8,1759,1788,49.6,1343,1422,48.6,405,39,91.2,311,33,90.4,1061,1134,48.3,796,887,47.3
"Massachusetts","Hockey East",20152016,0.453,36,84,146,1001,8.4,1289,0.887,17.3,76,1,7,47.9,22,71.2,186.1,1839,2406,43.3,1411,1870,43,1500,1923,43.8,1154,1517,43.2,297,70,80.9,224,61,78.6,803,1029,43.8,622,793,44
"Massachusetts-Lowell","Hockey East",20152016,0.552,40,121,75,1255,9.6,1126,0.933,19.1,84.9,4,3,50.7,22.9,71.8,192.9,2425,2168,52.8,1844,1647,52.8,1927,1789,51.9,1468,1352,52.1,453,57,88.8,335,43,88.6,1268,1167,52.1,963,901,51.7
"Mercyhurst","Atlantic Hockey",20152016,0.484,36,108,115,1011,10.7,1295,0.911,18.5,82.8,5,6,47.4,22.3,71.7,188.5,1937,2484,43.8,1479,1919,43.5,1383,1840,42.9,1065,1430,42.7,521,68,88.5,385,58,86.9,785,1096,41.7,600,858,41.2
"Merrimack","Hockey East",20152016,0.478,39,95,108,1188,8,1061,0.898,12.9,80.6,2,2,49,22.4,72.7,189.4,2136,1948,52.3,1708,1527,52.8,1721,1539,52.8,1389,1215,53.3,366,31,92.2,279,30,90.3,1074,945,53.2,854,729,53.9
"Miami","NCHC",20152016,0.512,36,86,97,1013,8.5,962,0.899,18,90.9,1,7,50,22.6,72.5,192.7,1846,1937,48.8,1429,1448,49.7,1460,1549,48.5,1129,1175,49,315,51,86.1,237,39,85.9,955,1020,48.4,738,777,48.7
"Michigan","Big Ten",20152016,0.567,38,181,115,1418,12.8,1235,0.907,32,80,6,2,50.2,21.7,72.8,197.8,2697,2511,51.8,2053,1840,52.7,2134,2000,51.6,1598,1449,52.4,478,67,87.7,382,57,87,1245,1187,51.2,919,874,51.3
"Michigan State","Big Ten",20152016,0.46,37,93,124,1078,8.6,1233,0.899,15.6,86.4,1,3,50.6,22.1,72.2,188.5,2088,2353,47,1517,1727,46.8,1654,1881,46.8,1197,1367,46.7,388,56,87.4,280,48,85.4,1015,1221,45.4,749,881,46
"Michigan Tech","WCHA",20152016,0.535,37,123,77,1242,9.9,956,0.919,21.1,83.6,4,0,48.4,22.7,71.8,183.7,2405,1888,56,1822,1368,57.1,1954,1476,57,1479,1082,57.8,397,48,89.2,296,41,87.8,1283,918,58.3,964,674,58.9
"Minnesota","Big Ten",20152016,0.526,37,121,108,1172,10.3,1048,0.897,19.5,77.6,8,1,56,21.9,72,191.7,2098,1892,52.6,1585,1425,52.7,1641,1484,52.5,1228,1121,52.3,410,43,90.5,311,36,89.6,982,855,53.5,721,637,53.1
"Minnesota-Duluth","NCHC",20152016,0.537,40,107,82,1381,7.7,1025,0.92,14.9,86.6,4,4,48,22.6,72.2,190,2578,1911,57.4,2008,1470,57.7,2033,1468,58.1,1592,1137,58.3,468,52,90,352,47,88.2,1305,861,60.2,1008,659,60.5
"Minnesota State","WCHA",20152016,0.519,41,105,80,1388,7.6,859,0.907,15.9,86.3,7,6,53,22.11,72.1,185.3,2594,1686,60.6,1960,1234,61.4,2004,1323,60.2,1526,977,61,502,53,90.5,360,47,88.5,1248,819,60.4,936,603,60.8
"Nebraska-Omaha","NCHC",20152016,0.523,36,103,107,1083,9.5,1075,0.9,16,82.6,9,4,50,21.1,72,189.7,2151,2087,50.8,1597,1565,50.5,1614,1620,49.9,1202,1226,49.5,447,76,85.5,322,64,83.4,820,859,48.8,593,635,48.3
"New Hampshire","Hockey East",20152016,0.471,37,112,121,1057,10.6,1280,0.905,23.9,78,1,5,47.8,22.3,71.5,186.7,1909,2334,45,1472,1774,45.3,1523,1939,44,1172,1476,44.3,345,66,83.9,270,52,83.9,920,1171,44,712,891,44.4
"Niagara","Atlantic Hockey",20152016,0.414,37,71,126,1099,6.5,1134,0.889,9.1,79.9,0,2,50.8,22.11,72.2,190.4,2153,2208,49.4,1656,1666,49.8,1722,1713,50.1,1339,1292,50.9,383,45,89.5,273,35,88.6,1123,1118,50.1,867,850,50.5
"North Dakota","NCHC",20152016,0.588,44,162,81,1432,11.3,1102,0.926,19.1,86.4,9,2,50.2,21.7,72.3,193.6,2820,2133,56.9,2075,1592,56.6,2175,1672,56.5,1598,1245,56.2,536,49,91.6,381,44,89.6,1334,913,59.4,987,688,58.9
"Northeastern","Hockey East",20152016,0.543,41,134,105,1249,10.7,1048,0.9,23.2,78.8,2,2,48.3,22.5,72,187.7,2244,2095,51.7,1723,1568,52.4,1766,1684,51.2,1357,1252,52,427,54,88.8,319,49,86.7,903,826,52.2,681,612,52.7
