"Team","Conference","Season","RPI","GP","G","GA","Sh","Sh.","ShA","SV.","PP.","PK.","SHG","SHGA","FO.","Age","Ht","Wt","SAT","SATA","CF.","USAT","USATA","FF.","ESSAT","ESSATA","ESCF.","ESUSAT","ESUSATA","ESFF.","PPSAT","PPSATA","PPCF.","PPUSAT","PPUSATA","PPFF.","CloseSAT","CloseSATA","CloseCF.","CloseUSAT","CloseUSATA","CloseFF."
"Connecticut","Atlantic Hockey",20072008,0.435,37,79,126,918,8.6,1263,0.9,9.7,85.8,3,10,NA,29.11,71,183.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20072008,0.514,36,102,78,939,10.9,1026,0.924,21.5,86.1,0,5,NA,29.9,72,188.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20072008,0.485,32,98,107,940,10.4,1070,0.9,20.3,77.7,3,8,NA,29.7,72.7,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","WCHA",20072008,0.565,41,116,94,1145,10.1,1100,0.915,14.1,88.8,10,6,NA,29.7,71.8,190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","CCHA",20072008,0.502,39,109,98,1308,8.3,1090,0.91,19.1,85.4,7,1,NA,30.2,72.1,191.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20072008,0.524,34,98,79,1052,9.3,972,0.919,20.5,84.9,5,3,NA,29.6,71.9,191.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy Cross","Atlantic Hockey",20072008,0.436,36,88,114,962,9.1,1179,0.903,22.7,74.4,4,5,NA,30.4,71.1,182.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","CCHA",20072008,0.474,37,91,125,980,9.3,1152,0.891,15.1,73.5,3,4,NA,29.1,72.6,194.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20072008,0.494,34,77,92,912,8.4,1041,0.912,12.8,86.8,5,4,NA,30.6,72.9,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20072008,0.507,36,98,97,1082,9.1,1052,0.908,16.9,82.4,3,4,NA,29.9,71.8,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20072008,0.504,37,100,96,989,10.1,1039,0.908,16.9,83.8,1,0,NA,29.11,71.5,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20072008,0.464,41,112,133,1274,8.8,1474,0.91,16.7,81.2,9,10,NA,30.1,72.1,193.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20072008,0.484,34,71,93,856,8.3,1049,0.911,15,85.1,3,1,NA,30,72,183.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","CCHA",20072008,0.585,42,169,78,1241,13.6,1081,0.928,19.7,89.8,7,3,NA,29.11,72.4,197.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","CCHA",20072008,0.594,43,170,89,1341,12.7,1136,0.922,20.5,86.6,8,3,NA,28.8,71.8,188.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","CCHA",20072008,0.551,42,135,98,1296,10.4,1267,0.923,20.9,87.3,5,4,NA,29.6,71.8,187.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20072008,0.509,39,78,99,990,7.9,1058,0.906,14.1,84.3,3,3,NA,30.7,72.2,191.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","WCHA",20072008,0.535,45,109,109,1429,7.6,1313,0.917,13,87,5,8,NA,29.4,72.3,187.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","WCHA",20072008,0.514,36,74,91,956,7.7,991,0.908,11.5,88.5,5,3,NA,29.11,72.5,192.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20072008,0.528,39,106,97,1155,9.2,1130,0.914,13.3,82.4,6,5,NA,29.11,72.3,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","CCHA",20072008,0.497,40,125,142,1234,10.1,1087,0.869,24,82.6,5,9,NA,30.7,71,183.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20072008,0.572,38,132,94,1258,10.5,1226,0.923,18.2,85.2,4,1,NA,29.8,71.8,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","College Hockey America",20072008,0.511,37,128,98,940,13.6,1187,0.917,22.9,80.2,2,6,NA,30.1,71.8,190.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Dakota","WCHA",20072008,0.579,43,129,80,1273,10.1,1097,0.927,18.4,87.2,4,4,NA,29.1,71.7,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20072008,0.507,37,92,105,1073,8.6,1152,0.909,11.7,83.9,3,5,NA,30.2,71.4,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","CCHA",20072008,0.506,44,116,120,1024,11.3,1361,0.912,14,79.1,9,3,NA,30,72.1,188.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","CCHA",20072008,0.534,47,136,100,1419,9.6,1109,0.91,14.8,88.7,9,6,NA,29.8,72,196.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","CCHA",20072008,0.464,41,98,136,1228,8,1167,0.883,13.2,81.3,3,6,NA,29.9,71.6,192.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20072008,0.528,35,112,95,1053,10.6,969,0.902,17,84.4,6,6,NA,30,71.6,192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20072008,0.503,36,91,99,1353,6.7,984,0.899,15.5,85.5,9,2,NA,29.7,72,193.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20072008,0.509,39,120,118,1095,11,1032,0.886,18.7,83.8,8,7,NA,31,71.1,181.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20072008,0.462,38,79,113,915,8.6,1168,0.903,7.1,85.9,3,11,NA,29.6,72,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20072008,0.495,37,116,109,1330,8.7,1061,0.897,22.3,83.4,5,1,NA,30.9,71.3,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","College Hockey America",20072008,0.473,34,114,127,931,12.2,1038,0.878,18.5,78.9,5,2,NA,31.3,71.8,188.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20072008,0.458,38,111,116,1198,9.3,1190,0.903,23.5,84.2,8,5,NA,30.8,71.7,187.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","WCHA",20072008,0.54,40,118,94,1033,11.4,1215,0.923,22.5,87.4,4,5,NA,30,71.9,189.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20072008,0.473,37,103,109,1144,9,1056,0.897,14,80.8,8,5,NA,30.3,71,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20072008,0.5,35,79,91,1050,7.5,972,0.906,14,82,0,4,NA,30.1,71.9,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20072008,0.522,39,88,106,972,9.1,1107,0.904,12.9,86.2,2,6,NA,29.9,71.7,189.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wayne State","College Hockey America",20072008,NA,38,90,132,905,9.9,1080,0.878,17.3,76.5,2,4,NA,30.6,71.3,183.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","CCHA",20072008,0.432,38,82,126,930,8.8,1288,0.902,13.6,84,2,6,NA,30.3,72,193.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin","WCHA",20072008,0.523,40,114,102,1200,9.5,1110,0.908,17.3,81.6,2,9,NA,29.1,72.5,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yale","ECAC",20072008,0.501,34,93,94,1065,8.7,959,0.902,14,86.2,2,4,NA,29.5,72.3,194.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Air Force","Atlantic Hockey",20082009,0.534,41,148,86,1426,10.4,1023,0.916,20.2,87.4,11,2,NA,28.7,71.3,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama-Huntsville","College Hockey America",20082009,0.401,30,63,99,787,8,986,0.9,14,79.2,2,3,NA,29.9,72,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","CCHA",20082009,0.511,39,74,68,1125,6.6,1071,0.937,10,87.6,5,3,NA,29.5,71.8,191.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska-Anchorage","WCHA",20082009,0.507,36,95,112,923,10.3,942,0.881,16.1,77.8,5,3,NA,29.9,72.4,193.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American International","Atlantic Hockey",20082009,0.383,35,58,141,857,6.8,1119,0.874,7.5,75.7,2,9,NA,29.1,71.1,181.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army","Atlantic Hockey",20082009,0.444,36,92,125,1093,8.4,1211,0.897,14.6,83.6,9,8,NA,29.1,70.8,186.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bemidji State","College Hockey America",20082009,0.482,37,106,97,995,10.7,1059,0.908,20.5,85.2,4,1,NA,29.9,70.8,177.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bentley","Atlantic Hockey",20082009,0.485,38,116,116,1166,9.9,1158,0.9,17.4,82.1,3,4,NA,29.8,71,182.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston College","Hockey East",20082009,0.533,37,112,105,1115,10,1068,0.902,15.8,86.4,6,11,NA,28.1,71.5,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boston University","Hockey East",20082009,0.596,45,177,91,1370,12.9,1068,0.915,21.9,87.4,10,4,NA,28.4,72.3,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowling Green","CCHA",20082009,0.464,38,89,131,1196,7.4,1046,0.875,12.2,83.3,8,11,NA,29.4,70.8,183.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown","ECAC",20082009,0.427,33,60,115,801,7.5,1291,0.911,15.4,81.1,3,3,NA,29.1,72.6,190.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Canisius","Atlantic Hockey",20082009,0.462,36,110,108,1006,10.9,1224,0.912,15,83.9,8,9,NA,29.5,70.5,185.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clarkson","ECAC",20082009,0.464,36,88,115,919,9.6,1120,0.897,15.3,83.1,3,7,NA,28.9,72.6,189.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colgate","ECAC",20082009,0.476,37,89,109,1008,8.8,1113,0.902,16.5,79.7,6,2,NA,29.1,72.2,190.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado College","WCHA",20082009,0.524,38,103,103,1132,9.1,1150,0.91,16,85.7,3,6,NA,28.8,71.6,184.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Connecticut","Atlantic Hockey",20082009,0.421,36,87,138,863,10.1,1182,0.883,14.2,79.6,1,4,NA,29.4,70.9,183.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","ECAC",20082009,0.54,36,92,74,1022,9,966,0.923,15.3,87,2,3,NA,29.2,72.3,186.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dartmouth","ECAC",20082009,0.494,31,88,87,945,9.3,1053,0.917,16.4,86.1,7,2,NA,28.1,72.4,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Denver","WCHA",20082009,0.559,40,132,96,1261,10.5,1196,0.92,17.7,87.1,4,2,NA,28.11,72.1,186.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ferris State","CCHA",20082009,0.473,38,90,105,1181,7.6,1149,0.909,16.4,85.4,5,7,NA,29.1,71.8,186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harvard","ECAC",20082009,0.468,31,68,96,898,7.6,1024,0.906,18.2,80.3,3,4,NA,28.4,72,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Holy Cross","Atlantic Hockey",20082009,0.453,38,106,130,1077,9.8,1133,0.885,12.2,80.1,4,9,NA,28.1,71.4,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lake Superior","CCHA",20082009,0.473,39,110,115,1193,9.2,1242,0.907,12.9,82.8,5,7,NA,29.4,72.3,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maine","Hockey East",20082009,0.489,39,86,110,1042,8.3,1061,0.896,18.1,85.4,4,4,NA,29,72.7,192.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts","Hockey East",20082009,0.502,39,112,103,1158,9.7,1133,0.909,16.8,83.9,4,7,NA,29.1,71.7,186.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Massachusetts-Lowell","Hockey East",20082009,0.533,38,112,86,1099,10.2,1026,0.916,19.3,87.8,5,2,NA,29.2,71.3,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mercyhurst","Atlantic Hockey",20082009,0.496,40,155,119,1178,13.2,1397,0.915,21.5,85.5,5,9,NA,29.9,71.8,188.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merrimack","Hockey East",20082009,0.464,34,72,89,894,8.1,982,0.909,13.6,83.3,2,2,NA,29.6,72,186.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miami","CCHA",20082009,0.537,41,128,89,1373,9.3,958,0.907,18.4,89.7,4,8,NA,28.11,72.4,193.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan","CCHA",20082009,0.57,41,145,84,1333,10.9,967,0.913,15.8,88.1,6,3,NA,28.1,71.8,192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan State","CCHA",20082009,0.475,38,62,118,911,6.8,1342,0.912,11,87.4,2,7,NA,28.6,71.6,180.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michigan Tech","WCHA",20082009,0.456,38,62,122,940,6.6,1089,0.888,12.6,78.6,3,5,NA,29.5,72.1,191.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota","WCHA",20082009,0.533,37,119,105,1183,10.1,1068,0.902,20.1,88.8,6,7,NA,27.1,72.3,188.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota-Duluth","WCHA",20082009,0.544,43,129,98,1343,9.6,1224,0.92,21.5,80.8,5,5,NA,28.1,71.9,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minnesota State","WCHA",20082009,0.509,38,117,122,1089,10.7,1282,0.905,20.1,79.7,11,3,NA,29.2,72.1,190.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nebraska-Omaha","CCHA",20082009,0.497,40,98,103,1181,8.3,1155,0.911,15.9,83.7,3,12,NA,29.7,71.4,189.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Hampshire","Hockey East",20082009,0.542,38,116,112,1242,9.3,1132,0.901,11.6,83.2,7,5,NA,28.8,71.6,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niagara","College Hockey America",20082009,0.472,36,98,92,1066,9.2,1140,0.919,15.1,81,5,2,NA,29,71.5,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Dakota","WCHA",20082009,0.544,43,146,118,1324,11,1158,0.898,17.2,84.3,8,10,NA,28.11,71.9,188.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeastern","Hockey East",20082009,0.562,41,121,91,1095,11.1,1286,0.929,14.8,86.2,8,6,NA,29.8,71.5,186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern Michigan","CCHA",20082009,0.516,41,111,103,935,11.9,1248,0.917,13.4,82.3,7,1,NA,29.5,72.1,188.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notre Dame","CCHA",20082009,0.591,40,135,69,1227,11,972,0.929,22.6,89.5,6,4,NA,28.7,71.3,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ohio State","CCHA",20082009,0.534,42,143,119,1341,10.7,1286,0.907,13.8,81.7,4,7,NA,28.5,72.2,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princeton","ECAC",20082009,0.537,35,99,74,1323,7.5,952,0.922,13.6,85,8,1,NA,29.5,71.5,188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Providence","Hockey East",20082009,0.459,34,77,133,1000,7.7,999,0.867,12.9,72.4,1,4,NA,28.9,72.1,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinnipiac","ECAC",20082009,0.488,39,124,110,1121,11.1,1130,0.903,19.9,85.3,6,2,NA,29.7,71.6,182.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rensselaer","ECAC",20082009,0.447,39,76,132,939,8.1,1222,0.892,8.7,82.4,4,5,NA,28.7,71.9,191.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIT","Atlantic Hockey",20082009,0.508,38,148,117,1256,11.8,1087,0.892,21.3,82,12,3,NA,29.7,71.2,185.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robert Morris","College Hockey America",20082009,0.432,36,93,121,1045,8.9,1174,0.897,18.5,82.5,3,8,NA,29.4,71.9,187.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sacred Heart","Atlantic Hockey",20082009,0.438,38,99,147,1075,9.2,1360,0.892,15.1,79.5,2,9,NA,29.11,71.2,184.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Cloud State","WCHA",20082009,0.517,38,122,107,1091,11.2,1155,0.907,17.5,78.8,2,7,NA,29,71.6,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Lawrence","ECAC",20082009,0.533,38,124,92,1195,10.4,1111,0.917,17.6,87.6,4,3,NA,29.6,71.1,185.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","ECAC",20082009,0.501,39,111,107,1195,9.3,1084,0.901,17.1,82.9,4,3,NA,29.5,71.8,186.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vermont","Hockey East",20082009,0.55,39,121,102,1085,11.2,1068,0.904,17.4,81.1,4,6,NA,28.11,72,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Michigan","CCHA",20082009,0.484,41,111,130,1074,10.3,1511,0.914,18.8,80.1,7,3,NA,29.4,71.4,187.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
