Simulation,Team,Wins,Losses,Ties,HomeWins,HomeLosses,HomeTies,AwayWins,AwayLosses,AwayTies,NeutralWins,NeutralLosses,NeutralTies,Pct,AdjPct,OppWinPct,OppOppWinPct,SOS,RPI,Pairwise,PWRank
28,Sacred Heart,13,22,4,3,10,3,9,12,1,1,0,0,0.38461538461538464,0.4020100502512563,0.4886141969833454,0.4775310086636189,0.4806343013931423,0.46097823860767084,11,49
28,Alabama-Huntsville,12,23,2,6,7,1,6,16,1,0,0,0,0.35135135135135137,0.36931818181818177,0.51186521019613,0.47584010963906326,0.4859271377950419,0.4567748988008269,10,50
28,New Hampshire,10,20,6,6,10,2,4,9,4,0,1,0,0.3611111111111111,0.3575418994413409,0.4826503928826775,0.4901165839718331,0.4880260504668695,0.4554050127104874,9,51
28,Arizona State,8,19,5,4,9,1,2,8,4,2,2,0,0.328125,0.32704402515723274,0.49954420629588336,0.4972486216815716,0.4978913853735789,0.45517954531949234,8,52
28,Ferris State,13,22,1,9,7,0,4,15,1,0,0,0,0.375,0.37724550898203596,0.47328457840452426,0.48081587594666697,0.478707112634867,0.45334171172165927,7,53
28,Niagara,11,22,3,5,9,2,6,13,1,0,0,0,0.3472222222222222,0.3559322033898305,0.4847432646441869,0.4780199756224739,0.4799024965485535,0.4489099232588728,6,54
28,Brown,8,19,4,5,9,1,3,10,3,0,0,0,0.3225806451612903,0.3223684210526316,0.4902045582808289,0.48719478831349533,0.4880375239043487,0.4466202481914195,5,55
28,Lake Superior,10,24,4,4,10,1,5,13,3,1,1,0,0.3157894736842105,0.32978723404255317,0.46720841236370314,0.48528262151752827,0.4802218429544572,0.44261319072648125,4,56
28,Alaska,11,22,3,7,9,1,4,13,2,0,0,0,0.3472222222222222,0.3468208092485549,0.4553953191141384,0.4779013450517275,0.47159965778920254,0.44040494565404065,3,57
28,Rensselaer,6,27,4,3,12,1,3,12,3,0,3,0,0.21621621621621623,0.2216216216216216,0.5137971111861261,0.4868942712723198,0.4944270664481856,0.42622570524154463,2,58
28,St. Lawrence,8,26,2,4,10,2,3,16,0,1,0,0,0.25,0.24855491329479767,0.4885086076159666,0.492010890087315,0.4910302509953375,0.43041141657020254,1,59
28,Alaska-Anchorage,4,26,4,1,13,3,3,13,1,0,0,0,0.17647058823529413,0.18023255813953487,0.44482439345221175,0.4802651158464942,0.47034171357609506,0.39781442471695505,0,60
29,St. Cloud State,25,9,7,16,3,3,8,4,4,1,2,0,0.6951219512195121,0.6887755102040816,0.5537288143399831,0.5340040309912899,0.5395269703289239,0.5768391052977134,59,1
29,Notre Dame,28,10,2,14,6,1,11,2,1,3,2,0,0.725,0.7064676616915422,0.5265792797275967,0.5333445991749026,0.5314503097296569,0.5752046477201282,57,2
29,Cornell,25,6,2,15,2,0,9,2,2,1,2,0,0.7878787878787878,0.7861635220125786,0.4766947278012951,0.5029942360749979,0.4956303737583611,0.5682636608219155,57,3
29,Denver,24,11,8,13,5,3,8,5,5,3,1,0,0.6511627906976745,0.6476190476190476,0.5541560839178045,0.5267589061160842,0.5344301159005659,0.5627273488301863,56,4
29,Ohio State,26,10,5,13,4,3,11,5,2,2,1,0,0.6951219512195121,0.6930693069306931,0.5129359584913484,0.5307357089028446,0.5257517787876257,0.5675811608233925,55,5
29,Minnesota State,29,10,1,15,5,1,14,4,0,0,1,0,0.7375,0.73,0.5049771406392238,0.48905596402795054,0.49351389347910707,0.5526354201093302,54,6
29,Minnesota-Duluth,25,16,3,12,6,2,8,8,1,5,2,0,0.6022727272727273,0.5981308411214955,0.5538723787578231,0.5252881333405098,0.5332917220573575,0.549501501823392,54,7
29,Providence,24,12,4,13,3,0,6,6,4,5,3,0,0.65,0.6578947368421053,0.5072325451466319,0.5062518685235339,0.5065264579780013,0.5443685276940273,52,8
29,Northeastern,23,10,5,14,4,2,7,4,3,2,2,0,0.6710526315789473,0.6612021857923498,0.49032605976853044,0.5016661620735086,0.49849093342811474,0.5391687465191735,51,9
29,Boston University,22,14,4,8,6,4,10,5,0,4,3,0,0.6,0.5911330049261084,0.5410742271198401,0.5016441019556163,0.5126845370015989,0.5322966539827263,50,10
29,Clarkson,22,11,6,10,3,5,9,6,1,3,2,0,0.6410256410256411,0.6387434554973822,0.5020543200731261,0.49397604939544626,0.4962379651851966,0.531864337763243,49,11
29,Michigan,18,16,6,10,6,3,4,8,3,4,2,0,0.525,0.5156249999999999,0.5535496452966076,0.5303019121359281,0.5368112774209184,0.5315147080656888,48,12
29,Penn State,18,15,5,11,5,3,7,9,2,0,1,0,0.5394736842105263,0.5384615384615384,0.5369220341612259,0.5232432166204838,0.5270732855318916,0.5299203487643033,47,13
29,Minnesota,19,17,2,13,5,1,4,12,1,2,0,0,0.5263157894736842,0.5229885057471264,0.5517642701336404,0.5279957289322968,0.534650920468673,0.5317353167882863,46,14
29,North Dakota,17,13,10,10,5,6,6,7,4,1,1,0,0.55,0.5412371134020619,0.50984300324678,0.5308164801719902,0.5249439066329314,0.529017208325214,45,15
29,Boston College,20,14,3,11,5,2,9,5,0,0,4,1,0.581081081081081,0.5710382513661203,0.5333421084043407,0.5040103651460084,0.5122232532583414,0.5269270027852861,42,16
29,Nebraska-Omaha,17,18,3,12,4,2,5,14,1,0,0,0,0.4868421052631579,0.4913294797687861,0.5485726610840028,0.5228244571475834,0.5300339542497808,0.5203578356295322,42,17
29,Bowling Green,23,12,6,11,4,5,10,8,1,2,0,0,0.6341463414634146,0.635,0.46006841529321213,0.492785553923173,0.48362475510678393,0.521468566330088,41,18
29,Princeton,19,13,4,9,6,3,8,6,1,2,1,0,0.5833333333333334,0.5754189944134079,0.5094784278325145,0.4930416653321304,0.49764395883223794,0.5170877177275305,41,19
29,Northern Michigan,25,15,3,17,5,0,7,8,2,1,2,1,0.6162790697674418,0.6113861386138614,0.46775661426032716,0.48980513690306127,0.4836315505630957,0.5155701975757871,41,20
29,Union,21,15,2,9,7,1,11,6,1,1,2,0,0.5789473684210527,0.5803108808290155,0.4820130764943731,0.4983579017371108,0.4937813506691442,0.515413733209112,38,21
29,Mercyhurst,21,12,4,12,5,1,9,6,3,0,1,0,0.6216216216216216,0.6243093922651932,0.4602887490845055,0.4859488108137341,0.47876399352955007,0.5151503432134609,38,22
29,Air Force,23,15,5,8,7,1,12,6,4,3,2,0,0.5930232558139535,0.6045454545454544,0.46491865695670237,0.48489313837277626,0.4793002835762756,0.5106115763185703,37,23
29,Colorado College,15,17,5,8,6,3,7,11,2,0,0,0,0.47297297297297297,0.48044692737430167,0.4963480301191853,0.5304592173417968,0.5209080849194656,0.5107927955331746,36,24
29,Michigan Tech,22,17,5,9,5,2,10,9,3,3,3,0,0.5568181818181818,0.5714285714285715,0.49812718648403603,0.4839085207949281,0.4878897471878783,0.5087744532480516,36,25
29,Maine,18,16,4,8,7,3,9,8,1,1,1,0,0.5263157894736842,0.5263157894736842,0.47075430533185453,0.512283271169864,0.5006551607352213,0.507070317919837,34,26
29,Western Michigan,15,19,2,10,7,2,5,12,0,0,0,0,0.4444444444444444,0.43529411764705883,0.5326861400280877,0.5286823881223927,0.5298034386559872,0.5061761084037553,33,27
29,Harvard,15,14,4,9,4,1,5,7,3,1,3,0,0.5151515151515151,0.5189873417721518,0.5065932516574513,0.49399688920344925,0.49752387069056986,0.5028897384609653,32,28
29,Wisconsin,14,19,4,7,9,3,5,9,1,2,1,0,0.43243243243243246,0.4207650273224044,0.5362096347562374,0.5244749543384973,0.5277606648554646,0.5010117554721996,32,29
29,Miami,12,20,5,8,9,1,4,11,4,0,0,0,0.3918918918918919,0.3910614525139665,0.5789039470415833,0.5205555431667755,0.5368930962517218,0.5004351853172829,31,30
29,Quinnipiac,16,18,4,6,9,1,10,9,3,0,0,0,0.47368421052631576,0.4896907216494846,0.5116219916031649,0.49026155488379547,0.4962424771652189,0.4946045382862853,29,31
29,Bemidji State,16,14,8,8,8,4,8,6,4,0,0,0,0.5263157894736842,0.5208333333333334,0.4835238612297277,0.48612560574309915,0.48539711727935514,0.4942561712928497,28,32
29,Colgate,17,17,6,11,6,2,6,11,4,0,0,0,0.5,0.5052631578947369,0.45754156954168385,0.4982726313526065,0.4868679340455481,0.49146674000784535,27,33
29,Massachusetts,17,20,2,11,8,0,6,12,2,0,0,0,0.46153846153846156,0.4623655913978494,0.5087934815593497,0.4966225017938355,0.5000303761281795,0.490614179945597,27,34
29,Connecticut,15,19,2,8,8,1,7,11,1,0,0,0,0.4444444444444444,0.44886363636363635,0.5014625600846752,0.5050917296067363,0.5040755621405592,0.4902725806963285,25,35
29,Canisius,19,17,2,11,7,1,8,9,1,0,1,0,0.5263157894736842,0.5243243243243243,0.4798234990959449,0.4775066121443478,0.478155340490795,0.4896975864491773,24,36
29,Yale,15,15,1,9,7,1,5,7,0,1,1,0,0.5,0.48344370860927144,0.46667637484672786,0.4952934873238173,0.48728069583023226,0.4863214490249921,22,37
29,Dartmouth,16,17,2,10,7,1,6,10,1,0,0,0,0.4857142857142857,0.4821428571428571,0.4711145199518231,0.4967195979049696,0.48955017607808865,0.4876983463442807,21,38
29,Massachusetts-Lowell,17,19,0,10,8,0,6,10,0,1,1,0,0.4722222222222222,0.4655172413793104,0.4632574409320567,0.5027015272111897,0.49165718305303246,0.4851221976346019,20,39
29,Michigan State,12,22,2,8,7,1,4,11,1,0,4,0,0.3611111111111111,0.3546511627906977,0.5418656232331351,0.5233188490536251,0.5285119458238879,0.4850467500655904,20,40
29,Army,15,15,6,6,8,4,9,7,2,0,0,0,0.5,0.5000000000000001,0.47166853009338966,0.48069551548097783,0.47816795957245317,0.4836259696793399,18,41
29,Merrimack,12,21,4,6,7,2,6,14,2,0,0,0,0.3783783783783784,0.3932584269662921,0.5179758348028081,0.5015922604033661,0.5061796612352099,0.47794935266798044,18,42
29,Robert Morris,18,20,3,8,8,3,8,10,0,2,2,0,0.47560975609756095,0.4729064039408867,0.4921299781032467,0.4788494374542184,0.48256798883594637,0.48015259261218146,17,43
29,American International,15,20,4,9,7,1,6,13,3,0,0,0,0.4358974358974359,0.44623655913978494,0.4807184143116485,0.480438495831492,0.4805168730059359,0.47194679453939814,16,44
29,Vermont,11,18,7,4,10,4,7,8,3,0,0,0,0.4027777777777778,0.40540540540540543,0.4790519485293981,0.49991001662236795,0.49406975755633636,0.4719036695186037,15,45
29,Bentley,13,18,6,6,7,2,7,11,4,0,0,0,0.43243243243243246,0.4505494505494506,0.4717881639391554,0.4807540828522411,0.4782436255565771,0.4713200818047955,15,46
29,Holy Cross,13,16,7,8,6,5,5,10,2,0,0,0,0.4583333333333333,0.45086705202312144,0.45784522075741774,0.4824896657564113,0.47558922115669305,0.46940867887330023,15,47
29,RIT,15,20,2,6,13,1,9,7,1,0,0,0,0.43243243243243246,0.42783505154639173,0.48822496738159343,0.4788198481422403,0.4814532815292592,0.46804872403354236,13,48
29,Arizona State,9,19,6,4,9,1,3,8,5,2,2,0,0.35294117647058826,0.35882352941176476,0.5027178369970371,0.5017006238185937,0.5019854435085579,0.46619496498435964,11,49
29,Sacred Heart,13,22,4,3,10,3,9,12,1,1,0,0,0.38461538461538464,0.4020100502512563,0.48933099418255466,0.4783299016823422,0.4814102075824017,0.4615601682496154,10,50
29,Alabama-Huntsville,12,23,2,6,7,1,6,16,1,0,0,0,0.35135135135135137,0.36931818181818177,0.5144252777837711,0.47686703322307183,0.4873833417000676,0.4578670517295962,9,51
29,New Hampshire,10,20,6,6,10,2,4,9,4,0,1,0,0.3611111111111111,0.3575418994413409,0.4831561405951292,0.49070871699647295,0.4885939956040968,0.4558309715634078,8,52
29,Ferris State,13,22,1,9,7,0,4,15,1,0,0,0,0.375,0.37724550898203596,0.47546404300473566,0.4812334934011202,0.4796180472901326,0.4540249127131084,7,53
29,Niagara,11,22,3,5,9,2,6,13,1,0,0,0,0.3472222222222222,0.3559322033898305,0.4862625164126909,0.47868516439946895,0.4808068229631711,0.449588168069836,6,54
29,Brown,8,19,4,5,9,1,3,10,3,0,0,0,0.3225806451612903,0.3223684210526316,0.4923239886938066,0.48918265053990057,0.49006222522299425,0.4481387741804036,5,55
29,Lake Superior,10,22,4,4,10,1,5,11,3,1,1,0,0.3333333333333333,0.34444444444444444,0.4637290006111034,0.4842578251945886,0.4785097543112127,0.4449934268445207,4,56
29,Alaska,11,22,3,7,9,1,4,13,2,0,0,0,0.3472222222222222,0.3468208092485549,0.4562158496775061,0.479353761178834,0.47287514595846214,0.4413615617809854,3,57
29,Rensselaer,6,27,4,3,12,1,3,12,3,0,3,0,0.21621621621621623,0.2216216216216216,0.514871870155622,0.4876902159756365,0.49530107914603244,0.42688121476492974,2,58
29,St. Lawrence,8,26,2,4,10,2,3,16,0,1,0,0,0.25,0.24855491329479767,0.49121979969659973,0.4922070035387146,0.4919305864629225,0.43108666817089125,1,59
29,Alaska-Anchorage,4,26,4,1,13,3,3,13,1,0,0,0,0.17647058823529413,0.18023255813953487,0.44694050152334724,0.48042837235772046,0.47105176852409597,0.3983469659279557,0,60
30,St. Cloud State,25,9,6,16,3,2,8,4,4,1,2,0,0.7,0.6963350785340314,0.5564596410117275,0.535214031204216,0.5411628019503192,0.5799558710962472,59,1
30,Notre Dame,28,10,2,14,6,1,11,2,1,3,2,0,0.725,0.7064676616915422,0.5309125130495366,0.5342025090764072,0.5332813101888835,0.5765778980645482,57,2
30,Ohio State,26,10,5,13,4,3,11,5,2,2,1,0,0.6951219512195121,0.6930693069306931,0.5165368542952146,0.5316654046705033,0.5274294105654225,0.5688393846567401,56,3
30,Cornell,25,6,2,15,2,0,9,2,2,1,2,0,0.7878787878787878,0.7861635220125786,0.4766947278012951,0.5024512755735512,0.49523944219731947,0.5679704621511342,56,4
30,Denver,23,10,8,13,5,3,7,4,5,3,1,0,0.6585365853658537,0.65,0.5569547279584044,0.5271321214427285,0.5354824512671178,0.5641118384503383,56,5
30,Minnesota State,29,10,1,15,5,1,14,4,0,0,1,0,0.7375,0.73,0.5012387629500916,0.48739020592854426,0.4912678018945776,0.5509508514209331,54,6
30,Minnesota-Duluth,25,16,3,12,6,2,8,8,1,5,2,0,0.6022727272727273,0.5981308411214955,0.5559929760092155,0.5266571030194679,0.5348711474565971,0.5506860708728218,54,7
30,Providence,24,12,4,13,3,0,6,6,4,5,3,0,0.65,0.6578947368421053,0.5066044532771538,0.5058435426878888,0.5060565976528829,0.5440161324501886,52,8
30,Northeastern,23,10,5,14,4,2,7,4,3,2,2,0,0.6710526315789473,0.6612021857923498,0.49026401926214136,0.5005937991756468,0.49770146079986527,0.5385766420479865,51,9
30,Michigan,20,16,4,11,6,2,5,8,2,4,2,0,0.55,0.5416666666666666,0.5438860685635581,0.5230772399146026,0.5289037119363103,0.5320944506188994,50,10
30,Minnesota,19,17,2,13,5,1,4,12,1,2,0,0,0.5263157894736842,0.5229885057471264,0.5553649495510167,0.5293148175605621,0.5366088545178894,0.5332037673251986,48,11
30,Clarkson,22,11,6,10,3,5,9,6,1,3,2,0,0.6410256410256411,0.6387434554973822,0.5020543200731261,0.49389173767682004,0.49617726074778573,0.5318188094351848,48,12
30,Penn State,18,15,5,11,5,3,7,9,2,0,1,0,0.5394736842105263,0.5384615384615384,0.5390378263146121,0.5249224182790271,0.5288747325289909,0.5312714340121278,48,13
30,Boston University,22,14,4,8,6,4,10,5,0,4,3,0,0.6,0.5911330049261084,0.5396487811276018,0.5002071700681601,0.5112508211648037,0.53122136710513,46,14
30,North Dakota,17,13,10,10,5,6,6,7,4,1,1,0,0.55,0.5412371134020619,0.51386804943474,0.5324046940539288,0.527214433560556,0.5307201035209325,45,15
30,Nebraska-Omaha,17,17,2,12,4,2,5,13,0,0,0,0,0.5,0.5000000000000001,0.5499719439115173,0.5228647525494189,0.5304547661308064,0.5228410745981049,43,16
30,Boston College,20,14,3,11,5,2,9,5,0,0,4,1,0.581081081081081,0.5710382513661203,0.5323037705555596,0.5031563476155858,0.5113176260387784,0.526247782370614,42,17
30,Mercyhurst,21,12,4,12,5,1,9,6,3,0,1,0,0.6216216216216216,0.6243093922651932,0.4639654131202856,0.4885836058976161,0.48169051191996365,0.517345232006271,41,18
30,Bowling Green,23,12,6,11,4,5,10,8,1,2,0,0,0.6341463414634146,0.635,0.4578117371158683,0.49042339111559985,0.481292127995675,0.5197190959967564,40,19
30,Princeton,19,13,4,9,6,3,8,6,1,2,1,0,0.5833333333333334,0.5754189944134079,0.5081852875545169,0.4928307695014341,0.4971300345562973,0.5167022745205749,40,20
30,Northern Michigan,25,15,3,17,5,0,7,8,2,1,2,1,0.6162790697674418,0.6113861386138614,0.46411944048016535,0.4877721135310614,0.4811493650768105,0.5137085584610732,39,21
30,Union,21,15,2,9,7,1,11,6,1,1,2,0,0.5789473684210527,0.5803108808290155,0.48213755052717916,0.4981734088795464,0.49368336854088357,0.5153402466129167,38,22
30,Air Force,23,15,5,8,7,1,12,6,4,3,2,0,0.5930232558139535,0.6045454545454544,0.46550120586935967,0.48747321848017255,0.4813210549491449,0.5121271548482224,37,23
30,Colorado College,15,17,5,8,6,3,7,11,2,0,0,0,0.47297297297297297,0.48044692737430167,0.4976641867286596,0.5318720895721851,0.522293876775998,0.5118321394255739,36,24
30,Western Michigan,15,19,2,10,7,2,5,12,0,0,0,0,0.4444444444444444,0.43529411764705883,0.5352072239410611,0.5300606646803797,0.5315017012733705,0.5074498053667926,35,25
30,Maine,18,16,4,8,7,3,9,8,1,1,1,0,0.5263157894736842,0.5263157894736842,0.46990994845034595,0.5113970007810116,0.49978062612842516,0.50641441696474,34,26
30,Michigan Tech,22,18,5,9,6,2,10,9,3,3,3,0,0.5444444444444444,0.5560538116591929,0.4948464416868054,0.4838694035898666,0.4869429742570095,0.5042206836075553,33,27
30,Wisconsin,14,19,4,7,9,3,5,9,1,2,1,0,0.43243243243243246,0.4207650273224044,0.5402660315151975,0.5249922462365504,0.5292689061145716,0.5021429364165297,33,28
30,Harvard,15,14,4,9,4,1,5,7,3,1,3,0,0.5151515151515151,0.5189873417721518,0.5059390659325285,0.493530836779573,0.4970051409424005,0.5025006911498384,32,29
30,Miami,12,20,5,8,9,1,4,11,4,0,0,0,0.3918918918918919,0.3910614525139665,0.5810836697109544,0.5220861290798665,0.5386054404565711,0.50171944347092,31,30
30,Bemidji State,17,15,8,8,8,4,9,7,4,0,0,0,0.525,0.5247524752475248,0.483615303638438,0.4872405159283251,0.48622545648715676,0.4958572111772488,29,31
30,Quinnipiac,16,18,4,6,9,1,10,9,3,0,0,0,0.47368421052631576,0.4896907216494846,0.5097902086322446,0.4893430149829748,0.4950682292047703,0.4937238523159489,28,32
30,Canisius,19,17,2,11,7,1,8,9,1,0,1,0,0.5263157894736842,0.5243243243243243,0.4828339772097617,0.47961294784862085,0.48051483606974027,0.4914672081333863,27,33
30,Colgate,17,17,6,11,6,2,6,11,4,0,0,0,0.5,0.5052631578947369,0.45630801691010486,0.4980281927511692,0.4863465435156712,0.49107569711043764,26,34
30,Connecticut,15,19,2,8,8,1,7,11,1,0,0,0,0.4444444444444444,0.44886363636363635,0.5006324077144509,0.5045423384050802,0.503447557811704,0.48980157744968716,25,35
30,Massachusetts,17,20,2,11,8,0,6,12,2,0,0,0,0.46153846153846156,0.4623655913978494,0.5050406636070274,0.49588855804926213,0.4984511476054364,0.48942975855353965,25,36
30,Michigan State,12,22,2,8,7,1,4,11,1,0,4,0,0.3611111111111111,0.3546511627906977,0.5453251538323357,0.5238964854314705,0.5298965125837127,0.486085175135459,22,37
30,Dartmouth,16,17,2,10,7,1,6,10,1,0,0,0,0.4857142857142857,0.4821428571428571,0.4709531952593444,0.4965361631835686,0.48937293216478583,0.48756541340930365,21,38
30,Yale,15,15,1,9,7,1,5,7,0,1,1,0,0.5,0.48344370860927144,0.46535187153546964,0.4946074927517081,0.4864159188111613,0.4856728662606889,21,39
30,Army,15,15,6,6,8,4,9,7,2,0,0,0,0.5,0.5000000000000001,0.47383007378811415,0.4830890404021389,0.480496529750212,0.485372397312659,19,40
30,Massachusetts-Lowell,17,19,0,10,8,0,6,10,0,1,1,0,0.4722222222222222,0.4655172413793104,0.4613391247839311,0.5018828854477412,0.49053063246187434,0.4842772846912334,18,41
30,Robert Morris,18,20,3,8,8,3,8,10,0,2,2,0,0.47560975609756095,0.4729064039408867,0.49564222939874925,0.48148651100882,0.4854501121580002,0.4823141851037218,17,42
30,American International,16,20,4,10,7,1,6,13,3,0,0,0,0.45,0.45789473684210524,0.4833883183795898,0.48415078441151566,0.48393729392257645,0.4774266546524586,17,43
30,Merrimack,12,21,4,6,7,2,6,14,2,0,0,0,0.3783783783783784,0.3932584269662921,0.5169648992743576,0.5009800621718506,0.5054558165605526,0.4774064691619875,17,44
30,RIT,16,20,3,6,13,1,10,7,2,0,0,0,0.44871794871794873,0.448780487804878,0.4931155500914996,0.4843590673199768,0.48681088249600324,0.4773032838232219,16,45
30,Bentley,13,18,6,6,7,2,7,11,4,0,0,0,0.43243243243243246,0.4505494505494506,0.47475062404447277,0.4830595504590775,0.4807330510629882,0.47318715093460384,15,46
30,Holy Cross,13,16,7,8,6,5,5,10,2,0,0,0,0.4583333333333333,0.45086705202312144,0.45994302059726955,0.4848944755767647,0.4779080681825061,0.47114781414265994,15,47
30,Vermont,10,18,7,3,10,4,7,8,3,0,0,0,0.38571428571428573,0.39226519337016574,0.47773902941487567,0.49751915736029817,0.4919807215355799,0.46705183949422635,12,48
30,Sacred Heart,13,22,4,3,10,3,9,12,1,1,0,0,0.38461538461538464,0.4020100502512563,0.49236174285521256,0.48089663591798953,0.484106865860412,0.4635826619581231,11,49
30,Alabama-Huntsville,12,23,2,6,7,1,6,16,1,0,0,0,0.35135135135135137,0.36931818181818177,0.5110794616119887,0.4746258083846015,0.48483283128826987,0.4559541689207479,10,50
30,Arizona State,8,19,5,4,9,1,2,8,4,2,2,0,0.328125,0.32704402515723274,0.49962745276258763,0.4970431142181211,0.4977667290105717,0.4550860530472369,9,51
30,New Hampshire,10,20,6,6,10,2,4,9,4,0,1,0,0.3611111111111111,0.3575418994413409,0.4814209112062685,0.4898303816425111,0.4874757299203632,0.4549922723006076,8,52
30,Ferris State,13,22,1,9,7,0,4,15,1,0,0,0,0.375,0.37724550898203596,0.472173063987161,0.47999936312478086,0.4778079993662473,0.4526673767701945,7,53
30,Niagara,11,22,3,5,9,2,6,13,1,0,0,0,0.3472222222222222,0.3559322033898305,0.48880161725687643,0.4810521339681017,0.48322198928895865,0.4513995428141766,6,54
30,Brown,8,19,4,5,9,1,3,10,3,0,0,0,0.3225806451612903,0.3223684210526316,0.49174349333776946,0.488669207340821,0.48953000741996655,0.4477396108281328,5,55
30,Lake Superior,10,22,4,4,10,1,5,11,3,1,1,0,0.3333333333333333,0.34444444444444444,0.4606933865991083,0.48244204134212076,0.47635241801407724,0.44337542462166907,4,56
30,Alaska,11,24,3,7,9,1,4,15,2,0,0,0,0.32894736842105265,0.33149171270718236,0.4580559790541984,0.4797203766314441,0.4736543453098153,0.4381136871591571,3,57
30,Rensselaer,6,27,4,3,12,1,3,12,3,0,3,0,0.21621621621621623,0.2216216216216216,0.5153934443614067,0.48778826633635536,0.4955177161833697,0.4270436925429327,2,58
30,St. Lawrence,8,26,2,4,10,2,3,16,0,1,0,0,0.25,0.24855491329479767,0.490622335277306,0.49231667674643587,0.49184226113507945,0.4310204241750091,1,59
30,Alaska-Anchorage,4,26,4,1,13,3,3,13,1,0,0,0,0.17647058823529413,0.18023255813953487,0.44268349484019803,0.47906246654776957,0.46887635446964954,0.3967154053871209,0,60
31,St. Cloud State,25,9,6,16,3,2,8,4,4,1,2,0,0.7,0.6963350785340314,0.5569301608077786,0.5353652462820585,0.5414034223492602,0.5801363363954529,59,1
31,Notre Dame,28,10,2,14,6,1,11,2,1,3,2,0,0.725,0.7064676616915422,0.5294578038110717,0.5341911867681287,0.5328658395401527,0.5762662950780002,57,2
31,Ohio State,26,10,5,13,4,3,11,5,2,2,1,0,0.6951219512195121,0.6930693069306931,0.515686117961077,0.5315242352289186,0.5270895623939229,0.5685844985281154,56,3
31,Cornell,25,6,2,15,2,0,9,2,2,1,2,0,0.7878787878787878,0.7861635220125786,0.4773312974547466,0.5025085552089269,0.49545892303775646,0.568135072781462,56,4
31,Denver,23,10,8,13,5,3,7,4,5,3,1,0,0.6585365853658537,0.65,0.5571778300197419,0.5273122139124361,0.5356745864224817,0.5642559398168614,56,5
31,Minnesota State,29,10,1,15,5,1,14,4,0,0,1,0,0.7375,0.73,0.5058678288983331,0.48906286963810847,0.49376825823097137,0.5528261936732286,54,6
31,Minnesota-Duluth,25,16,3,12,6,2,8,8,1,5,2,0,0.6022727272727273,0.5981308411214955,0.5563719632067147,0.5269563566408151,0.535192726479267,0.5509272551398241,54,7
31,Providence,24,12,4,13,3,0,6,6,4,5,3,0,0.65,0.6578947368421053,0.507745366968377,0.5065490953938898,0.5068840514347462,0.544636722786586,52,8
31,Northeastern,23,10,5,14,4,2,7,4,3,2,2,0,0.6710526315789473,0.6612021857923498,0.49082091268433453,0.5013158175916216,0.49837724421758123,0.5390834796112733,51,9
31,Boston University,23,14,4,9,6,4,10,5,0,4,3,0,0.6097560975609756,0.5990338164251208,0.5415179638568174,0.5029124696207399,0.5137220080068416,0.5350499601114114,50,10
31,Michigan,20,17,3,12,6,1,4,9,2,4,2,0,0.5375,0.5291005291005292,0.5531182418027768,0.5278805618845978,0.5349471122616879,0.5334854664713983,48,11
31,Minnesota,19,17,2,13,5,1,4,12,1,2,0,0,0.5263157894736842,0.5229885057471264,0.55233643929634,0.5294810078756743,0.5358805286734607,0.5326575229418772,47,12
31,Clarkson,22,11,6,10,3,5,9,6,1,3,2,0,0.6410256410256411,0.6387434554973822,0.5020543200731261,0.4935567341803153,0.4959360582303023,0.5316379075470723,47,13
31,North Dakota,17,13,10,10,5,6,6,7,4,1,1,0,0.55,0.5412371134020619,0.5136917065155863,0.532485097555263,0.5272229480641535,0.5307264893986305,46,14
31,Penn State,18,15,5,11,5,3,7,9,2,0,1,0,0.5394736842105263,0.5384615384615384,0.5368435412255901,0.5243004434769484,0.5278125108465681,0.5304747677503107,46,15
31,Nebraska-Omaha,18,18,2,12,4,2,6,14,0,0,0,0,0.5,0.5057471264367817,0.5493685956528396,0.5249802043282767,0.5318089538991544,0.5252934970335612,43,16
31,Boston College,20,14,3,11,5,2,9,5,0,0,4,1,0.581081081081081,0.5710382513661203,0.5346861888023723,0.5043015741965382,0.5128092662861717,0.5273665125561589,42,17
31,Princeton,19,13,4,9,6,3,8,6,1,2,1,0,0.5833333333333334,0.5754189944134079,0.5082669628787679,0.49299657913011347,0.4972722865797367,0.5168089635381545,41,18
31,Northern Michigan,25,15,3,17,5,0,7,8,2,1,2,1,0.6162790697674418,0.6113861386138614,0.4676412801462706,0.4895944636573282,0.48344757227423213,0.5154322138591394,41,19
31,Bowling Green,23,12,6,11,4,5,10,8,1,2,0,0,0.6341463414634146,0.635,0.4603889281137249,0.4927853580219862,0.483714357647673,0.5215357682357549,40,20
31,Union,21,15,2,9,7,1,11,6,1,1,2,0,0.5789473684210527,0.5803108808290155,0.48223967437412546,0.49787315764755513,0.49349578233099484,0.5151995569555,38,21
31,Mercyhurst,21,12,4,12,5,1,9,6,3,0,1,0,0.6216216216216216,0.6243093922651932,0.4588538434366789,0.4847616519302704,0.4775074655520647,0.5142079472303469,38,22
31,Air Force,23,15,5,8,7,1,12,6,4,3,2,0,0.5930232558139535,0.6045454545454544,0.46053093263312767,0.4839450524328699,0.4773890988889421,0.5091781878030701,37,23
31,Colorado College,15,17,5,8,6,3,7,11,2,0,0,0,0.47297297297297297,0.48044692737430167,0.4977617467023698,0.5323239250793261,0.5226465151337784,0.5120966181939093,36,24
