"Round","Pick","NHLTeam","Name","Position","Team","League"
"4","107","Minnesota","Dylan Labbe","D","Shawinigan Cataractes","QMJHL"
"4","108","Ottawa","Ben Harpur","D","Guelph Storm","OHL"
"4","109","Detroit","David Pope","L","West Kelowna Warriors","BCHL"
"4","110","NY Rangers","Ryan Graves","D","Prince Edward Island Rocket","QMJHL"
"4","111","Chicago","Robin Norell","D","Djurgarden Jrs","Sweden"
"4","112","St. Louis","Zach Pochiro","C","Prince George Cougars","WHL"
"4","113","Edmonton","Aidan Muir","L","Victory Honda Midget","MWEHL"
"4","114","Winnipeg","Jan Kostalek","D","Rimouski Oceanic","QMJHL"
"4","115","Vancouver","Jordan Subban","D","Belleville Bulls","OHL"
"4","116","Montreal","Martin Reway","L","Gatineau Olympiques","QMJHL"
"4","117","San Jose","Fredrik Bergvik","G","Frolunda Jrs","Sweden"
"4","118","Los Angeles","Hudson Fasching","R","US National Development Team","USHL"
"4","119","Pittsburgh","Ryan Segalla","D","Salisbury","Conn HS"
"4","120","Boston","Ryan Fitzgerald","C","Valley Jr Warriors","EJHL"
"4","121","Chicago","Tyler Motte","C","US National Development Team","USHL"
"5","122","Florida","Christopher Clapperton","L","BlainvilleBoisbriand Armada","QMJHL"
"5","123","Colorado","Will Butcher","D","US National Development Team","USHL"
"5","124","Tampa Bay","Kristers Gudlevskis","G","Riga Jrs","Russia"
"5","125","Nashville","Saku Maenalanen","F","Karpat Jrs","Finland"
"5","126","Carolina","Brent Pedersen","L","Kitchener Rangers","OHL"
"5","127","Winnipeg","Tucker Poolman","D","Omaha Lancers","USHL"
"5","128","Edmonton","Evan Campbell","L","Langley Rivermen","BCHL"
"5","129","Buffalo","Cal Petersen","G","Waterloo Black Hawks","USHL"
"5","130","Buffalo","Gustav Possler","R","Modo Jrs","Sweden"
"5","131","Dallas","Cole Ully","L","Kamloops Blazers","WHL"
"5","132","Philadelphia","Terrance Amorosa","D","Holderness","NH HS"
"5","133","Phoenix","Connor Clifton","D","US National Development Team","USHL"
"5","134","Chicago","Luke Johnson","C","Lincoln Stars","USHL"
"5","135","Calgary","Eric Roy","D","Brandon Wheat Kings","WHL"
"5","136","NY Islanders","Viktor Crus-Rydberg","C","Linkoping Jrs","Sweden"
"5","137","Minnesota","Carson Soucy","D","Spruce Grove Saints","AJHL"
"5","138","Ottawa","Vincent Dunn","C","Val dOr Foreurs","QMJHL"
"5","139","Detroit","Mitch Wheaton","D","Kelowna Rockets","WHL"
"5","140","Nashville","Teemu Kivihalme","D","Burnsville","Minn HS"
"5","141","San Jose","Michael Brodzinski","D","Muskegon Lumberjacks","USHL"
"5","142","Toronto","Fabrice Herzog","R","Zug Jrs","Switzerland"
"5","143","Buffalo","Anthony Florentino","D","South Kent","Conn HS"
"5","144","Washington","Blake Heinrich","D","Sioux City Musketeers","USHL"
"5","145","Vancouver","Anton Cederholm","D","Rogle Jrs","Sweden"
"5","146","Los Angeles","Patrik Bartosak","G","Red Deer Rebels","WHL"
"5","147","Anaheim","Grant Besse","F","BenildeSt Margarets","Minn HS"
"5","148","Los Angeles","Jonny Brodzinski","C","St Cloud State","WCHA"
"5","149","Dallas","Matej Paulovic","R","Farjestad Jrs","Sweden"
"5","150","Boston","Wiley Sherman","D","Hotchkiss","Conn HS"
"5","151","San Jose","Gage Ausmus","D","US National Development Team","USHL"
"6","152","Florida","Josh Brown","D","Oshawa Generals","OHL"
"6","153","Colorado","Ben Storm","D","Muskegon Lumberjacks","USHL"
"6","154","Tampa Bay","Henri Ikonen","L","Kingston Frontenacs","OHL"
"6","155","Nashville","Emil Pettersson","C","Timra Jrs","Sweden"
"6","156","Carolina","Tyler Ganly","D","Sault Ste Marie Greyhounds","OHL"
"6","157","Calgary","Tim Harrison","R","Dexter School","Mass HS"
"6","158","Edmonton","Ben Betker","D","Everett Silvertips","WHL"
"6","159","Buffalo","Sean Malone","C","US National Development Team","USHL"
"6","160","New Jersey","Myles Bell","R","Kelowna Rockets","WHL"
"6","161","Ottawa","Chris Leblanc","F","South Shore Kings","EJHL"
"6","162","Philadelphia","Merrick Madsen","G","Proctor Academy","NH"
"6","163","Phoenix","Brendan Burke","G","Portland Winterhawks","WHL"
"6","164","Pittsburgh","Dane Birks","D","Merritt Centennials","BCHL"
"6","165","Columbus","Markus Soberg","R","Frolunda Jrs","Sweden"
"6","166","NY Islanders","Alan Quine","C","Belleville Bulls","OHL"
"6","167","Minnesota","Avery Peterson","C","Grand Rapids HS","Minn"
"6","168","Ottawa","Quentin Shore","C","U of Denver","WCHA"
"6","169","Detroit","Marc McNulty","D","Prince George Cougars","WHL"
"6","170","NY Rangers","Mackenzie Skapski","G","Kootenay Ice","WHL"
"6","171","Nashville","Tommy Veilleux","L","Victoriaville Tigres","QMJHL"
"6","172","Toronto","Antoine Bibeau","G","Prince Edward Island Rocket","QMJHL"
"6","173","St. Louis","Santeri Saari","D","Jokerit Jrs","Finland"
"6","174","Washington","Brian Pinho","C","St Johns Prep","Mass"
"6","175","Vancouver","Mike Williamson","D","Spruce Grove Saints","AJHL"
"6","176","Montreal","Jeremy Gregoire","C","BaieComeau Drakkar","QMJHL"
"6","177","Anaheim","Miro Aaltonen","F","Blues","SMliiga"
"6","178","Los Angeles","Zac Leslie","D","Guelph Storm","OHL"
"6","179","Pittsburgh","Blaine Byron","C","Smiths Falls Bears","CCHL"
"6","180","Boston","Anton Blidh","L","Frolunda Jrs","Sweden"
"6","181","Chicago","Anthony Louis","C","US National Development Team","USHL"
"7","182","Dallas","Aleksi Makela","D","Ilves Jrs","Finland"
"7","183","Colorado","Wilhelm Westlund","D","Farjestads Jrs","Sweden"
"7","184","Tampa Bay","Saku Salminen","F","Vantaa Jrs","Finland"
"7","185","Nashville","Wade Murphy","F","Penticton Vees","BCHL"
"7","186","Tampa Bay","Joel Vermin","R","Bern SC","SwissA"
"7","187","Calgary","Rushan Rafikov","D","Yaroslavl Jrs","Russia"
"7","188","Edmonton","Greg Chase","C","Calgary Hitmen","WHL"
"7","189","Buffalo","Eric Locke","C","Saginaw Spirit","OHL"
"7","190","Winnipeg","Brenden Kichton","D","Spokane Chiefs","WHL"
"7","191","Los Angeles","Dominik Kubalik","L","Sudbury Wolves","OHL"
"7","192","Philadelphia","David Drake","D","Des Moines Buccaneers","USHL"
"7","193","Phoenix","Jedd Soleway","C","Penticton Vees","BCHL"
"7","194","Winnipeg","Marcus Karlstrom","D","AIK Jrs","Sweden"
"7","195","Columbus","Peter Quenneville","R","Dubuque Fighting Saints","USHL"
"7","196","NY Islanders","Kyle Burroughs","D","Regina Pats","WHL"
"7","197","Minnesota","Nolan De Jong","D","Victoria Grizzlies","BCHL"
"7","198","Calgary","John Gilmour","D","Providence College","HEast"
"7","199","Detroit","Hampus Melen","R","Tingsryd Jrs","Sweden"
"7","200","Minnesota","Alexandre Belanger","G","RouynNoranda Huskies","QMJHL"
"7","201","San Jose","Jake Jackson","C","Tartan HS","Minn"
"7","202","Toronto","Andreas Johnsson","L","Frolunda Jrs","Sweden"
"7","203","Nashville","Janne Juvonen","G","Pelicans Jrs","Finland"
"7","204","Washington","Tyler Lewington","D","Medicine Hat Tigers","WHL"
"7","205","Vancouver","Miles Liberati","D","London Knights","OHL"
"7","206","Florida","MacKenzie Weegar","D","Halifax Mooseheads","QMJHL"
"7","207","San Jose","Emil Galimov","L","Yaroslavl Lokomotiv","KHL"
"7","208","New Jersey","Anthony Brodeur","G","Shattuck St Marys","Minn HS"
"7","209","Pittsburgh","Troy Josephs","C","St Michaels Buzzers","OJHL"
"7","210","Boston","Mitchell Dempsey","L","Sault Ste Marie Greyhounds","OHL"
"7","211","Chicago","Robin Press","D","Sodertalje SK","Swe1"
