"Round","Pick","NHLTeam","Name","Position","Team","League"
"3","69","Florida","Joe Basaraba","W","Shattuck St Marys","Minn"
"3","70","Los Angeles","Jordan Weal","C","Regina Pats","WHL"
"3","71","Colorado","Michael Bournival","L","Shawinigan Cataractes","QMJHL"
"3","72","Tampa Bay","Adam Janosik","D","Gatineau Olympiques","QMJHL"
"3","73","Calgary","Joey Leach","D","Kootenay Ice","WHL"
"3","74","St. Louis","Max Gardiner","F","Minnetonka HS","Minn"
"3","75","Buffalo","Kevin Sundher","C","Chilliwack Bruins","WHL"
"3","76","Ottawa","Jakub Culek","L","Rimouski Oceanic","QMJHL"
"3","77","Dallas","Alexander Guptill","C","Orangeville Crushers","OJHL"
"3","78","Nashville","Taylor Aronson","D","Portland Winterhawks","WHL"
"3","79","Toronto","Sondre Olden","R","Modo Jr","Sweden"
"3","80","Pittsburgh","Bryan Rust","R","US National Development Team","USHL"
"3","81","Detroit","Louis-Marc Aubry","C","Montreal Juniors","QMJHL"
"3","82","NY Islanders","Jason Clark","F","Shattuck St Marys","Minn"
"3","83","Buffalo","Matt Mackenzie","D","Calgary Hitmen","WHL"
"3","84","New Jersey","Scott Wedgewood","G","Plymouth Whalers","OHL"
"3","85","Carolina","Austin Levi","D","Plymouth Whalers","OHL"
"3","86","Washington","Stanislav Galiev","L","Saint John Sea Dogs","QMJHL"
"3","87","Atlanta","Julian Melchiori","D","Newmarket Hurricanes","OJHL"
"3","88","San Jose","Max Gaede","F","Woodbury HS","Minn"
"3","89","Philadelphia","Michael Chaput","C","Lewiston MAINEiacs","QMJHL"
"3","90","Chicago","Joakim Nordstrom","C","AIK Jr","Sweden"
"4","91","Edmonton","Jeremie Blain","D","AcadieBathurst Titan","QMJHL"
"4","92","Florida","Sam Brittain","G","Canmore Eagles","AJHL"
"4","93","Florida","Ben Gallacher","D","Camrose Kodiaks","AJHL"
"4","94","Columbus","Brandon Archibald","D","Sault Ste Marie Greyhounds","OHL"
"4","95","Colorado","Stephen Silas","D","Belleville Bulls","OHL"
"4","96","Tampa Bay","Geoffrey Schemitsch","D","Owen Sound Attack","OHL"
"4","97","Boston","Craig Cunningham","R","Vancouver Giants","WHL"
"4","98","Buffalo","Steven Shipley","C","Owen Sound Attack","OHL"
"4","99","Florida","Joonas Donskoi","F","Karpat","SMliiga"
"4","100","NY Rangers","Andrew Yogan","L","Erie Otters","OHL"
"4","101","Atlanta","Ivan Telegin","C","Saginaw Spirit","OHL"
"4","102","Columbus","Mathieu Corbeil-Theriault","G","Halifax Mooseheads","QMJHL"
"4","103","Calgary","John Ramage","D","U of Wisconsin","WCHA"
"4","104","St. Louis","Jani Hakanpaa","D","KVantaa Jr","Finland"
"4","105","Carolina","Justin Shugg","L","Windsor Spitfires","OHL"
"4","106","Ottawa","Marcus Sorensen","R","Sodertalje Jr","Sweden"
"4","107","Colorado","Sami Aittokallio","G","Ilves Jr","Finland"
"4","108","Calgary","Bill Arnold","C","US National Development Team","USHL"
"4","109","Dallas","Alex Theriau","D","Everett Silvertips","WHL"
"4","110","Pittsburgh","Tom Kuhnhackl","R","Landshut Cannibals","2GBun"
"4","111","Detroit","Teemu Pulkkinen","F","Jokerit Helsinki","SMliiga"
"4","112","Washington","Philipp Grubauer","G","Windsor Spitfires","OHL"
"4","113","Montreal","Mark MacMillan","C","Alberni Valley Bulldogs","BCHL"
"4","114","New Jersey","Joe Faust","D","Bloomington Jefferson HS","Minn"
"4","115","Vancouver","Patrick McNally","D","Milton Academy","Mass"
"4","116","Toronto","Petter Granberg","D","Skelleftea Jr","Sweden"
"4","117","Montreal","Morgan Ellis","D","Cape Breton Screaming Eagles","QMJHL"
"4","118","Tampa Bay","Jimmy Mullin","F","Shattuck St Marys","Minn"
"4","119","Philadelphia","Tye McGinn","L","Gatineau Olympiques","QMJHL"
"4","120","Chicago","Rob Flick","C","Mississauga St Michaels Majors","OHL"
"5","121","Edmonton","Tyler Bunz","G","Medicine Hat Tigers","WHL"
"5","122","Anaheim","Chris Wagner","C","South Shore Kings","EJHL"
"5","123","Florida","Zach Hyman","F","Hamilton Red Wings","OJHL"
"5","124","Columbus","Austin Madaisky","D","Kamloops Blazers","WHL"
"5","125","NY Islanders","Tony DeHart","D","Oshawa Generals","OHL"
"5","126","Nashville","Patrick Cehlin","R","Djurgardens IF Stockholm","SEL"
"5","127","San Jose","Cody Ferriero","R","Governors Academy","Mass"
"5","128","Atlanta","Fredrik Petterson-Wentzel","G","Almtuna IS","Swe1"
"5","129","San Jose","Freddie Hamilton","C","Niagara IceDogs","OHL"
"5","130","NY Rangers","Jason Wilson","L","Owen Sound Attack","OHL"
"5","131","Dallas","John Klingberg","D","Frolunda Jr","Sweden"
"5","132","Anaheim","Tim Heed","D","Sodertalje SK","SEL"
"5","133","Calgary","Micheal Ferland","L","Brandon Wheat Kings","WHL"
"5","134","St. Louis","Cody Beach","R","Calgary Hitmen","WHL"
"5","135","Boston","Justin Florek","F","Northern Michigan University","CCHA"
"5","136","San Jose","Isaac Macleod","D","Penticton Vees","BCHL"
"5","137","Colorado","Troy Rutkowski","D","Portland Winterhawks","WHL"
"5","138","Phoenix","Louis Domingue","G","Quebec Remparts","QMJHL"
"5","139","Colorado","Luke Walker","R","Portland Winterhawks","WHL"
"5","140","Pittsburgh","Kenneth Agostino","L","Delbarton","HIGHNJ"
"5","141","Detroit","Petr Mrazek","G","Ottawa 67s","OHL"
"5","142","Washington","Caleb Herbert","F","Bloomington Jefferson HS","Minn"
"5","143","Buffalo","Gregg Sutch","R","Mississauga St Michaels Majors","OHL"
"5","144","Toronto","Sam Carrick","C","Brampton Battalion","OHL"
"5","145","Vancouver","Adam Polasek","D","Prince Edward Island Rocket","QMJHL"
"5","146","Toronto","Daniel Brodin","R","Djurgardens IF Stockholm","SEL"
"5","147","Montreal","Brendan Gallagher","R","Vancouver Giants","WHL"
"5","148","Los Angeles","Kevin Gravel","D","Sioux City Musketeers","USHL"
"5","149","Philadelphia","Michael Parks","F","Cedar Rapids RoughRiders","USHL"
"5","150","Atlanta","Yasin Cisse","F","Des Moines Buccaneers","USHL"
"6","151","Chicago","Mirko Hoefflin","R","Mannheim Jr","Germany"
"6","152","Pittsburgh","Joe Rogalski","D","Sarnia Sting","OHL"
"6","153","Florida","Corey Durocher","L","Kingston Frontenacs","OHL"
"6","154","Columbus","Dalton Prout","D","Barrie Colts","OHL"
"6","155","Atlanta","Kendal McFaull","D","Moose Jaw Warriors","WHL"
"6","156","Tampa Bay","Brendan O'Donnell","F","Winnipeg South Blues","MJHL"
"6","157","NY Rangers","Jesper Fast","R","HV 71 Jr","Sweden"
"6","158","Los Angeles","Maxim Kitsyn","L","Novokuznetsk Metallurg","KHL"
"6","159","Minnesota","Johan Gustafsson","G","Farjestads BK Karlstad","SEL"
"6","160","Atlanta","Tanner Lane","F","Detroit Lakes HS","Minn"
"6","161","Anaheim","Andreas Dahlstrom","C","AIK","Swe1"
"6","162","Edmonton","Brandon Davidson","D","Regina Pats","WHL"
"6","163","San Jose","Konrad Abeltshauser","D","Halifax Mooseheads","QMJHL"
"6","164","St. Louis","Stephen MacAulay","C","Saint John Sea Dogs","QMJHL"
"6","165","Boston","Zane McIntyre","G","Thief River Falls HS","Minn"
"6","166","Edmonton","Drew Czerwonka","L","Kootenay Ice","WHL"
"6","167","Carolina","Tyler Stahl","D","Chilliwack Bruins","WHL"
"6","168","Nashville","Anthony Bitetto","D","Indiana Ice","USHL"
"6","169","Atlanta","Sebastian-Lance Owuya","D","Timra Jr","Sweden"
"6","170","Pittsburgh","Reid McNeill","D","London Knights","OHL"
"6","171","Detroit","Brooks Macek","R","TriCity Americans","WHL"
"6","172","Vancouver","Alex Friesen","C","Niagara IceDogs","OHL"
"6","173","Buffalo","Cedrick Henley","L","Val dOr Foreurs","QMJHL"
"6","174","New Jersey","Maxime Clermont","G","Gatineau Olympiques","QMJHL"
"6","175","Vancouver","Jonathan Iilahti","G","Blues Jrs","Finland"
"6","176","Washington","Samuel Carrier","D","Lewiston MAINEiacs","QMJHL"
"6","177","Anaheim","Kevin Lind","D","Chicago Steel","USHL"
"6","178","Ottawa","Mark Stone","R","Brandon Wheat Kings","WHL"
"6","179","Philadelphia","Nick Luukko","D","The Gunnery School","Conn"
"6","180","Chicago","Nick Mattson","D","Indiana Ice","USHL"
"7","181","Edmonton","Kristians Pelss","L","Dynamo Jr","Belarus"
"7","182","Toronto","Josh Nicholls","R","Saskatoon Blades","WHL"
"7","183","Florida","R.J. Boyd","D","Cushing Academy","Mass"
"7","184","Columbus","Martin Ouellette","G","Kimball Union HS","NH"
"7","185","NY Islanders","Cody Rosen","G","Clarkson University","ECAC"
"7","186","Tampa Bay","Teigan Zahn","D","Saskatoon Blades","WHL"
"7","187","Carolina","Frederik Andersen","G","Frederikshavn White Hawks","Denmark"
"7","188","San Jose","Lee Moffie","D","U of Michigan","CCHA"
"7","189","Minnesota","Dylen McKinlay","R","Chilliwack Bruins","WHL"
"7","190","NY Rangers","Randy McNaught","R","Saskatoon Blades","WHL"
"7","191","Chicago","Mac Carruth","G","Portland Winterhawks","WHL"
"7","192","Anaheim","Brett Perlini","F","Michigan State University","CCHA"
"7","193","Calgary","Patrick Holland","R","TriCity Americans","WHL"
"7","194","Nashville","David Elsner","R","Landshut Cannibals","2GBun"
"7","195","Boston","Maxim Chudinov","D","Cherepovets Severstal","KHL"
"7","196","Ottawa","Bryce Aneloski","D","Cedar Rapids RoughRiders","USHL"
"7","197","Colorado","Luke Moffatt","F","US National Development Team","USHL"
"7","198","Nashville","Joonas Rask","F","Ilves Tampere","SMliiga"
"7","199","Atlanta","Peter Stoykewych","D","Winnipeg South Blues","MJHL"
"7","200","San Jose","Chris Crane","F","Green Bay Gamblers","USHL"
"7","201","Detroit","Ben Marshall","D","Mahtomedi HS","Minn"
"7","202","Edmonton","Kellen Jones","F","Vernon Vipers","BCHL"
"7","203","Buffalo","Christian Isackson","F","St Thomas HS","Minn"
"7","204","New Jersey","Mauro Jorg","F","Lugano","SwissA"
"7","205","Vancouver","Sawyer Hannay","D","Halifax Mooseheads","QMJHL"
"7","206","Philadelphia","Ricard Blidstrand","D","AIK Jr","Sweden"
"7","207","Montreal","John Westin","L","Modo Jr","Sweden"
"7","208","Buffalo","Riley Boychuk","L","Portland Winterhawks","WHL"
"7","209","Philadelphia","Brendan Ranford","L","Kamloops Blazers","WHL"
"7","210","Boston","Zach Trotman","D","Lake Superior State University","CCHA"
