"Round","Pick","NHLTeam","Name","Position","Team","League"
"2","56","St. Louis","Vince Dunn","D","Niagara IceDogs","OHL"
"2","57","Washington","Jonas Siegenthaler","D","Zurich SC","SwissA"
"2","58","Columbus","Kevin Stenlund","C","HV71 Jrs","Sweden"
"2","59","Anaheim","Julius Nattinen","C","Jyp Jrs","Finland"
"2","60","Calgary","Oliver Kylington","D","Farjestads BK Karlstad","SweHL"
"2","61","Toronto","Jeremy Bracco","R","US National Development Team","USHL"
"3","62","NY Rangers","Robin Kovacs","R","AIK","Swe1"
"3","63","Arizona","Kyle Capobianco","D","Sudbury Wolves","OHL"
"3","64","Tampa Bay","Dennis Yan","L","Shawinigan Cataractes","QMJHL"
"3","65","Toronto","Andrew Nielsen","D","Lethbridge Hurricanes","WHL"
"3","66","Vancouver","Guillaume Brisebois","D","AcadieBathurst Titan","QMJHL"
"3","67","New Jersey","Blake Speers","R","Sault Ste Marie Greyhounds","OHL"
"3","68","Toronto","Martins Dzierkals","R","Riga Jrs","Russia"
"3","69","Columbus","Keegan Kolesar","R","Seattle Thunderbirds","WHL"
"3","70","Philadelphia","Felix Sandstrom","G","Brynas Jrs","Sweden"
"3","71","Colorado","Jean-Christophe Beaudin","R","RouynNoranda Huskies","QMJHL"
"3","72","Tampa Bay","Anthony Cirelli","C","Oshawa Generals","OHL"
"3","73","Detroit","Vili Saarijarvi","D","Green Bay Gamblers","USHL"
"3","74","Los Angeles","Alexander Dergachyov","C","St Petersburg Jrs","Russia"
"3","75","Boston","Daniel Vladar","G","Kladno Jrs","Czech Rep"
"3","76","Arizona","Adin Hill","G","Portland Winterhawks","WHL"
"3","77","Florida","Samuel Montembeault","G","BlainvilleBoisbriand Armada","QMJHL"
"3","78","Winnipeg","Erik Foley","L","Cedar Rapids RoughRiders","USHL"
"3","79","NY Rangers","Sergey Zborovskiy","D","Regina Pats","WHL"
"3","80","Anaheim","Brent Gates","C","Green Bay Gamblers","USHL"
"3","81","Arizona","Brendan Warren","L","US National Development Team","USHL"
"3","82","NY Islanders","Mitchell Vande Sompel","D","Oshawa Generals","OHL"
"3","83","Arizona","Jens Looke","R","Brynas IF Gavle","SweHL"
"3","84","Anaheim","Deven Sideroff","R","Kamloops Blazers","WHL"
"3","85","Nashville","Tom Novak","C","Waterloo Black Hawks","USHL"
"3","86","San Jose","Mike Robinson","G","Lawrence Academy","Mass HS"
"3","87","Montreal","Lukas Vejdemo","C","Djurgardens Jrs","Sweden"
"3","88","Florida","Thomas Schemitsch","D","Owen Sound Attack","OHL"
"3","89","NY Rangers","Aleksi Saarela","C","Assat Pori","SMliiga"
"3","90","Philadelphia","Matej Tomek","G","Topeka Roadrunners","NAHL"
"3","91","Chicago","Dennis Gilbert","D","Chicago Steel","USHL"
"4","92","Buffalo","Will Borgen","D","Moorhead","Minn HS"
"4","93","Carolina","Callum Booth","G","Quebec Remparts","QMJHL"
"4","94","St. Louis","Adam Musil","C","Red Deer Rebels","WHL"
"4","95","Toronto","Jesper Lindgren","D","MODO Jrs","Sweden"
"4","96","Carolina","Nicolas Roy","C","Chicoutimi Sagueneens","QMJHL"
"4","97","New Jersey","Colton White","D","Sault Ste Marie Greyhounds","OHL"
"4","98","Philadelphia","Samuel Dove-McFalls","L","Saint John Sea Dogs","QMJHL"
"4","99","Los Angeles","Austin Wagner","L","Regina Pats","WHL"
"4","100","Nashville","Anthony Richard","C","Val dOr Foreurs","QMJHL"
"4","101","Colorado","Andrei Mironov","D","Moscow Dynamo","KHL"
"4","102","Florida","Denis Malgin","C","Zurich SC","SwissA"
"4","103","Dallas","Chris Martenet","D","London Knights","OHL"
"4","104","Philadelphia","Mikhail Vorobyov","C","Ufa Jrs","Russia"
"4","105","Boston","Jesse Gabrielle","L","Regina Pats","WHL"
"4","106","San Jose","Adam Helewka","L","Spokane Chiefs","WHL"
"4","107","Ottawa","Christian Wolanin","D","Muskegon Lumberjacks","USHL"
"4","108","Winnipeg","Michael Spacek","C","Pardubice HC","Czech"
"4","109","Ottawa","Filip Ahl","L","HV71 Jrs","Sweden"
"4","110","Detroit","Joren Van Pottelberghe","G","Linkopings Jrs","Sweden"
"4","111","Minnesota","Ales Stezka","G","Liberic Jrs","Czech Rep"
"4","112","NY Islanders","Parker Wotherspoon","D","TriCity Americans","WHL"
"4","113","NY Rangers","Brad Morrison","C","Prince George Cougars","WHL"
"4","114","Vancouver","Dmitry Zhukenov","C","Omsk Jrs","Russia"
"4","115","Nashville","Alexandre Carrier","D","Gatineau Olympiques","QMJHL"
"4","116","St. Louis","Glenn Gawdin","C","Swift Current Broncos","WHL"
"4","117","Edmonton","Caleb Jones","D","US National Development Team","USHL"
"4","118","Tampa Bay","Jonne Tammela","C","KalPa Kuopio","SMliiga"
"4","119","NY Rangers","Daniel Bernhardt","R","Djurgardens Jrs","Sweden"
"4","120","Tampa Bay","Mathieu Joseph","R","Saint John Sea Dogs","QMJHL"
"4","121","Chicago","Ryan Shea","D","Boston College High","Mass HS"
"5","122","Buffalo","Devante Stephens","D","Kelowna Rockets","WHL"
"5","123","Arizona","Conor Garland","R","Moncton Wildcats","QMJHL"
"5","124","Edmonton","Ethan Bear","D","Seattle Thunderbirds","WHL"
"5","125","Toronto","Dmytro Timashov","L","Quebec Remparts","QMJHL"
"5","126","Carolina","Luke Stevens","L","NobleGreenough","Mass HS"
"5","127","St. Louis","Niko Mikkola","D","Kalpa Jrs","Finland"
"5","128","Philadelphia","David Kase","R","Chomutov Jrs","Czech Rep"
"5","129","Columbus","Sam Ruopp","D","Prince George Cougars","WHL"
"5","130","San Jose","Karlis Cukste","D","Riga Jrs","Russia"
"5","131","Montreal","Matt Bradley","C","Medicine Hat Tigers","WHL"
"5","132","Florida","Karch Bachman","L","Culver Academy","Indiana HS"
"5","133","Dallas","Joseph Cecconi","D","Muskegon Lumberjacks","USHL"
"5","134","Los Angeles","Matt Schmalz","R","Sudbury Wolves","OHL"
"5","135","Minnesota","Kirill Kaprizov","L","Novokuznetsk Metallurg","KHL"
"5","136","Calgary","Pavel Karnaukhov","L","Calgary Hitmen","WHL"
"5","137","Pittsburgh","Dominik Simon","C","Plzen HC","Czech"
"5","138","Carolina","Spencer Smallman","R","Saint John Sea Dogs","QMJHL"
"5","139","Ottawa","Christian Jaros","D","Lulea Jrs","Sweden"
"5","140","Detroit","Chase Pearson","C","Youngstown Phantoms","USHL"
"5","141","Columbus","Veeti Vainio","D","Blues Jrs","Finland"
"5","142","San Jose","Rudolfs Balcers","L","Stavanger Oilers","Norway"
"5","143","Washington","Connor Hobbs","D","Regina Pats","WHL"
"5","144","Vancouver","Carl Neill","D","Sherbrooke Phoenix","QMJHL"
"5","145","Nashville","Karel Vejmelka","G","Pardubice Jrs","Czech Rep"
"5","146","St. Louis","Luke Opilka","G","US National Development Team","USHL"
"5","147","NY Islanders","Ryan Pilon","D","Brandon Wheat Kings","WHL"
"5","148","Anaheim","Troy Terry","C","US National Development Team","USHL"
"5","149","Vancouver","Adam Gaudette","C","Cedar Rapids RoughRiders","USHL"
"5","150","Tampa Bay","Ryan Zuhlsdorf","D","Sioux City Musketeers","USHL"
"5","151","Chicago","Radovan Bondra","R","Kosice HC","Slovak"
"6","152","Buffalo","Giorgio Estephan","C","Lethbridge Hurricanes","WHL"
"6","153","Tampa Bay","Kris Oldham","G","Omaha Lancers","USHL"
"6","154","Edmonton","John Marino","D","South Shore Kings","USPHLPr"
"6","155","Toronto","Stephen Desrocher","D","Oshawa Generals","OHL"
"6","156","Carolina","Jake Massie","D","Kimball Union","NH HS"
"6","157","New Jersey","Brett Seney","L","Merrimack College","HEast"
"6","158","Philadelphia","Cooper Marody","C","Sioux Falls Stampede","USHL"
"6","159","Columbus","Vladislav Gavrikov","D","Yaroslavl Lokomotiv","KHL"
"6","160","San Jose","Adam Parsells","D","Wausau West","Wisc HS"
"6","161","Colorado","Sergei Boikov","D","Drummondville Voltigeurs","QMJHL"
"6","162","Florida","Chris Wilkie","R","TriCity Storm","USHL"
"6","163","Dallas","Markus Ruusu","G","JYP Jrs","Finland"
"6","164","Chicago","Roy Radke","R","Barrie Colts","OHL"
"6","165","Boston","Cameron Hughes","C","U of Wisconsin","Big10"
"6","166","Calgary","Andrew Mangiapane","L","Barrie Colts","OHL"
"6","167","Pittsburgh","Frederik Tiffels","F","Western Michigan University","NCHC"
"6","168","Winnipeg","Mason Appleton","F","TriCity Storm","USHL"
"6","169","Carolina","David Cotton","C","Cushing Academy","Mass HS"
"6","170","Detroit","Patrick Holway","D","Boston Advantage U18",""
"6","171","Minnesota","Nick Boka","D","US National Development Team","USHL"
"6","172","NY Islanders","AnDong Song","D","Lawrenceville","NJ HS"
"6","173","Washington","Colby Williams","D","Regina Pats","WHL"
"6","174","Vancouver","Lukas Jasek","R","Trinec Ocelari HC","Czech"
"6","175","Nashville","Tyler Moy","F","Harvard University","ECAC"
"6","176","St. Louis","Liam Dunda","L","Owen Sound Attack","OHL"
"6","177","Montreal","Simon Bourque","D","Rimouski Oceanic","QMJHL"
"6","178","Anaheim","Steven Ruggiero","D","US National Development Team","USHL"
"6","179","Anaheim","Garrett Metcalf","G","Madison Capitols","USHL"
"6","180","Tampa Bay","Bokondji Imama","L","Saint John Sea Dogs","QMJHL"
"6","181","Chicago","Joni Tuulola","D","HPK Hameenlinna","SMliiga"
"7","182","Buffalo","Ivan Chukarov","D","Minnesota Wilderness","NAHL"
"7","183","Arizona","Erik Kallgren","G","Linkoping Jrs","Sweden"
"7","184","NY Rangers","Adam Huska","G","Slovakia U18",""
"7","185","Toronto","Nikita Korostelev","R","Sarnia Sting","OHL"
"7","186","Carolina","Steven Lorentz","C","Peterborough Petes","OHL"
"7","187","Los Angeles","Chaz Reddekopp","D","Victoria Royals","WHL"
"7","188","Philadelphia","Ivan Fedotov","G","Nizhnekamsk Jrs","Russia"
"7","189","Columbus","Markus Nutivaara","D","Karpat","SMliiga"
"7","190","San Jose","Marcus Vela","C","Langley Rivermen","BCHL"
"7","191","Colorado","Gustav Olhaver","C","Rogle Jrs","Sweden"
"7","192","Florida","Patrick Shea","C","Kimball Union","Minn HS"
"7","193","San Jose","Jake Kupsky","G","Lone Star Brahmas","NAHL"
"7","194","Los Angeles","Matt Roy","D","Michigan Tech","WCHA"
"7","195","Boston","Jack Becker","C","Mahtomedi","Minn HS"
"7","196","Calgary","Riley Bruce","D","North Bay Battalion","OHL"
"7","197","Pittsburgh","Nikita Pavlychev","C","Des Moines Buccaneers","USHL"
"7","198","Winnipeg","Sami Niku","D","JYP Jrs","Finland"
"7","199","Ottawa","Joey Daccord","G","Cushing Academy","Mass HS"
"7","200","Detroit","Adam Marsh","L","Saint John Sea Dogs","QMJHL"
"7","201","Minnesota","Gustav Bouramman","D","Sault Ste Marie Greyhounds","OHL"
"7","202","NY Islanders","Petter Hansson","D","Linkopings Jrs","Sweden"
"7","203","Winnipeg","Matteo Gennaro","C","Prince Albert Raiders","WHL"
"7","204","Minnesota","Jack Sadek","D","Lakeville North","Minn HS"
"7","205","Nashville","Evan Smith","G","Austin Bruins","NAHL"
"7","206","Florida","Ryan Bednard","G","Johnstown Tomahawks","NAHL"
"7","207","Montreal","Jeremiah Addison","L","Ottawa 67s","OHL"
"7","208","Edmonton","Miroslav Svoboda","G","Trinec Jrs","Czech Rep"
"7","209","Edmonton","Ziyat Paigin","D","Kazan AkBars","KHL"
"7","210","Vancouver","Tate Olson","D","Prince George Cougars","WHL"
"7","211","Chicago","John Dahlstrom","R","Frolunda Jrs","Sweden"
