"Round","Pick","NHLTeam","Name","Position","Team","League"
"3","66","Florida","Max Gildon","D","US National Development Team","USHL"
"3","67","Carolina","Morgan Geekie","C","TriCity Americans","WHL"
"3","68","Montreal","Scott Walford","D","Victoria Royals","WHL"
"3","69","Arizona","MacKenzie Entwistle","R","Hamilton Bulldogs","OHL"
"3","70","Chicago","Andrei Altybarmakyan","R","St Petersburg","RussiaJrs"
"3","71","Detroit","Kasper Kotkansalo","D","Sioux Falls Stampede","USHL"
"3","72","Los Angeles","Matthew Villalta","G","Sault Ste Marie Greyhounds","OHL"
"3","73","Carolina","Stelio Mattheos","R","Brandon Wheat Kings","WHL"
"3","74","Winnipeg","Jonathan Kovacevic","D","Merrimack College","HEast"
"3","75","Arizona","Nate Schnarr","C","Guelph Storm","OHL"
"3","76","Tampa Bay","Alexei Lipanov","C","Balashika","RussiaJrs"
"3","77","NY Islanders","Ben Mirageas","D","Chicago Steel","USHL"
"3","78","Edmonton","Stuart Skinner","G","Lethbridge Hurricanes","WHL"
"3","79","Detroit","Lane Zablocki","R","Red Deer Rebels","WHL"
"3","80","Philadelphia","Kirill Ustimenko","G","St Petersburg","RussiaJrs"
"3","81","New Jersey","Reilly Walsh","D","Chicago Steel","USHL"
"3","82","Arizona","Cameron Crotty","D","Brockville Braves","CCHL"
"3","83","Detroit","Zachary Gallant","C","Peterborough Petes","OHL"
"3","84","Edmonton","Dmitri Samorukov","D","Guelph Storm","OHL"
"3","85","Minnesota","Ivan Lodnia","R","Erie Otters","OHL"
"3","86","Columbus","Daniil Tarasov","G","Ufa","RussiaJrs"
"3","87","Montreal","Cale Fleury","D","Kootenay Ice","WHL"
"3","88","Detroit","Keith Petruzzelli","G","Muskegon Lumberjacks","USHL"
"3","89","Buffalo","Oskari Laaksonen","D","Ilves","FinlandJrs"
"3","90","Chicago","Evan Barratt","C","US National Development Team","USHL"
"3","91","Anaheim","Jack Badini","F","Chicago Steel","USHL"
"3","92","Nashville","David Farrance","D","US National Development Team","USHL"
"3","93","Pittsburgh","Clayton Phillips","D","Fargo Force","USHL"
"4","94","Colorado","Nick Henry","R","Regina Pats","WHL"
"4","95","Vancouver","Jack Rathbone","D","Dexter School","Mass HS"
"4","96","Vegas","Maksim Zhukov","G","Green Bay Gamblers","USHL"
"4","97","Minnesota","Mason Shaw","C","Medicine Hat Tigers","WHL"
"4","98","New Jersey","Nikita Popugaev","L","Prince George Cougars","WHL"
"4","99","Buffalo","Jacob Bryson","D","Providence College","HEast"
"4","100","Detroit","Malte Setkov","D","Malmo","SwedenJrs"
"4","101","Dallas","Liam Hawel","C","Guelph Storm","OHL"
"4","102","San Jose","Scott Reedy","C","US National Development Team","USHL"
"4","103","Los Angeles","Michael Anderson","D","Waterloo Black Hawks","USHL"
"4","104","Carolina","Eetu Makiniemi","G","Jokerit","FinlandJrs"
"4","105","Winnipeg","Santeri Virtanen","C","TPS","FinlandJrs"
"4","106","Philadelphia","Matthew Strome","L","Hamilton Bulldogs","OHL"
"4","107","Philadelphia","Maksim Sushko","R","Owen Sound Attack","OHL"
"4","108","Arizona","Noel Hoefenmayer","D","Ottawa 67s","OHL"
"4","109","Calgary","Adam Ruzicka","C","Sarnia Sting","OHL"
"4","110","Toronto","Ian Scott","G","Prince Albert Raiders","WHL"
"4","111","Boston","Jeremy Swayman","G","Sioux Falls Stampede","USHL"
"4","112","Chicago","Tim Soderlund","L","Skelleftea AIK","SweHL"
"4","113","St. Louis","Alexei Toropchenko","R","Balashika","RussiaJrs"
"4","114","Colorado","Petr Kvaca","G","Budejovice","CzechJrs"
"4","115","Edmonton","Ostap Safin","R","Sparta","CzechJrs"
"4","116","Minnesota","Bryce Misley","C","Oakville Blades","OJHL"
"4","117","Columbus","Emil Bemstrom","C","Leksand","SwedenJrs"
"4","118","Los Angeles","Markus Phillips","D","Owen Sound Attack","OHL"
"4","119","Chicago","Roope Laavainen","D","Jokerit","FinlandJrs"
"4","120","Washington","Tobias Geisser","D","Zug EV","SwissA"
"4","121","Ottawa","Drake Batherson","C","Cape Breton Screaming Eagles","QMJHL"
"4","122","Anaheim","Kyle Olson","R","TriCity Americans","WHL"
"4","123","NY Rangers","Brandon Crawley","D","London Knights","OHL"
"4","124","Toronto","Vladislav Kara","L","Kazan","RussiaJrs"
"5","125","Colorado","Igor Shvyrev","C","Magnitogorsk","RussiaJrs"
"5","126","Arizona","Michael Karow","D","Youngstown Phantoms","USHL"
"5","127","Vegas","Lukas Elvenes","L","Rogle","SwedenJrs"
"5","128","Arizona","Tyler Steenbergen","C","Swift Current Broncos","WHL"
"5","129","New Jersey","Gilles Senn","G","Davos HC","SwissA"
"5","130","St. Louis","David Noel","D","Val dOr Foreurs","QMJHL"
"5","131","Detroit","Cole Fraser","D","Peterborough Petes","OHL"
"5","132","Dallas","Jacob Peterson","C","Frolunda","SwedenJrs"
"5","133","Florida","Tyler Inamoto","D","US National Development Team","USHL"
"5","134","Los Angeles","Cole Hults","D","Madison Capitols","USHL"
"5","135","Vancouver","Kristoffer Gunnarsson","D","Frolunda HC","SweHL"
"5","136","Winnipeg","Leon Gawanke","D","Cape Breton Screaming Eagles","QMJHL"
"5","137","Philadelphia","Noah Cates","L","Stillwater","Minn HS"
"5","138","Los Angeles","Drake Rymsha","C","Sarnia Sting","OHL"
"5","139","NY Islanders","Sebastian Aho","D","Skelleftea AIK","SweHL"
"5","140","Calgary","Zach Fischer","R","Medicine Hat Tigers","WHL"
"5","141","Toronto","Fedor Gordeev","D","Flint Firebirds","OHL"
"5","142","Vegas","Jonathan Dugan","L","Northwood School","NY HS"
"5","143","New Jersey","Marian Studenic","R","Hamilton Bulldogs","OHL"
"5","144","Chicago","Parker Foo","L","Brooks Bandits","AJHL"
"5","145","NY Rangers","Calle Sjalin","D","Timra","SwedenJrs"
"5","146","Edmonton","Kirill Maksimov","R","Niagara IceDogs","OHL"
"5","147","Minnesota","Jacob Golden","D","London Knights","OHL"
"5","148","Columbus","Kale Howarth","L","Trail Smoke Eaters","BCHL"
"5","149","Montreal","Jarret Tyszka","D","Seattle Thunderbirds","WHL"
"5","150","Chicago","Jakub Galvas","D","Olomouc HC","Czech"
"5","151","Washington","Sebastian Walfridsson","D","MODO","SwedenJrs"
"5","152","Pittsburgh","Jan Drozg","L","Leksand","SwedenJrs"
"5","153","Anaheim","Olle Eriksson-Ek","G","Farjestad","SwedenJrs"
"5","154","Nashville","Tomas Vomacka","G","Corpus Christi IceRays","NAHL"
"5","155","Pittsburgh","Linus Olund","C","Brynas IF Gavle","SweHL"
"6","156","Colorado","Denis Smirnov","R","Pennsylvania State U","Big10"
"6","157","NY Rangers","Dominik Lakatos","C","Liberec Bili Tygri HC","Czech"
"6","158","Vegas","Nick Campoli","C","North York Rangers","OJHL"
"6","159","San Jose","Jacob McGrew","R","Los Angeles Jr Kings",""
"6","160","New Jersey","Aarne Talvitte","C","Blues","FinlandJrs"
"6","161","Vegas","Jiri Patera","G","Ceske Budejovice","CzechJrs"
"6","162","Detroit","Jack Adams","C","Fargo Force","USHL"
"6","163","Dallas","Brett Davis","R","Kootenay Ice","WHL"
"6","164","Detroit","Reilly Webb","D","Hamilton Bulldogs","OHL"
"6","165","NY Islanders","Arnaud Durandeau","L","Halifax Mooseheads","QMJHL"
"6","166","Carolina","Brendan De Jong","D","Portland Winterhawks","WHL"
"6","167","Winnipeg","Arvid Holm","","Karlskrona","SwedenJrs"
"6","168","Philadelphia","Olle Lycksell","R","Linkoping","SwedenJrs"
"6","169","Tampa Bay","Nicklaus Perbix","D","Elk River","Minn HS"
"6","170","Columbus","Jonathan Davidsson","R","Djurgardens IF","SweHL"
"6","171","Calgary","D'Artagnan Joly","R","BaieComeau Drakkar","QMJHL"
"6","172","Toronto","Ryan McGregor","C","Sarnia Sting","OHL"
"6","173","Boston","Cedric Pare","C","Saint John Sea Dogs","QMJHL"
"6","174","NY Rangers","Morgan Barron","C","St Andrews","Ont HS"
"6","175","St. Louis","Trenton Bourque","D","Owen Sound Attack","OHL"
"6","176","Nashville","Pavel Koltygin","C","Drummondville Voltigeurs","QMJHL"
"6","177","Edmonton","Skyler Brind'Amour","C","US National Development Team","USHL"
"6","178","Minnesota","Andrei Svetlakov","C","CSKA Moscow","KHL"
"6","179","Columbus","Carson Meyer","R","",""
"6","180","Tampa Bay","Cole Guttman","C","Dubuque Fighting Saints","USHL"
"6","181","Vancouver","Petrus Palmu","R","Owen Sound Attack","OHL"
"6","182","Washington","Benton Maass","D","Fairbanks Ice Dogs","NAHL"
"6","183","Ottawa","Jordan Hollett","G","Regina Pats","WHL"
"6","184","Florida","Sebastian Repo","R","Tappara Tampere","SMliiga"
"6","185","San Jose","Sasha Chmelevski","C","Sarnia Sting","OHL"
"6","186","Pittsburgh","Antti Palojarvi","D","Lukko","FinlandJrs"
"7","187","Colorado","Nick Leivermann","D","Eden Prairie","Minn HS"
"7","188","Vancouver","Matt Brassard","D","Oshawa Generals","OHL"
"7","189","Vegas","Ben Jones","C","Niagara IceDogs","OHL"
"7","190","Arizona","Erik Walli-Walterholm","R","Djurgarden","SwedenJrs"
"7","191","New Jersey","Jocktan Chainey","D","Halifax Mooseheads","QMJHL"
"7","192","Buffalo","Linus Weissbach","L","TriCity Storm","USHL"
"7","193","Detroit","Brady Gilmour","C","Saginaw Spirit","OHL"
"7","194","Dallas","Dylan Ferguson","G","Kamloops Blazers","WHL"
"7","195","Boston","Victor Berglund","D","MODO","SwedenJrs"
"7","196","Philadelphia","Wyatt Kalynuk","D","Bloomington Thunder","USHL"
"7","197","Carolina","Ville Rasanen","D","Jokipojat Joensuu","Mestis"
"7","198","Winnipeg","Skyler McKenzie","L","Portland Winterhawks","WHL"
"7","199","Montreal","Cayden Primeau","G","Lincoln Stars","USHL"
"7","200","Tampa Bay","Samuel Walker","C","Edina","Minn HS"
"7","201","NY Islanders","Logan Cockerill","L","US National Development Team","USHL"
"7","202","Calgary","Filip Sveningsson","L","HV71","SwedenJrs"
"7","203","Toronto","Ryan O'Connell","D","St Andrews","Ont HS"
"7","204","Boston","Daniel Bukac","D","Brandon Wheat Kings","WHL"
"7","205","New Jersey","Yegor Zaitsev","D","Moscow Dynamo","KHL"
"7","206","St. Louis","Anton Andersson","D","Lulea","SwedenJrs"
"7","207","NY Rangers","Patrik Virta","L","TPS Turku","SMliiga"
"7","208","Edmonton","Philip Kemp","D","US National Development Team","USHL"
"7","209","Minnesota","Nick Swaney","R","Waterloo Black Hawks","USHL"
"7","210","Columbus","Robbie Stucker","D","St Thomas","Minn HS"
"7","211","Winnipeg","Croix Evingson","D","Shreveport Mudbugs","NAHL"
"7","212","San Jose","Ivan Chekhovich","L","BaieComeau Drakkar","QMJHL"
"7","213","Washington","Kristian Roykas-Marthinsen","R","Almtunas","SwedenJrs"
"7","214","New Jersey","Matthew Hellickson","D","Sioux City Musketeers","USHL"
"7","215","Chicago","Josh Ess","D","Lakeville South","Minn HS"
"7","216","Nashville","Jacob Paquette","D","Kingston Frontenacs","OHL"
"7","217","Pittsburgh","Will Reilly","D","RPI","ECAC"
